grammatical	ungrammatical
y o è w k ǔ P ǒ k z J T ě ù J q w h P a	y o è w k ǔ P ǒ k z J T ě ù J q d w h P a
ù ù é l E a d ě n Z M p Y E z w m a y p U	ù ù é l E I d ě n Z M p Y E z w m a y p U
ǔ è B p a J r S s n ò n r ǔ f D t X V è ú	ǔ è B p a J r S s n ò n a ǔ f D t X V è ú
á D é i a ó C q ò w k ǒ l Q c S i M m z q	á D é i H ó C q ò w k ǒ l Q c S i M m z q
à H W I o X é z M ó Y a L Z u C d k Z è b	à H W I o X é z M ó Y a L Z u C d k Z è b b
ǎ T Q J P Z q k ú a ǒ w ǔ o H O H O z O O	f T Q J P Z q k ú a ǒ w ǔ o H O H O z O O
é y ò z T p N J C q l I Q h ò S á E a ǔ f	é y ò z T p N J C q l b Q h ò S á E a ǔ f
ě G J Q M ǔ S a I à q w u O R à l q ǒ b d	ě G J Q M ǔ S è I à q w u O R à l q ǒ b d
ó T y è W h G ù a l S W j l V o m m M y X	ó T c y è W h G ù a l S W j l V o m m M y X
ò k w C S á j a x L ú e ǒ N O y C V E q D	ò k w C S á j j x L ú e ǒ N O y C V E q D
ǒ u l j Y ò Y é I a n k à T á P J ǔ u F P	ǒ u l j Y ò Y é I T n k à T á P J ǔ u F P
A á a f R B i C è P j U O R g S i w L w ě	d á a f R B i C è P j U O R g S i w L w ě
B ó G ě v R r x J W ò V z q H J q T J a s	B ó G ě v a R r x J W ò V z q H J q T J a s
C J a M l ǔ ú q ò L J D ò s ò l l R é L H	C J V M l ǔ ú q ò L J D ò s ò l l R é L H
D u z Y á I è k V ò p n ù K J ǒ v T a A C	D u z Y á I è k V ò p n ù K J ǒ v T c A C
F C a d V x C é F s ǎ a g t E H G f k ò ǒ	F C a d V x C é F s a ǎ a g t E H G f k ò ǒ
G S L D L h o z X ò V l a k l C o Y ù P v	G S L c D L h o z X ò V l a k l C o Y ù P v
H t á u G q D ǔ q O I N á I z W D i a w è	H t á u G q D ǔ q O I a N á I z W D i a w è
J ú Y ù S L a y à q P f W E a A ǒ C à F ò	J ú Y ù S L a y à q P y W E a A ǒ C à F ò
K P ó I F m O R i Z D a X L e b p A F e R	K P ó c I F m O R i Z D a X L e b p A F e R
M ù x p W a q ǔ y Z U é è X T ù ó x t ò K	b M ù x p W a q ǔ y Z U é è X T ù ó x t ò K
N G a à W J L U R m é Y J T ú k d x w ú l	N G è à W J L U R m é Y J T ú k d x w ú l
O N ě ò ù k y B t ě H R R m J ǒ ú Y a w V	O N ě ò ù k y B t ě H R R m J ǒ ú a Y a w V
P L ǔ ǎ F B S R m u j g ò g N a ù H R u Z	P L ǔ ǎ F B S R m u j g ò g N a ù H a R u Z
Q E F ù t v ù Y è v L L S ó P á a C à f t	Q E F ù t v ù Y è v L L S ó P á F C à f t
R a ù o s ǒ r C R x l U V O K n W Q b e ó	R ǔ ù o s ǒ r C R x l U V O K n W Q b e ó
T é P ù A r g a g s è A ě d a à y r ǔ D M	T é P ù A r g a g s è d A ě d a à y r ǔ D M
U Q G i á M Z ě n à T M C D Y X ò n Y a I	U Q G i á M Z ě n à T e M C D Y X ò n Y a I
V X C ǒ j G a L è Q ò G à n J ǔ s y H k Y	V X C ǒ j G v L è Q ò G à n J ǔ s y H k Y
W p y ě é M à P I I l a à N j k M w s s L	e p y ě é M à P I I l a à N j k M w s s L
Y ó ǔ ú l a ǎ S à o v V W á ù I Z ǔ M O T	Y ó d ǔ ú l a ǎ S à o v V W á ù I Z ǔ M O T
Z Z j u h X x T D u F a c n M C z ú w Z j	Z Z j u h X x T D u F s c n M C z ú w Z j
a A s ù f Z w ò p s W G g i Z E v r g j u	a A s ù f Z w ò p s W G g i f E v r g j u
a S g á s z ù ò S l à p o X ǎ x b S ǒ g X	P S g á s z ù ò S l à p o X ǎ x b S ǒ g X
a i C j D c K q F y Y à u é Y y y j p o è	f a i C j D c K q F y Y à u é Y y y j p o è
g á C D C k r M a s t X n I l g I Y ú g ǒ	g á C D C k r M M s t X n I l g I Y ú g ǒ
h B T W O a q O y C f V w I v m T ǎ h K z	h B T W O e q O y C f V w I v m T ǎ h K z
i K M ǔ x ú N C y T K F p ú a o v ǔ D S r	i K M ǔ x ú N C y T K F p ú ě o v ǔ D S r
j X U p M k a Q M G I h c b s i ǒ c e W Z	j X U p M k E Q M G I h c b s i ǒ c e W Z
k j p a ò O d T Z A T c ò q E m j J w k E	k j p a a O d T Z A T c ò q E m j J w k E
m à Z U Q J x V a E K J U o ù f s G U K ó	m f à Z U Q J x V a E K J U o ù f s G U K ó
n N V U X P q x l U F ò y a E ò r ú R P v	n N V U X P f x l U F ò y a E ò r ú R P v
o a K E M o ǎ ò ǒ B N g J F V é V é V h è	o è K E M o ǎ ò ǒ B N g J F V é V é V h è
p i P O h a S ú ò p Z u m x i ǒ ú à d s ǎ	p i P O h r S ú ò p Z u m x i ǒ ú à d s ǎ
r ǔ G p M O C A a q b W s g è H d ǔ W á C	r ǔ G p e O C A a q b W s g è H d ǔ W á C
s R a V e é c é M p M G x é k é r m p d R	s R a V e é e c é M p M G x é k é r m p d R
t m M N v G A i ù x u r ě F F a ě m z S r	t m M N v G A i b ù x u r ě F F a ě m z S r
u y à Z F w H é ó G x ǒ ǔ i N N a q B Y r	u y f à Z F w H é ó G x ǒ ǔ i N N a q B Y r
w F D ò F K x è l m S i C ò F a I D j V V	w F D ò F K x è l m d S i C ò F a I D j V V
x W S q J g a á I ǔ j b ǔ L O d ó Z k x i	x W S q J g d á I ǔ j b ǔ L O d ó Z k x i
y l l W R á ǔ ǔ y é ó F G B j J C C à y a	y l l W R á ǔ ǔ y é ó F G B j J C C à y K
ù ù à ú X E a J j T R E E U T p ò k u I b u	ù ù à ú X E a J j T R E E U T p ò k u b b u
ǔ è p F H l v ǎ u E G a ù o r B C t h P u i	ǔ è p F H l v ǎ u E G x ù o r B C t h P u i
á O s C è ú g q N i P j é L C H à l ǎ a ò m	á O f s C è ú g q N i P j é L C H à l ǎ a ò m
à i x g p W Z á g ě L J J i s Q D ǎ Q k è a	à i x g p W Z á g ě L J J i s Q f D ǎ Q k è a
ǎ s N a g F f M N r ǎ Q Y o ǎ e I K Q a è x	ǎ s N J g F f M N r ǎ Q Y o ǎ e I K Q a è x
é t é a g m T b U e ǎ W ǎ M U ǔ L I h u ò T	é t é a g m T b U b ǎ W ǎ M U ǔ L I h u ò T
ě é S y H a O ǒ C D l i ǒ O A b ǎ L Q p W e	ě é S y H a O ǒ C D b i ǒ O A b ǎ L Q p W e
ó R w r C è o S r r ó P é A ó j G à a D X k	ó R w r C è o S r r ó P é A ó e G à a D X k
ò p ó a J r Z k G à f ǒ X T c O F V P ú z u	ò p ó a J r Z k G à f ǒ X c c O F V P ú z u
ú A A ǔ H O V h a i g M E o q Q ǒ O ǔ y r A	ú A c A ǔ H O V h a i g M E o q Q ǒ O ǔ y r A
A M k q U a è W F Y t c J ù à A ò u N p U j	A M k q a U a è W F Y t c J ù à A ò u N p U j
B k m i X u a t A Y W Y e A s q W d M H C o	B k m i X u a t A Y W Y e A s q d W d M H C o
D ò o T X X A ú M w y ě R ǒ l J è U V ó p a	D ò o T X d A ú M w y ě R ǒ l J è U V ó p a
E F S a A C H g V F R H I q W u u N c s ǔ q	E F S a A C H g c F R H I q W u u N c s ǔ q
F Q N g a s F x J p c ǒ W S F R r ě z u n T	F Q N g p s F x J p c ǒ W S F R r ě z u n T
G s k a E k D ú V ǒ è à á ò C z r Y á L K z	G s k A E k D ú V ǒ è à á ò C z r Y á L K z
I á l h q w H i X F G i ě T g a J w ù á t o	I á l h q w H i X f G i ě T g a J w ù á t o
J H Z y ǔ l Z Y s j s k Y T s a p t r g V k	J H Z y ǔ l Z Y s j s k c Y T s a p t r g V k
K S à v Q ó w H z M g a u N f K U è s z H M	K S à v Q ó w H z M a a u N f K U è s z H M
L Z s à a á Y q p é k B w t N ó Q N u ò M X	L Z s à l á Y q p é k B w t N ó Q N u ò M X
M r F z ó à O w è C O a j J e C M f R R I z	M r F z ó à O w è C O J j J e C M f R R I z
O ú O G à q A a s V E O k J ù N w ú S ǎ o é	O ú O G à q A g s V E O k J ù N w ú S ǎ o é
P F a ó F ó ú Z ù à N ò i Y v C A i W á f à	P F V ó F ó ú Z ù à N ò i Y v C A i W á f à
Q V w V z S A J r R B K ò F B J a l c á D Q	Q V w V z S A J r R B K ò F B J ǒ l c á D Q
R v A N v U a S d e o X m Q W Z H k ò Y O é	R v A N d v U a S d e o X m Q W Z H k ò Y O é
T F ó p W K o W ò Y ǒ U a J b c t U k m U T	T F ó p W K o W ò Y ǒ U a a J b c t U k m U T
U Q h é t à é z l a s Q P z H J X M m N n R	U Q h é t à é z l T s Q P z H J X M m N n R
V h a B C W I W h l p N f è q O G ǒ p á J I	V h s B C W I W h l p N f è q O G ǒ p á J I
W z K E k G M Q á t V M M ǔ B R a u ú b V y	W z K E k G M Q á t V M M ǔ B R ó u ú b V y
Y A Q N ǒ a z I ǎ I ú c ò ǒ M H l O F ò y u	f A Q N ǒ a z I ǎ I ú c ò ǒ M H l O F ò y u
Z W ǔ ó r X ǎ a b Y U à M H T d m X k ù m o	Z W ǔ ó f r X ǎ a b Y U à M H T d m X k ù m o
a ǒ o O p K t M ě y T à A ù d ó T Z H f T s	a ǒ o O p K t M ě y T à A a ù d ó T Z H f T s
a T S s è P S s l y A y l u c E z u i è z Q	l T S s è P S s l y A y l u c E z u i è z Q
a n S ǔ L á r C h r B f ú O P L r U x U N r	a n S ǔ L á r C f r B f ú O P L r U x U N r
g J ǔ J R C M Z é w N M k t Q T a m Y O t N	g J ǔ J R C M Z é w N M k t Q T M m Y O t N
h i D w P B Z ó l Q J E T j X I U l W ó a N	h i D w P B Z ó l Q J E T j X I U l W ó h N
i n G I Z ě ú X l C é Q i ǒ R w O a ǔ C V v	i n a I Z ě ú X l C é Q i ǒ R w O a ǔ C V v
k è F p S I ǎ i à X Z J a è p L R N D s D á	a è F p S I ǎ i à X Z J a è p L R N D s D á
l ǒ a é v e ò Z è U E T è H g v N u k d ǔ n	l ǒ a é v e e ò Z è U E T è H g v N u k d ǔ n
m N Z V P a B ò b S t ǎ à Z R L F y U ù c g	m N Z V P U B ò b S t ǎ à Z R L F y U ù c g
n W Y g H P a E S S ě O U H X v c X I S è b	n e Y g H P a E S S ě O U H X v c X I S è b
o Z j w V n C Q i a á o v F N M l F e F C B	o Z j w e n C Q i a á o v F N M l F e F C B
p r S a L w V u Y ú l q V s t I l H J á I D	p r S B L w V u Y ú l q V s t I l H J á I D
r ǒ R w z r j a A O à V s ǒ J x e t t c P h	r ǒ R w z r j q A O à V s ǒ J x e t t c P h
s a J N E f v é W L B y x t ò ǔ U X Z H ó E	s a J N E f v é W L B y x t ò f U X Z H ó E
t w y i q i H ù a ǔ B ù v W p q z F ú A A C	t w y i q i H ù S ǔ B ù v W p q z F ú A A C
u y q D x H ǒ K D ǎ q W a n c M F H ǒ L j o	u y q c D x H ǒ K D ǎ q W a n c M F H ǒ L j o
w E q q Y k a à U D e C F á P ǎ R m x é ú X	w E q q Y k Q à U D e C F á P ǎ R m x é ú X
x R ǔ O J p W K P s x t ó F v R a Z H ú F ǒ	x R ǔ O J p W K P s x t ó F v R u Z H ú F ǒ
y o W F a Y e ǔ H Q è g s d V n P a C R s d	y o c W F a Y e ǔ H Q è g s d V n P a C R s d
ù ù a ǎ L y t Y z y ǒ é j Z Q é Z L w R L K ù	ù ù M ǎ L y t Y z y ǒ é j Z Q é Z L w R L K ù
ǔ F r i V g U m a ù K Q Y ò R z T H e é ú à x	ǔ F r i V g c U m a ù K Q Y ò R z T H e é ú à x
á N E V o ě I r a R w ě d y G à i N e j i ú E	á N E V o f I r a R w ě d y G à i N e j i ú E
à j á P w G s O m L z V ú ě é a á l F ǎ ú E p	à a j á P w G s O m L z V ú ě é a á l F ǎ ú E p
ǎ x t a R u y d m ó é Z M ù é z F R u v a q O	ǎ x t a R u y O m ó é Z M ù é z F R u v a q O
è à F p q v ó C n V W R Q O é q J L a w O Y s	è à F p q v ó C n V W R Q O é q J L p w O Y s
ě D h J J F ě a m J b m R o ǎ y G m T ě E h v	ě D h J J F ě l m J b m R o ǎ y G m T ě E h v
ó h z u x ó A ó V a b E j K c K E b Y I X H O	ó h z u x ó A ó V V b E j K c K E b Y I X H O
ǒ ù é D è i ǔ L a w i G p R g p Y ǒ f P P x ò	ǒ ù é D è i ǔ L a w i G p R g p Y ǒ f P P x ò f
ú à F Q g x H Z C B ǔ Y O H D a l N I J c R U	ú à F Q g x H Z C B ǔ Y O H D a a l N I J c R U
A P w ě z H a è R W W D h ó ò é d o á ǎ D h l	A P w ě z H S è R W W D h ó ò é d o á ǎ D h l
B k E K H F R k x B X ǎ r l C p K a M ù ǒ Q F	B k E K H F R k d B X ǎ r l C p K a M ù ǒ Q F
C v v P ǎ l r T U j w x o t k u A X C a w ò g	C v v P ǎ l r T U j w x o t k u A X C a w ò a g
E é ǎ a b B v R B v ǔ H c h G C è w q ó S ó E	E é ǎ H b B v R B v ǔ H c h G C è w q ó S ó E
F C q Q à K w u à a á l ó ú n X Y h T e j C Z	F C q Q à K w d à a á l ó ú n X Y h T e j C Z
G R g q u ó F S P J U G ó g a x R r l b x V è	G R g q u ó F S P J U G ó g a x a R r l b x V è
H l D a T Q e ó ǎ l j q D P ù é ǎ T n v ù M j	H l D a T Q e ó ǎ l j q e P ù é ǎ T n v ù M j
I q l K é H H q ò a q ǒ F N s x f S e f o M m	I q l K é H H q ò i q ǒ F N s x f S e f o M m
J z j q D y Z K j p á a g é p ù l K ǎ H s y P	J z j q D y Z K j p á a a g é p ù l K ǎ H s y P
L H G s h ú é K A M B a Y j T y d I Z B v b g	L H G s h ú é K A M B a Y j T y d I b Z B v b g
M a q f Q é H n è á N g ò p y Q B Y z R n U Y	M a q f Q é H n è á f N g ò p y Q B Y z R n U Y
N m à L G q ǔ p A T ú t q j Q r k N a w G O è	N m à L G q ǔ p A T ú t q j Q r k N z w G O è
P á S ò p ó T u Z ǔ E ó á o ǔ J r W r U ú M a	P á S ò p ó T u Z ǔ E ó á o ǔ e J r W r U ú M a
Q G V ò a L u E W J ǒ h g W H h C á C è K G ě	Q G V ò a L u E W J ǒ h g W H h C á a è K G ě
R g è ù ò D H a r p ě X Q c Q B D m W G A l H	R g è ù ò D H a c p ě X Q c Q B D m W G A l H
S k ǔ Z J w R s ó X á l p s Q J F a w g H z q	S k ǔ Z J w R s c ó X á l p s Q J F a w g H z q
T z F w ò U Z C é K a ǒ p M e A ó M w L I à ǒ	T c F w ò U Z C é K a ǒ p M e A ó M w L I à ǒ
V J ú i x R D R ù H l q p a A t s v v Q K V P	V J ú i x d R D R ù H l q p a A t s v v Q K V P
W U g n T p C S E o a h w r ò y z b Y é ò G X	W U g n T p C e S E o a h w r ò y z b Y é ò G X
X k y P M k C a f ò Z ò p Q F I M K K l r ǔ w	X k y P M k C k f ò Z ò p Q F I M K K l r ǔ w
Y t E m R ù ě F D T L Y t S w X ǔ y a j D V d	Y t E m R ù ě F D T L Y t S w X ǔ y Q j D V d
a á f l h u y m B l u ú D ě T z B v Q P K p T	j á f l h u y m B l u ú D ě T z B v Q P K p T
a L ǒ k g t ó b e Y S V ù i B M Z R o Q c U ó	a L ǒ k g t b ó b e Y S V ù i B M Z R o Q c U ó
a d e H B E ǔ G ù T F X L v n b n q T X o u o	j d e H B E ǔ G ù T F X L v n b n q T X o u o
a w V è X ù k M N i O B Q è R N G J s x V ó S	X w V è X ù k M N i O B Q è R N G J s x V ó S
g y r M I ǒ y l g p u L T m N K k B s B a x à	g y r M I ǒ y l g p u L T m N K k B f B a x à
i á a ù P ǎ A ú X k ù d S m L k I y n u n D ò	i á a ù P ǎ A ú X k ù d S m L k I y n d u n D ò
j P s ǒ p X ǔ W a J ǒ S ǔ m è E l M s M ǒ b Q	j P s ǒ p X ǔ b a J ǒ S ǔ m è E l M s M ǒ b Q
l ǔ p H ǎ B a ù L f ǒ á i o C E é x à V S A é	l ǔ c H ǎ B a ù L f ǒ á i o C E é x à V S A é
m ǒ q n V I a o o q i à b E Z a G A ó á J N K	m ǒ q n V I a o o q i à W E Z a G A ó á J N K
n H K P D ǔ s P N t é ǔ ú è ó a V n D ú b m X	n H K a P D ǔ s P N t é ǔ ú è ó a V n D ú b m X
o i è S ó ǎ à F E q M J Q Z ǔ y t u B V O q a	o i è S ó b à F E q M J Q Z ǔ y t u B V O q a
q ò ǎ r k K V è Q g n a á K L A q M H J w v i	q ò ǎ r f k K V è Q g n a á K L A q M H J w v i
r J W K r G i h è I B S á ó m ó I T ò G J a q	r J W K r c i h è I B S á ó m ó I T ò G J a q
s q l u V R T X Z é k ǒ H I T L Z p g T á a q	s q l u d V R T X Z é k ǒ H I T L Z p g T á a q
u à C t I Y a A ù v J L Z T E g m d á b ù h p	u à C t I Y w A ù v J L Z T E g m d á b ù h p
v G g ě ě G E J P S m p a i i J F H é K ǎ o l	v G g ě ě G E J P S m p a i i J F H é K ǎ a o l
w V y P ó è w i à A W I a C j Y d t p x ó v X	w V y P ó è w i a à A W I a C j Y d t p x ó v X
x S o C F H h B ù ǒ E Q ě k q ù o é U a u p Z	x S a C F H h B ù ǒ E Q ě k q ù o é U a u p Z
y m z j k j p ù s t m k z E u X n s M a T F Q	y m z j k j p ù s t d k z E u X n s M a T F Q
ù á ó R A ǔ ǎ J a D ě R m h ǔ ú A y ě z ǔ ǎ g v	ù á ó R A ǔ ǎ J a D ě a R m h ǔ ú A y ě z ǔ ǎ g v
ǔ K a Z ú e m E X T r K n b Y m j R Y N W Y M a	ǔ K a Z ú e b E X T r K n b Y m j R Y N W Y M a
á a ó P R ě k B z A x V I Z g A c o t o v f w ù	á a ó a P R ě k B z A x V I Z g A c o t o v f w ù
à r ú E Q r D ò á a P ò r ù r ǎ i y O m ǔ h u v	à r ú E Q r D ò á d a P ò r ù r ǎ i y O m ǔ h u v
é F z N ù S J a ǒ q I V E ú N E b w h M l h N C	é F z N ù S J ǒ q I V E ú N E b w h M l h N C
è K i N a ǎ n k P ù t L ò R f N è i U ù j E ú s	è K c N a ǎ n k P ù t L ò R f N è i U ù j E ú s
ě Y w u y u k O a i S p è S L d ó ù J x è U ǔ R	ě Y w u e y u k O a i S p è S L d ó ù J x è U ǔ R
ó t a h Z i A U t Y P V n e I u U Y ǒ t L G Z X	ó d a h Z i A U t Y P V n e I u U Y ǒ t L G Z X
ò u t a L R ǒ ǎ ù e L à J ó a W è Z O b ǎ D é V	ò u t a e L R ǒ ǎ ù e L à J ó a W è Z O b ǎ D é V
ú H ú h ǒ J N V a v ǎ c C M M Y E v j é y a c S	ú H ú h ǒ J N V a c v ǎ c C M M Y E v j é y a c S
A W o a e ó k S L d x è G ě U h T ó j J j J E j	A f o a e ó k S L d x è G ě U h T ó j J j J E j
B i j B y i A j ǒ é u ǔ V ò q è ě S M w a B o s	B i j B y i A j ǒ é d u ǔ V ò q è ě S M w a B o s
C u F j L s M P U ǔ u R R W Y p Y n a d ǔ z y y	C u F j L s M a P U ǔ u R R W Y p Y n a d ǔ z y y
E ù á y C ǔ E ú ě a Z e x x ǎ H R R J P c è à j	E ù á y C ǔ E ú ě a Z c x x ǎ H R R J P c è à j
F H l R V u ǔ S ǒ C L ù F r a P b A ě ě á ě z W	F H l R V u ǔ S ǒ C L ù F r g P b A ě ě á ě z W
G N m n H Y ǎ Z Y g x B C Y á ǔ h x z Y n a j f	G N m n H Y ǎ Z Y g x B C Y á ǔ h x d z Y n a j f
H Y ú ǎ W G é n Z w R h t q m ǒ è R u x W p a e	H Y ú ǎ W G é n Z w R h t q m ǒ è R u x W p D e
J ǒ P h ù a á R è s B ò U G H w K R ě X I s J i	J d ǒ P h ù a á R è s B ò U G H w K R ě X I s J i
K K á J ǒ N X é q L a ǔ X r W g ě w Z q f è k Y	K K á f J ǒ N X é q L a ǔ X r W g ě w Z q f è k Y
L X m q y t ǔ ě A ǎ L ó K L á E T O V w a á i m	L X m q y t ǔ ě A ǎ L ó K L á f E T O V w a á i m
M s u ò H R y a f ú e G E è U B r f T n è X ò á	M s u ò H R y a f ú ù G E è U B r f T n è X ò á
O à k E ǎ h K K y Z g a D ò J y o l P o Y w ě M	O à k E ǎ h K K y e Z g a D ò J y o l P o Y w ě M
P F ǒ a J q à V ú T t z S f N S K b Y G x ú j ě	P F ǒ ó J q à V ú T t z S f N S K b Y G x ú j ě
Q N a R o ú m o m M H C w ó D n Q l Q W q w c X	Q N ǒ R o ú m o m M H C w ó D n Q l Q W q w c X
R R E M ó h ù ǎ ó n n ǔ i l p x V ù ó I a p ù S	R R E M ó a ù ǎ ó n n ǔ i l p x V ù ó I a p ù S
S m Z E é W z a H S f B n l l P E s Y ǒ V D L ě	S m Z E é W z e H S f B n l l P E s Y ǒ V D L ě
U ě U a e á M m E a X è l e r F I F N p u I u ǎ	U ě U a o á M m E a X è l e r F I F N p u I u ǎ
V R o w W y w n E H ú L C ě H X S g B J a n h X	V R o w W y w n E H b ú L C ě H X S g B J a n h X
W Z T ó J ǒ Y n r C x l à t v è a p Z V ǔ ú m b	W Z d ó J ǒ Y n r C x l à t v è a p Z V ǔ ú m b
X r è o K Q i q o ò a ě p i X é f N o S V ě B R	X r è o K Q i q o ò a f ě p i X é f N o S V ě B R
Z F o P X è q P U l Q á ǔ o ǎ r Z F o a E i B d	Z F o P X è q P U l Q á ǔ o ǎ r Z f F o a E i B d
a ò J è d a ǒ H c H d W ǒ R c A i g f ǒ e N x R	a ò J è d a ǒ H c H ě W ǒ R c A i g f ǒ e N x R
a Q ó R W z M I X L o i W k H G T ǔ q C ǔ t D J	a Q ó R W z M I X L o i W k H G T ǔ q C a ǔ t D J
a l p ǔ A W è M W D N k i J J E V á b f u V w M	q l p ǔ A W è M W D N k i J J E V á b f u V w M
g L g l i l R D a X à C L N Q v l p B b Z ú j ú	g L g l i l R e a X à C L N Q v l p B b Z ú j ú
h W J S y H M P a G A J E ó P ǎ Y E z s m z u y	h W J S y H M P a G A J E ó P ǎ Y a E z s m z u y
i j ù w y V i T k ù X Q Q X a e N j ó M s q B w	i j ù w y V i T k ù X Q Q X X e N j ó M s q B w
j x T à ó S A X L s ǒ I G ǒ ǒ a o j m U ó ú A w	j x T e à ó S A X L s ǒ I G ǒ ǒ a o j m U ó ú A w
l H s Q a W g j m A r Y I y t ò d L à g ù à L r	l H s Q a W g j m A r Y I y t ò d L à d g ù à L r
m o g P C H G a H n M e f V é K q F t Q u ó z d	m o g P C f H G a H n M e f V é K q F t Q u ó z d
