grammatical	ungrammatical
i M K T y h a a t é è E a é l ó b q A ó A ù b I à ó T b U ú V é l	i M K T y h a j t é è E a é l ó b q A ó A ù b I à ó T b U ú V é l
k y v R J K D B J á a ǒ á ǔ ó ò i G ù E a a c è s O b b b V à k L	k y v R J K D B J f a ǒ á ǔ ó ò i G ù E a a c è s O b b b V à k L
n P v a ú è D ǔ i W r K T é K à v a p a b b T ù U h j ě Q A b u ě	n P v a ú è D ǔ i W r K T é K à v a p a b b T ù U e j ě Q A b u ě
q O m Z a P K h a F ǎ I a Q R V h b x b Q g ò ǔ w E q U j X b V E	q O m Z a P K h F F ǎ I a Q R V h b x b Q g ò ǔ w E q U j X b V E
t Y a J é ě P z ǒ W a a à H Y b g b y A x k b X J o i T ù i b O F	t Y a J é ě P z ǒ W s a à H Y b g b y A x k b X J o i T ù i b O F
w a k U ú L r t W a a Z S b W ǎ n L W H W g l p b b A M r G X E S	w a k U ú L r t W a a Z S b W ǎ n L W H W g l f p b b A M r G X E S
ù ù ǎ F a x r G ú a è R G Q C m q F N a f j y r t b P t X b q b H M	ù ù ǎ F l x r G ú a è R G Q C m q F N a f j y r t b P t X b q b H M
à à a a á M B A j M a h I b G T q h b V P ǒ L b v U E W z u U ě Q y	à à a a á M c B A j M a h I b G T q h b V P ǒ L b v U E W z u U ě Q y
é q m ó a q m H V U Z a P w x a P ě a x b b V I ú v ě ò b K D h ǒ è	é q m ó a q m H b U Z a P w x a P ě a x b b V I ú v ě ò b K D h ǒ è
ò K a R K n G u ò s à a a e U ǎ q F é R d b ó k Q r P b U o à ǔ á b	ò K a R K n G u ò s à a a e U ǎ q F é R d b ó k Q f P b U o à ǔ á b
ú z a a V x I x a H I ǎ n v A a v ǔ k j H J j W i A T n U Y i b b b	ú z f a V x I x a H I ǎ n v A a v ǔ k j H J j W i A T n U Y i b b b
D ú V a i W á H z W a C T a w W Q b ě b b n C L r q z D ò B Y P E Q	D ú V a i W á H z W a C T a w W Q b c b b n C L r q z D ò B Y P E Q
F r a ù á D x a O ǎ U N a L ě c E l i r à u R H ú T r b è b C F b o	F r a ù á D x a O ǎ f U N a L ě c E l i r à u R H ú T r b è b C F b o
I a T a a O x B K g ǎ H x O r b L v V b ǎ ù T N B z è l S K i X i b	I a T a a O x B K g ǎ H x O r ó L v V b ǎ ù T N B z è l S K i X i b
L a ǒ ǔ o é m a v D a m J ǎ b j ǎ Q ó S B C b à Y ǎ h é D B P b B ǒ	L a ǒ ǔ o é m a v D N m J ǎ b j ǎ Q ó S B C b à Y ǎ h é D B P b B ǒ
O C D ò a Z K Y S x s ú a n a b Z i b L M K B ò ǔ q D S O z S é O b	O C D ò a Z K Y S x s ú a n a b Z i b L M K B a ò ǔ q D S O z S é O b
R I x F a p S x i R I W p é w T a S S ò a w á Q b b t b R ǔ g R g ò	R I x F C p S x i R I W p é w T a S S ò a w á Q b b t b R ǔ g R g ò
U è w é L K K W a s V y I n á R u y X K x a ǒ I N M a b b Q b T U h	U è w é L K K W a s V y I n á R u y X K x a ǒ I N c M a b b Q b T U h
W s Q q a u E m O a L ǒ n k n y ò ǎ N a é ǎ j b ú s n j b b U v ǒ M	W s Q q w u E m O a L ǒ n k n y ò ǎ N a é ǎ j b ú s n j b b U v ǒ M
Z Y a a a k R D f o Q u ù D E v t Z b C ǎ B Y X b I V b C Q K j b ó	Z Y a a a k R D f o Q u ù D E v t Z b C ǎ B Y X b I V b C a Q K j b ó
a A s I ǎ w V z a L i g N W B j a T l O w h B b ǔ G q b ó b B ó D E	e a A s I ǎ w V z a L i g N W B j a T l O w h B b ǔ G q b ó b B ó D E
a N a Z ǒ M ǔ a y ǔ G v m p p v b ǎ ǔ ò T T F v b t ǎ s O b x U Y J	a N a Z ǒ M ǔ a y ǔ G v m p p v b ǎ ǔ ò T T F v b t ǎ s O b x U Y a
a a ú E ù a L z b D ǔ q h ě J x b Q S q x ǎ K w b h I ǎ O L B I F P	a a ú E ù a L z b D ǔ q h ě J x b Q S q x d ǎ K w b h I ǎ O L B I F P
a j O J a O ǎ a W q b H y P ě A q S U h K b y á S b G w V i T t N l	a j O J a O ǎ a W q b H y P ě A q S U h K b y á S b d G w V i T t N l
g è a s z è ǒ ú a p l k é B a S b ǔ h i I b ú M l M h L H b K ě J è	g è a s z è ǒ ú a p b k é B a S b ǔ h i I b ú M l M h L H b K ě J è
i a J z a U O á u r l N a G y ě b b w H b W q k n H ò é R ǔ H C b H	i ǒ J z a U O á u r l N a G y ě b b w H b W q k n H ò é R ǔ H C b H
l Z a x ě Z à ǒ é n i M u i F a B è è ě F E á a O V n b b ú b á o I	l Z a x ě Z à ǒ é n i M u i F a B d è ě F E á a O V n b b ú b á o I
o a T Q a ǔ V s E l u ù y a b ǒ r J ǔ s ó b k n á B A D D b K i s l	o p T Q a ǔ V s E l u ù y a b ǒ r J ǔ s ó b k n á B A D D b K i s l
r O g a y a a U ù é P q k r b s b Q R L D H b I i E o ǒ J v ú E o D	r O g a y a a U ù é P q k r b s b Q R L D H b c I i E o ǒ J v ú E o D
t q I k a o a a N ù y u b A q Y R V ě á H ó L y h P ǔ D D y b ó à b	t q I k a o a Q N ù y u b A q Y R V ě á H ó L y h P ǔ D D y b ó à b
x K D q G K a ě J ù I V E j ǎ a C I K a é n f p b b z l è b Y é A p	x K D f q G K a ě J ù I V E j ǎ a C I K a é n f p b b z l è b Y é A p
ù ù M Y A j I l C a a p R O a ò b b y y J ǒ ú p n q A b w s D S X L ǎ	ù ù M Y A j I l C a a p R O a ò ǎ b y y J ǒ ú p n q A b w s D S X L ǎ
à M s q h m D a y o w w ó X R T l X a a H á G l á ǒ b q C b b o ú T ú	à M s q h m D a y o w w ó X f T l X a a H á G l á ǒ b q C b b o ú T ú
è F à j N X T a h I S ě A a a g w b ò à A l b M q R ǔ x G u h b T ú I	è F à j N X T a h I S ě A a a g w b ò à A l b M q R ǔ x c G u h b T ú I
ó r a a U è ú I B B a n h V V t ǎ e c k C o i b b F z x à ú ǎ M i b ǎ	ó r a b a U è ú I B B a n h V V t ǎ e c k C o i b b F z x à ú ǎ M i b ǎ
ú w Q a g J J a M R a L W m n U ǎ W b ǒ m x J ò á ú s B l U b ě l b D	ú w Q a g J J a M R a L W m n U ǎ W b ǒ m x d ò á ú s B l U b ě l b D
C N h ǎ é a Q N a C S B I t z a L b n l ǔ U w b ó h b X z U j m l Q K	C N h ǎ é a Q N a C S B I t z ú L b n l ǔ U w b ó h b X z U j m l Q K
F ě n K a a Y u a T m ǒ s b s o y y Z F N b ó n á ò t N i g L b ě y ó	F ě n K a a Y u a T m ǒ s N s o y y Z F N b ó n á ò t N i g L b ě y ó
H h k w a a x è a R n F I X S u z y b G o Q D L n é O R b I y b Y ǒ h	H h k w a a x è k R n F I X S u z y b G o Q D L n é O R b I y b Y ǒ h
K a E a L t ù w C E m a ǒ T é l ǒ V ě J u u w n á o q X g y m A b b b	K a E a L t ù w C b m a ǒ T é l ǒ V ě J u u w n á o q X g y m A b b b
N a U F U M a a ǎ D f a j T b I è G ó W x P S b x M r S j Z z R S A b	N a U f U M a a ǎ D f a j T b I è G ó W x P S b x M r S j Z z R S A b
Q J a N ò a u F p a G i O j o G c ù Z b K R O j A b p b s E y I Y F l	Q J a N ò a u F p a G i O j o G c ù Z M K R O j A b p b s E y I Y F l
T é F C ǔ a o ù a Z E S D j V ǒ a F V j F d O ǒ u b M ě k b O F n b ó	T é F C ǔ a o ù a Z E S D j V ǒ a F V j F d O ǒ u X M ě k b O F n b ó
V X a g S p P a M B y z y ú Q n ǎ j D ě g Y H z a ò b b D M à b v H l	V X a g S p P a M B y z y ú Q n ǎ j D ě g Y H z a ò b V D M à b v H l
Z é J s a J r K a a d w ǎ b b R p b ò r H L n V X A á E k V q ǎ s h l	Z é J f a J r K a a d w ǎ b b R p b ò r H L n V X A á E k V q ǎ s h l
a ò U B X A C a U k y a b K S g A u à K x b Q à n x b ù A á C V S L ǔ	a ò U B X A C a f U k y a b K S g A u à K x b Q à n x b ù A á C V S L ǔ
a L a m H l o I t n g J a à ù u b m V S Q t Q M ǔ à x q b ǎ à b h q C	è L a m H l o I t n g J a à ù u b m V S Q t Q M ǔ à x q b ǎ à b h q C
a Z a H T a J d m O N M b g y j ò X é ú ǔ D ǎ á b r ǔ ǒ k è ǎ z b C ǎ	a Z a H T a J d m O N M b g y f ò X é ú ǔ D ǎ á b r ǔ ǒ k è ǎ z b C ǎ
a m a t I G L O L V ó U S h O G J a L W à J A ó ó O b V D b R Z b D C	a m a t I G L O L V ó U S h O G J a L W à J A ó ó O b V D b c Z b D C
g è y á è v z a o a j r a Y d W N ǎ T ó M o b E ǎ b g b t u z q K T B	g è y á è v z a e a j r a Y d W N ǎ T ó M o b E ǎ b g b t u z q K T B
i n F o K à á R g o a H a V R H C a b b è F W H ù j P g E O S i h b ǒ	i n F o K à á R g o a H á V R H C a b b è F W H ù j P g E O S i h b ǒ
l a Z j Y O a ú s K S a b b I ě v A x á H C w Q L n k E p b u è v F j	l a Z j Y O a ú s K S a b b I ě v A x á H C w Q f n k E p b u è v F j
o k M ǔ a C N a L r U G Y á r t a ǒ b i Z h r è E E C J G b h z ǒ b n	o k M ǔ a C N a L r U G Y á r t f a ǒ b i Z h r è E E C J G b h z ǒ b n
r a H è h a B z a T O Q X g j f d b b ǎ Z Z R R C b y ǒ ǔ D J w U O N	r a H è h a B z a T O Q X g j f d R b ǎ Z Z R R C b y ǒ ǔ D J w U O N
u a ò ǔ s ú J E o a r a t G h à Q b b E ò Y t b y G I B é z O é m T M	u a ò ǔ s ú J E o é r a t G h à Q b b E ò Y t b y G I B é z O é m T M
w y Q Z l ǔ a r ǔ P E a I y L C r J M ú Y q F H à H K r j p a b ě b b	w y Q Z l ǔ a r ǔ P E a I y L C r J M f ú Y q F H à H K r j p a b ě b b
ù ǔ U ǎ Y G y a ù T Z w l J a F ǒ a R ǒ U F Y o U R ú b x ǎ b y b N v j	ù ǔ U ǎ Y G y a ù T Z w l J a F ǒ a R ǒ U F Y o U R ú b x ǎ U y b N v j
á G u ǔ ě Y i j x m Q m J L P B n o R E O O a ù a a D O b Z ě b P Q t b	á G u ǔ ě Y i j x m Q m J L P B n o R E O O N ù a a D O b Z ě b P Q t b
é J è j a h o u ú Z K q a V Y t ó a e P l p ǔ W R g r c h b l i ò B b b	é J è j f a h o u ú Z K q a V Y t ó a e P l p ǔ W R g r c h b l i ò B b b
ě n s U x ǔ V v a ó x ù à á a w Y J ú a U b E b T g O i ǒ S F ó ò b ě ǔ	ě n s U x ǔ V v o ó x ù à á a w Y J ú a U b E b T g O i ǒ S F ó ò b ě ǔ
ú ù G a a a p A ǔ C Z á o b D ú ǒ C N T v b m K é r ǒ A b N P U ǔ ě L Z	ú ù G a a a p A ǔ C Z á o b D ú ǒ C N T v b m K é r ǒ A b N P U a ě L Z
B a u ò F a k è N r M L à D a f a E z M u x ò C K W b g ě s W K b ù b à	B a u ò F a k è N r M L à c D a f a E z M u x ò C K W b g ě s W K b ù b à
E h a B C O V Z R ò à ǒ h A O E Y n a a k C F k ǔ b P B b ó b S ò ě K é	E h a B C O V Z R ò à ǒ h A O E Y n a Y k C F k ǔ b P B b ó b S ò ě K é
H Q a á r E Z V a U a p p P u F x ò r e l f x é u N C b V ǔ Z A B b O b	H Q a á r E Z V a U X p p P u F x ò r e l f x é u N C b V ǔ Z A B b O b
K p a a a U c ǒ r H U l H d p S d X b v P G ù F T O T w v b ú o ǎ b Q D	K p a a a U c ǒ r H U l H d p S d X b v P G ù F T O T w v M ú o ǎ b Q D
N Y a R A l r á G Y r U E a q t q k a é E V b b Q M T z H G á P o b W U	N Y a R A l r á G Y r U E a q t q k a é E V b b Q M T z H G a á P o b W U
Q B Y á a ù á x a x D è ù a W K V q m p ǎ à b D k h b Q t B Q ǔ b i I ě	Q B Y á a ù á x a x D è d ù a W K V q m p ǎ à b D k h b Q t B Q ǔ b i I ě
T ǎ s ǎ F a X w ě h a a ě z b ù g é R l k à ǎ ǔ á b ù i H ǒ i v b m V M	T ǎ s ǎ F a X w ě h k a ě z b ù g é R l k à ǎ ǔ á b ù i H ǒ i v b m V M
W ǔ L ú U m è a g l a z p S n o è R a i b ù V B b A q W N é m i b S q S	W ǔ L ú U m è a f l a z p S n o è R a i b ù V B b A q W N é m i b S q S
Y q G H x q R Z M ò t g a E Y S ǒ a é t I G J a T b b X S T X B z b p C	Y q G H x q R Z M ò t g a E Y S ǒ a é t I d G J a T b b X S T X B z b p C
a ǒ ò t x E h X H o z a a b z m u b w M u ù G B H ò à ǒ ó ǔ x r R b m E	a ǒ ò t x E h X H o z a H b z m u b w M u ù G B H ò à ǒ ó ǔ x r R b m E
a N a ǒ Q ò z é h Y a e v T c g s S j à T V ù o u A b b b ǒ à B S F G B	a N a ǒ Q ò z é h Y a e v T c g s S j à T V ù o u A b i b ǒ à B S F G B
a a ǔ A A S E I k ò a U l ú q W a j M E m q b T è b b X E ù p A é U O V	a a e A A S E I k ò a U l ú q W a j M E m q b T è b b X E ù p A é U O V
a k g v a è ú i R Q n q é g J Y w C a E b ù M b r B y U M ě L b L J v M	a k g v a è ú i R Q n q é g J Y w C T E b ù M b r B y U M ě L b L J v M
g ǒ q ǒ C à è r T T a ú a a q á é X K s p p ó b w J b i à ǎ N H g ě b n	g ǒ q ǒ C à è r T T K ú a a q á é X K s p p ó b w J b i à ǎ N H g ě b n
i p L a a M a b R D b X g A v V R u T K S á n B á D à Q E R ǔ b A l V b	i p L a a M a b R D b X g A v V R u T K S d n B á D à Q E R ǔ b A l V b
l k w i a a w M a b ò l r T H z O M è b b u y H L J é D ò à Q W R F N ò	l k w i a a w M a b ò l r T H z O M è b n u y H L J é D ò à Q W R F N ò
o a K K T a v a j w h z f è m ǒ v q b W ú ó h Y T W q P b b A ǎ H ù s u	o a K K T a v a j w h z f è m ǒ v q b W ú ó h Y T W q P á b A ǎ H ù s u
r J V G è a a ǔ è s U m a i p U V ě à r E x D x j s W C t d b b ǒ ò ǎ b	r J V G è d a ǔ è s U m a i p U V ě à r E x D x j s W C t d b b ǒ ò ǎ b
u F U D a q l K ě F à a a b s è J j T P l L I P V V Q b Y p J ó E Q b U	u F U D a q l K ě F à a a b s è J j T P l L I P V V Q b Y p J ó E Q b e U
x ě C a o C è N q I a S a b t n C z Q y O V U N J Y à b b G Q C H y ò O	x ě C E o C è N q I a S a b t n C z Q y O V U N J Y à b b G Q C H y ò O
ù ù ù Z p W l E a a V ù m t s a B d n b V F v è è p g A U b b E ě W u w y	ù ù ù Z p W l E a a V ù m t s a B d n b V F v è è p g A U b k E ě W u w y
á m O ě m S a a L N I q j P é Y H ú G K a w U á K s B k ǒ O è S b P b P b	á m O ě m S a a L N I q j P é Y H ú G K a w U á K s B k ǒ O è S b P S P b
é i ò y N a ǔ p B g á a E t ǒ a b z r b S L ǔ A y ě L M r b A à k O P F v	é i ò y N a ǔ p B e g á a E t ǒ a b z r b S L ǔ A y ě L M r b A à k O P F v
ó U R a u h V K S B a L L J a Z i W I w p b è U b b F Y i M è ǔ ù F Q G g	ó U R a u h V K S B a L L J a Z i W I w p b è U b b F Y i M e è ǔ ù F Q G g
ú I P z w F a z z ù a a X r Z j A B G K b h t C A ǔ S ǎ A n b x I b B I á	ú I P z w F a z z ù a a X r Z j A B G K b h t C A c S ǎ A n b x I b B I á
C ǒ C ù N á J a ù é W l a a ù b h q b X L ǒ L w u b z è z B A M g x g J x	C ǒ C ù N á J a ù é W l a a ù b h q b X L ǒ L d w u b z è z B A M g x g J x
E u F a w Y k C X K q s ǎ a ò Y g M m ǔ U a U G b C H o ò D g R i F b b ù	E u F a w Y k C X K q s ǎ a ò Y g M m ǔ U a U G u C H o ò D g R i F b b ù
I R a Q x y T ǎ M q G a ú l G a b W m n A m P ě l E I b W W G n m w H v b	I R a Q x y T ǎ M q G I ú l G a b W m n A m P ě l E I b W W G n m w H v b
L ě v a H n Z é é a r A Z N q M H m D é t X N I U E X a c b C á R r b P b	L ě v a H n Z é é a r A Z N q M H m D é t X N I U E X a c ò C á R r b P b
N o u ě Q Z K é y M i p a T a K T F a l e L Q ǔ w b b G ǎ n U z b X I X ó	N o u ě Q Z K é y M i p a T D K T F a l e L Q ǔ w b b G ǎ n U z b X I X ó
Q T a M a a l I r d Z A L á C ǔ o è X J p ò b z h ù b t è u w y è k H V b	Q T a M a a l I r d Z A L á C ǔ o è X J p ò b z h ù b t è u w y è k H d b
