grammatical	ungrammatical
d a j K Z Z f à C M E H c P p w e Q h P	d a j K Z Z f à C M E H c P p w e b h P
e l Y ó d J ó h h a t á S Q ǒ h U s t L	e l Y ó d J ó h h a t á b S Q ǒ h U s t L
g é f r C v h ó d f ó P B a O c p j O q	g é f r C v h ó d f ó P B a O c p j O q b
h T w ó v b w g ó r j i K j u A p K X R	h T w ó v a b w g ó r j i K j u A p K X R
i v s p a l é x E ó J g g y T l L l ó d	i v s p a l é x E ó J g g y T l L b l ó d
k è w à b G F è H y p X é D A ǒ v H A b	k è a w à b G F è H y p X é D A ǒ v H A b
l P l P T N Q e x S X ǒ à J f o L b u ò	l P l P a N Q e x S X ǒ à J f o L b u ò
m e N y e K v y p H C X R N S g T f M b	m e N y e K v y p H a C X R N S g T f M b
n k t ǎ ǎ U ě V s g ó v T b q S ǔ Q D A	n k t ǎ ǎ U ě V s g ó v T a b q S ǔ Q D A
p ǔ é n x e y m i F T ǔ i U b h B ó g y	p ǔ é n x e y m i F a T ǔ i U b h B ó g y
q I G ù g Y m q à a O d I r r ó u ǒ C ě	q I G ù g Y m q à a O d I r r ó u ǒ b ě
r a Q h i Z D O g à K K q n t V F A J r	r a Q h i Z D O g à b K K q n t V F A J r
s x q á h u y Y P a B w i T ǔ A Y ǔ ù p	s x q á h u y Y P a B w i T ǔ A Y ǔ ù b p
u H X V M U P s r N s z G U Q M b h N U	u H a X V M U P s r N s z G U Q M b h N U
v e C Y S m n c h g á C ò ù W r D V b l	v e C Y S m n c h g á C a ù W r D V b l
w y X E m F a Z k B o u Z W f p B è x ě	w y X E m F a Z k B o b Z W f p B è x ě
y V a A C t X z ù ǎ V V Z G d G G I t G	y V a A C t X z ù ǎ V V Z G d G G b t G
ù ù C é T W n D á p J ě F U O ǒ a i C G H	ù ù C é T W n D á p J ě F U O ǒ a b i C G H
ǔ K C b Q W d ǒ X ò d S Z T P ǎ k Z h A ǒ	a K C b Q W d ǒ X ò d S Z T P ǎ k Z h A ǒ
á d o l m A V V ǔ h ě w ǔ J u j h S D X b	á d o l m A V V ǔ h ě w ǔ J a u j h S D X b
ǎ D Z N P L a ù C K B ě M Z ě ě M x d G A	ǎ D Z N P L a ù C K B b M Z ě ě M x d G A
é Z x ǔ t S y è s B m ò b O W z t X Z T r	é Z x ǔ t a y è s B m ò b O W z t X Z T r
ě é B N x J A P T ě a w Y Z k p L ě v O B	ě é B N x J A P T ě a w Y Z k b p L ě v O B
ó L o è e D à a t ǔ s q t m j d U M t à d	ó L o è e D à a t ǔ s q t m j d U M t à b d
ò Z ǒ á D à à C b e ú S C n u K h ú W c e	ò Z ǒ á D à à a C b e ú S C n u K h ú W c e
ǒ o D à z ǔ c ú j w K m h a O b N y d W j	ǒ o D à z ǔ O ú j w K m h a O b N y d W j
A è V f B f i é o J R y f b M D à o ò g P	A è V a B f i é o J R y f b M D à o ò g P
B ǒ è v I z r N E m b M j c Z L è x ě B S	B ǒ è a v I z r N E m b M j c Z L è x ě B S
C J R O è V s n e ù ò W ě ó t n ǒ ù G b t	C J a O è V s n e ù ò W ě ó t n ǒ ù G b t
D e a ě T q j N f U m z ó W r Y V z ó S ǎ	D e a ě T q j N f U m z b ó W r Y V z ó S ǎ
E q G á z v L N t ǎ O z Z ú w d d ǔ H b r	E q G á z v L N t ǎ O z Z ú a w d d ǔ H b r
G B q d ě f h l T ò R N P x j p b C s p H	G B a d ě f h l T ò R N P x j p b C s p H
H V T ó ò é a O ǎ y L i ǒ ǔ I G N A Y ě v	H V T ó ò é a O b ǎ y L i ǒ ǔ I G N A Y ě v
J ǎ ě m j D T è H K à u ù b ǎ G à r e á n	J ǎ ě m j D T è H K a à u ù b ǎ G à r e á n
K E ù O b ú à u Z x Q Q ù J é ǔ S O C R W	K a E ù O b ú à u Z x Q Q ù J é ǔ S O C R W
L P l á c R L ě b K A r ó K ù ǒ P X V p y	a L P l á c R L ě b K A r ó K ù ǒ P X V p y
M d J B e V L a Z u á z h q E R Q á i A I	M d J B e V L a Z u b á z h q E R Q á i A I
N r R N m q Z b W b i S B t x G E A Q r x	N r a R N m q Z b W b i S B t x G E A Q r x
P C o t ǒ F T U h C i e R P V T ù é a S U	P C o t ǒ F T U h C i e R P V T ù é a S U b
Q a m h v U B ó s o I G G z ú U á ǔ c é E	Q a m h v U B ó s o b I G G z ú U á ǔ c é E
R o ò C g j Y N T H J b l w U X w f V J x	R o ò C a j Y N T H J b l w U X w f V J x
T ú u a ě L k U B s z x q v H A ǒ y s p X	T ú u a ě L k U b B s z x q v H A ǒ y s p X
U W Y à y P T G g n T D g G o ù P b m ù ě	U a W Y à y P T G g n T D g G o ù P b m ù ě
V h a ú p w a v v w L ò x ǒ e x G D T j M	V h a ú p w a v v w L ò x b e x G D T j M
X ǔ t ó ú d K V M ò N s I Z a ǔ X j i J R	X ǔ t ó ú d K V M ò N s I Z a ǔ b j i J R
Y U ǔ P á ǔ Z a d R L u t Y K k K s V ǒ D	Y U ǔ P á ǔ Z a d R L b t Y K k K s V ǒ D
Z o S G O r C v Z a t P C ù U R W H A X c	Z o S G O r C v Z a t P C ù U R W H A b X c
a H i I ǔ f Y x C z P S a S Z u ě w d ó W	a H i I ǔ f Y x C z P S a S Z u b w d ó W
a d m k C f L U s g d D o Z q ò R G W h B	a d m k C f L U s g d D b o Z q ò R G W h B
b U X d C ò X l a v ò g d b D u é á ò l w	V U X d C ò X l a v ò g d b D u é á ò l w
d H t i á b ò è P U H k x G ó e L p H Z G	d a t i á b ò è P U H k x G ó e L p H Z G
e P q U è o X R x K y T a è e Z s D ě c w	e P q U è o X R x K y T a è e Z s D b c w
f g ù c p C m E b l X S k n r D o Y I X é	a g ù c p C m E b l X S k n r D o Y I X é
h á á ǒ L o R é á s J H x ǔ á R U b W s á	h á á ǒ a L o R é á s J H x ǔ á R U b W s á
i ò O ù I d I A C ú S J j b n y j K u M M	i ò O ù a d I A C ú S J j b n y j K u M M
j b h á R à z S w ě T è e H ě S N e ò k Q	a j b h á R à z S w ě T è e H ě S N e ò k Q
k z F f ú U V r á D Q S d D K T w b o y J	k z F f ú U V r á D Q S d D a K T w b o y J
m R ú T V v i c B w ě ě H T k I O X I X b	a m R ú T V v i c B w ě ě H T k I O X I X b
n g W a x E n O L L w C D á z v f ě O r ú	n g W a x E n O L L w C D á z v f ě O r b ú
p ǔ s ò H x e c t P ò O ù à G B a Z V B v	p ǔ s ò H x e c t P ò O ù à G B a Z b V B v
q f M d C r l M T t ě E b à S C d o b L I	q f M d C a r l M T t ě E b à S C d o b L I
r w m M é W b ǎ K m T Y I N K ù V n P S z	r a w m M é W b ǎ K m T Y I N K ù V n P S z
t H Z M ú R ǒ q J X R k J X l c M n b T f	t H Z M ú R ǒ q J X R k J X l c M n a b T f
u X h j a I ú K á T à g ò L N y P w Y s d	u X h j a I ú K á T à g ò L N y P w b s d
w à C q U ó P ǎ ǎ s I m d a W é á v s s N	w à C q U ó P ǎ ǎ s I m d a W é á v s b s N
x N a s g C á K s h E P Y ǔ ǎ Y Y Z K x I	x N a b g C á K s h E P Y ǔ ǎ Y Y Z K x I
y l E L ó T y O a O D Q o B s P k j à w z	y l E L ó T y O a O D Q o B s P k j b w z
ù á á ǔ U D ù l w V X g M s à Q H u P b i W	ù á á ǔ U D ù l w V X g M s à Q H a P b i W
ǔ A a V h k B v L O ó o t M e G d X e o x Q	ǔ A a V h k B v L O ó b t M e G d X e o x Q
á T T a W E Q C j Q c l h Z x à s y ǎ U è Q	á T T a W E Q C j Q c l h Z b x à s y ǎ U è Q
à e q ǒ t a f w C á ù m h h t P Y T e w g j	à e q ǒ t a f w C á ù m h h b P Y T e w g j
ǎ f J P a E h t W S T è à L j d ù ǔ C o ù ǎ	ǎ f J P a E h t W S T è b L j d ù ǔ C o ù ǎ
è ǔ v K ě l a u C I é j ú è A F S s é U è G	è ǔ v K ě l a u C I é j ú è A F S s é U è G b
ě I C s I à s l U ó c s g b h l A E ú Z p ó	a ě I C s I à s l U ó c s g b h l A E ú Z p ó
ó Q l k é g ǒ K X S p d b V A A O M B ǎ o r	ó a l k é g ǒ K X S p d b V A A O M B ǎ o r
ò j ú ǔ D ò b m U G q D V ǒ G Q J c c C q V	ò j ú ǔ D ò a b m U G q D V ǒ G Q J c c C q V
ǒ z o M I M W q a à g m i D q v q q r X T E	ǒ z o M I M W q a à g m i D q b q q r X T E
A á ǔ n g ó p Z ě r y j z E b J á V x Q R P	A á ǔ n g ó p Z a ě r y j z E b J á V x Q R P
B T e ě ǔ o N R n s H b t N w v q r k z H N	B a e ě ǔ o N R n s H b t N w v q r k z H N
C l V I n i é a y s o B o I C T K e á x p U	C l V I n i é a y s b B o I C T K e á x p U
E è g h f x V v ó y k m H ǒ i X H ě n b W q	E è g h f x V v a ó y k m H ǒ i X H ě n b W q
F U D t ó I B N y x e S b I L C L V D x x P	F U D t ó I B a N y x e S b I L C L V D x x P
G k s N u t q l a Q y g i a n R f é q i ú B	G k s N u t q l a Q y g i a n R f é q i b B
I ǎ ǎ k R l y a e d u w N E r I R P n e ǔ I	I ǎ ǎ k R l y a e d b w N E r I R P n e ǔ I
J L ó é f w g d i g m k x ú l O à Y D p ò b	J L ó é f w g d i g m k x a ú l O à Y D p ò b
K V Y u T i N ǒ q r w V k N c z ó l a ù ú J	K V Y u T i N ǒ q r w V k N c z ó l a b ù ú J
L x X e è ó I l T R P R u B a n v v w à ǔ B	L x X e è ó I l T R P R u B a n v v b w à ǔ B
N C ò O a F M D N f n M a X à L ù c s e n ǒ	N C ò O a F M D N f n M a X à L ù c b e n ǒ
O m W t K j è ǒ ě ǎ K L è Q s c T g s p W b	O m W t K j è ǒ ě ǎ K L è Q s c T g s p a b
P z e ó h v v Q h Y S ǒ f U w b á O c U X c	P z e ó a v v Q h Y S ǒ f U w b á O c U X c
R U z ě V C a a N n V I t M ò D f A z é Q A	R U z ě V C a a N n V I b t M ò D f A z é Q A
S k N A o h j a R F K A i J K C X ǒ n R l ǒ	S k N A o h j a R F K A i J K C X ǒ n R l b ǒ
U é a à r e à A c X W B ú O A E q D C H g j	U é a à r e à A c X W B ú O A E q D C b g j
V W A L j C U ǎ y ù a p à M l G R R t C ǔ V	V W A L j C U ǎ y ù a p à b M l G R R t C ǔ V
W n p z ù O y O w c Q R b U R B R y b M J M	W n p z a ù O y O w c Q R b U R B R y b M J M
Y D a j l q a s á x Q ǔ v J H R L J l e G C	Y D a j l q a s á x b Q ǔ v J H R L J l e G C
Z T à V a E ǒ f u w W ě Z s H t d l è Z ó w	Z T à V a E ǒ f u w W ě Z s H t d l è b ó w
a G d m M P ǎ á à f ě F J ú ú W D V Y x m W	a G d m M P ǎ á à f b ě F J ú ú W D V Y x m W
a a c X G ǔ p ù P r S B k ě L p ǒ R ó h R u	a a c X G ǔ p ù P r S B k ě L p ǒ b R ó h R u
a y z ě w ó z y D è S F ù ǔ G y q m D k V X	a y z ě w ó z y D è S F ù ǔ G y b q m D k V X
d D é I à b O ó m x ù K x ó ú Z h T H y c h	a D é I à b O ó m x ù K x ó ú Z h T H y c h
e e f O I X Q D a q P N U w x J d U P ù o M	e e f O I X Q D a q P N U b w x J d U P ù o M
g ǔ y v n O d s K l r l c Z O W o ǔ b L O v	g ǔ y v n O d s K l r a l c Z O W o ǔ b L O v
h N à B W v D B T ǔ g G a I G q v U i e I u	h N à B W v D B T ǔ g G a I G b v U i e I u
i l V c m N F I K z A H e s b M C J u G Z ǔ	i l V c m N F a K z A H e s b M C J u G Z ǔ
j q X C G m Z a T y c à ǎ o g ǎ m o O Y R ó	j q X C G m Z a T y b c à ǎ o g ǎ m o O Y R ó
l ó j V O Q r h J Y g L L ǎ q b P g J e Y t	l ó j V O Q r h J Y g L L ǎ a b P g J e Y t
m X f W V J v a h U l è X F R V S Y B z p W	m X f W V J v a h b l è X F R V S Y B z p W
n j ǒ M a J A Z f z U ǔ à ě R u r p ǎ ù E A	n j ǒ M a J A Z f z U ǔ à ě R u r b p ǎ ù E A
p B X r j R m m D G è M W n p o ù a Y k l M	p B X r j R m m D G è M W n p o ù a Y k l b
q S ě à è ó ǎ M z ǎ á D J ǒ Z w v V G b E H	q S ě à è ó ǎ M z ǎ á D J ǒ Z w v a G b E H
r q s J r b R ǎ A à M e ó á ǔ J t e R n L z	r a q s J r b R ǎ A à M e ó á ǔ J t e R n L z
t ù g ù ǎ F ó d z R w á L Q S b n T á s s c	t ù g ù a ǎ F ó d z R w á L Q S b n T á s s c
u f d I W P S é ě è y r z J L é o b Z U V f	a f d I W P S é ě è y r z J L é o b Z U V f
v x i o o F q q è N W d ě Z M h R b ù ó h ú	v x i o o F q q è N W d ě Z a h R b ù ó h ú
x ě ó B g K a X H O N ò á C I h ǒ B Y q O m	x ě ó B g K a b H O N ò á C I h ǒ B Y q O m
y Z à q ǎ ǎ B b x h f u ò Q m T c y U ó ó X	y Z à q ǎ a ǎ B b x h f u ò Q m T c y U ó ó X
ù ù U V ò z N G t h p á Z q F F T A a Q E à è	ù ù U V ò z N G t h p á Z q F F T A a Q E b è
ǔ D Z f f g n m e b H k m F P à G V ò F J c H	ǔ D Z a f f g n m e b H k m F P à G V ò F J c H
á e W l t J P h M K A r ǎ F w w è n e b c m r	á e W l t J P h M K A r ǎ F w a è n e b c m r
à r k é Q v e a G P ò V v ò é y i ú W R I Q ù	à r k é Q v e a G P ò b V v ò é y i ú W R I Q ù
é è H ǒ J à u E é i S e j g a ǎ Z n D N w g d	é è H ǒ J à u E é i S e j g a ǎ Z n D N w b g d
è F q W Q P x C ǎ è m b ǒ d y ò K T i Z o I c	è F q W Q P x C a è m b ǒ d y ò K T i Z o I c
ě j n v à X b ǒ W D u A ǎ ě s G W l n v K T X	a j n v à X b ǒ W D u A ǎ ě s G W l n v K T X
ò á t u ú o J X a ě n d ò Z s v I N M x E D l	ò á t u ú o J X a ě b n d ò Z s v I N M x E D l
ǒ K q é x p ó a D Y h à q g e t j è f E Y p i	ǒ K q é x p ó a b D Y h à q g e t j è f E Y p i
ú a M J k ò K é M e ǎ O G è w W v è ù O P N W	ú a M b J k ò K é M e ǎ O G è w W v è ù O P N W
A l t z s Z ǒ é o x D ě P z a e y E h à l ě X	A l t z s Z ǒ é o x D ě P z a e y E h à l ě b X
C à Q N m h W i F I f T O é X á ò r b Z F v i	C à Q N m h W i F I f T O a X á ò r b Z F v i
D Z x q f N L Z X Q u ù Q d a Z B L e z ě g W	D Z x q f N L Z X Q u ù Q d a Z B b e z ě g W
F é X A ó z w ǎ x m K b F m G X f ǎ y F l ǎ h	F é X A ó z w a x m K b F m G X f ǎ y F l ǎ h
G K v F ú r f a X l m f X P ǔ ǔ á Z t u ò L w	G K v F ú r f a X l m b f X P ǔ ǔ á Z t u ò L w
H X a V k q u ù u o o ǒ Q g E ǔ ù h ò C M c ò	H X a V k q u ù u o o ǒ Q g E ǔ ù h ò b C M c ò
I n s V è e a B é ǔ ǔ A V g S ò V f r J g ú ě	I n s V è e a B é ǔ ǔ A V g S ò b f r J g ú ě
K ú O b P u Y y f y d a b F u c E ú x g z è c	K ú O S P u Y y f y d a b F u c E ú x g z è c
L c I n a E C J ú ǔ l k X g A o k é T q M W X	L c I n a E b J ú ǔ l k X g A o k é T q M W X
M g a j b ǒ P x J h a C ó E T X b N ě A n f R	M g a j b ǒ P x J h W C ó E T X b N ě A n f R
O D q L A I k h u N P R h W V a L ó k I ù á G	O D q L A I k h u N P R h W V a L ó k I ù á b
P g n X X H V ǎ i T a I ǒ Y ǔ C o y D Q y k w	P g n X X H V ǎ i T a I ǒ Y ǔ C o y D Q y k b w
Q u s Q O Z E ǎ X ù e l b ò p k ǒ P d ǔ ǔ W M	Q u s Q O Z E ǎ X ù e l a b ò p k ǒ P d ǔ ǔ W M
S O l F s L é é v J b A d y M w r F m u L y H	S O l F s a é é v J b A d y M w r F m u L y H
T o ǒ t z m C B b ò é b e N n D A o g J L d n	a o ǒ t z m C B b ò é b e N n D A o g J L d n
V C q Q é ǒ z Q ǔ ò V l w O a ú è ǒ e H ǒ a g	V C q Q é ǒ z Q ǔ ò V l w O a ú è ǒ e H ǒ b g
W f n P z é k Q G Q ó é g b ě e è S h s O D O	a f n P z é k Q G Q ó é g b ě e è S h s O D O
X w o ù è k c l b O J B l ò I Q H E G R U a b	X w o ù è k c l á O J B l ò I Q H E G R U a b
Z A è a Y N N e H i X z y Z A t g O q Z á e ù	Z A è a Y N N e H i X z y Z A t g O q Z á e ù b
a B W h ǔ L A E P B ǒ è o H T m ǔ L F e U C à	a B W h ǔ L A E P B ǒ è o H T m ǔ L F e U b à
a b ǒ C X ǔ ǒ ǔ D D á ò b ù c H l S d M Q m V	a b ǒ C X ǔ ǒ ǔ D D á ò b ù h H l S d M Q m V
b D m k f o F t s M R q ě m E a w X m u b P j	a D m k f o F t s M R q ě m E a w X m u b P j
d D F t y e R h N ǎ f E è r F W T a I ě I N ǎ	d D F t y e R h N ǎ f E è r F W T a I b ě I N ǎ
e V N E P ě Z ú X U d r g ǔ ǎ b è j n A c ǔ t	e V N E P ě Z ú X U d r g a ǎ b è j n A c ǔ t
g ù Z R J c é ú N b C M W Z C q b h H A g t s	a g ù Z R J c é ú N b C M W Z C q b h H A g t s
h ǔ y p ǒ ù à è j j ò A m ě ò K h ú p x i b ù	h ǔ y p ǒ ù a à è j j ò A m ě ò K h ú p x i b ù
i R ǔ A ǎ n v a P N R r á O n c a à g h s ù l	i R ǔ A ǎ n v a P N R r á O n c a à g h b ù l
j j ǎ F p T G é à u f ò S I s H è m ó b t c h	j a j ǎ F p T G é à u f ò S I s H è m ó b t c h
l E p Z h ǔ k n D E U F S i H k e R è d l b K	l E p Z h ǔ k n D E U F S i H k e R è d a b K
m X B c C G v ò ǔ m D l i à M j ú b ú ǔ è ǔ b	m X B c C G v ò a m D l i à M j ú b ú ǔ è ǔ b
n b B h a y é D r ǎ á f è U X p l b è H g O F	n á B h a y é D r ǎ á f è U X p l b è H g O F
o r v i C y z p r k ó b n o w G A r ò y X Q r	o r a v i C y z p r k ó b n o w G A r ò y X Q r
q ù ǎ n l D T ò H n K Z è Y a q a é Z p L a B	q ù ǎ n l D T ò H n K Z è Y a q a é Z p L a b B
r G ò F ǎ V t F U Y à C b u Y R Z k g H H è M	r G ò F ǎ V t F U Y à a C b u Y R Z k g H H è M
s W a w q k R C n K J V x e P i p e x y U A p	s W a w q k R C n K J V x b e P i p e x y U A p
t j n à b c w e l k y s q t a i è X Z b i C r	t j n à F c w e l k y s q t a i è X Z b i C r
v ò D Y U F a G E O i l r z f J M d w J ú o x	v ò D Y U F a b G E O i l r z f J M d w J ú o x
w J ó V g ǒ A j k E W H e w Y t F L b D M H u	w J ó V g a ǒ A j k E W H e w Y t F L b D M H u
x d B J b è R j ú l N y k K V z à n W V P O A	x d B a b è R j ú l N y k K V z à n W V P O A
y q F b m è ò á K R V ě ǒ B e á p r ǔ C o ù t	y q a b m è ò á K R V ě ǒ B e á p r ǔ C o ù t
ù ù l f Z f T T p Z J p Z X P Y P V Q H b A S Q	a ù ù l f Z f T T p Z J p Z X P Y P V Q H b A S Q
ǔ I G a ě H D B Q S l k E q é y m x A h B j N t	ǔ I G a ě H D B Q S l k E q é y m x A h b B j N t
á a m B Y ù s à G m P U ó e E N v r ě z K ò ó H	á a m B Y b s à G m P U ó e E N v r ě z K ò ó H
à q w n à V ù Z I á e C L X c z Y Q u è K M W b	à q w n à V ù Z a I á e C L X c z Y Q u è K M W b
é ǎ e ǒ M A S W V b E G d J Y é v u A d é X ù o	é ǎ e ǒ M A a S W V b E G d J Y é v u A d é X ù o
è J i A F t ù B P t d é X J L a p h W G à ù V s	è J i A F t ù B P t d é X J L a p h W G à b V s
ě p b h I J i y ó k i O ǒ U ě o Y r f a b t r H	ě p d h I J i y ó k i O ǒ U ě o Y r f a b t r H
ó y t h U F X s à k p v è j o I b B d W ó n á g	ó y t h U F X s à k p v è j a I b B d W ó n á g
ǒ E ò á G p è N ú Z O ě n f a l l k y M x x U d	ǒ E ò á G p è N ú Z O ě n f a l l k y b M x x U d
ú W D á J c ǔ z h R V ǒ j b p G ǎ P Y K x W n à	ú W D á J c ǔ z h R a V ǒ j b p G ǎ P Y K x W n à
A k P z Q ú Z J L r ò K o á t ě Q S b t X ǎ f J	A k P z Q ú Z J L r ò K o á t ě a S b t X ǎ f J
C ǒ X K h w t u g B W b p U à L ǒ ǔ j f k v x b	C ǒ X a K h w t u g B W b p U à L ǒ ǔ j f k v x b
D M z w I G J z a z Z t h U W m u q S q H v Q t	D M z w I G J z a z Z t b U W m u q S q H v Q t
E Z d L v s I a è ò q à S d O á w g Y K T l m s	E Z d L v s I a b è ò q à S d O á w g Y K T l m s
F q l G ǒ P d V ò s p n A ǒ M t ò Y a B á t j T	F q l G ǒ P d V ò s p n A ǒ M t ò Y a B á t b T
H ò E g U P J r é k á A ǒ y d z Z ù ú ǒ é B à b	H ò E g U P J a r é k á A ǒ y d z Z ù ú ǒ é B à b
I G y F i K t ú ǎ k X b S B ú r v h á C h B i Y	I G y a i K t ú ǎ k X b S B ú r v h á C h B i Y
J o ú é f T H n U o Z x N a I o b s E a f ǎ e k	J o ú é f T H n U o Z x N a I o b s E j f ǎ e k
L W ù S E y d b w ù A Z à C J ǎ e ě w x W n m ò	L W ù S a E y d b w ù A Z à C J ǎ e ě w x W n m ò
M k I W P G P f è F P H ú O o O F z ě Q á b t G	a k I W P G P f è F P H ú O o O F z ě Q á b t G
O ǒ W e O J K Z R E ú c f B j b i e ú f A ò V á	O ǒ W e O J K Z R E ú c f a j b i e ú f A ò V á
P a x r X l d V P d v l ò C t R x o S H w V q T	P a x r X l d V P d v l ò C b t R x o S H w V q T
Q q W á à k V i h ě O ò ǔ r ó b q K F X ó W ò h	Q q W á à k V i h ě a ò ǔ r ó b q K F X ó W ò h
S E C N A g e L T t a è n I n o g ó L ǒ f u V A	S E C N A g e L T t a è n I n o g ó L ǒ f u V b A
T k Q V a a M m j x o u Z b ǒ R F f z x c N O d	T k Q V a a M m j x o u Z b ǒ R F f z x ó N O d
U x G ǒ ó ò ǎ b h ó è h T O P v e d j ǒ Y b c m	U x a G ǒ ó ò ǎ b h ó è h T O P v e d j ǒ Y b c m
W B I j l ǎ a y W p M é p r è ò o G W ǔ S ǒ A T	W B I j l ǎ a y W p M é p r b ò o G W ǔ S ǒ A T
X V M l C ú ě m M Y G á b n è P N ǒ e G u R P b	X a V M l C ú ě m M Y G á b n è P N ǒ e G u R P b
Y f g d q U ò K c P z x Q a j p b x ě h R d S T	Y f g d q U ò K c P z x Q a j p b x ě h R ě S T
a ù S W k v A H t d ǒ e l o L y ǒ E s W T è p ǔ	a b S W k v A H t d ǒ e l o L y ǒ E s W T è p ǔ
a O Z ǎ ě u X E u b R ǎ Y n n H h P q v L V a h	a O Z ǎ ě u X E u b R ǎ Y n n H h P q v L V p h
a t R ó Y ǔ F H ǔ f à o Z y H M H X M D T ù á ó	a t R ó Y ǔ F H ǔ f à o Z y H M H X M D T ù á b
c o S x é w j a b I ǒ d s U o ú ǎ ù Y x N ú è à	V o S x é w j a b I ǒ d s U o ú ǎ ù Y x N ú è à
e à è e q r W D b m k j D f r d c G Y w è C x C	e à a è e q r W D b m k j D f r d c G Y w è C x C
f c U W ǔ U F C Q C U q á r ù M u b C i h z U v	f a U W ǔ U F C Q C U q á r ù M u b C i h z U v
g s P J X u X O f h x H u p ě E E a M ù x k h m	g s P J X u X O f h x H u p ě E E a M ù x b k h m
h z f E l ě V ú v K á u I é é F V G e à b V b x	h z f E l ě V a ú v K á u I é é F V G e à b V b x
j D j n i e T b t a ǎ q N y R o é e l e h D b à	j D j n i e T Z t a ǎ q N y R o é e l e h D b à
k f c J W p a E i W ó ù K G ú á t ú j Z ó n U T	k f c J W p a E i W ó ù K G ú á t ú j Z b ó n U T
l w ǎ H K k d z s O I Y F ǔ f f b M ǎ n S z s S	l w ǎ a H K k d z s O I Y F ǔ f f b M ǎ n S z s S
n H Q U U S o S b W v ǔ é J l ǎ U u ǎ F I u G N	n H Q a U U S o S b W v ǔ é J l ǎ U u ǎ F I u G N
o a X à W v a z x H ǒ á w E K T M A U u K t ě h	o a X à W v a z x H ǒ á w E K T M A U u K b t ě h
