grammatical	ungrammatical
a a a J V M é Z C h X f l E x M ò è K h t	a x a a J V M é Z C h X f l E x M ò è K h t
a a a T ǒ V y X ǎ á q O M j B N G ò Q S h	a ǎ a T ǒ V y X ǎ á q O M j B N G ò Q S h
a a a F j Z f á m ǔ V G ò t f à q H ú d m	a A a F j Z f á m ǔ V G ò t f à q H ú d m
a a a à W L r á a é O ǎ A F f c O j F e U	a I a à W L r á a é O ǎ A F f c O j F e U
a a a ó y V O E M O f W é ě v H L q l t l	a O a ó y V O E M O f W é ě v H L q l t l
a a a z L ě V p Z V Q K U W e Q L K o Q E	a W a z L ě V p Z V Q K U W e Q L K o Q E
a a a I ù è o Q P T ù f y M r X d C s f l	a a ǎ a I ù è o Q P T ù f y M r X d C s f l
a a a e ǎ w H é S b t V g U M L V ě r A ǎ	a a ǒ a e ǎ w H é S b t V g U M L V ě r A ǎ
a a a c N G h ǔ H s à é Y H è f S v S X u	a a H a c N G h ǔ H s à é Y H è f S v S X u
a a a ě f l f x g C ò ò b ò K b ò X q v é	a a P a ě f l f x g C ò ò b ò K b ò X q v é
a a a R K ó V á i n T s ǎ k T r V w v L I	a a W a R K ó V á i n T s ǎ k T r V w v L I
a a a s z N f C á f è ú ò q R G ò e L a b	a a f a s z N f C á f è ú ò q R G ò e L a b
a a a p ǎ F u U u F l I u B M h è O j h U	a a n a p ǎ F u U u F l I u B M h è O j h U
a a a Z t J a H x Y z a ǎ v C ǎ A Y u ù ǔ	a a w a Z t J a H x Y z a ǎ v C ǎ A Y u ù ǔ
a a a é è I ú è ò x s á L ǔ F è B Z F n S	a a à é è I ú è ò x s á L ǔ F è B Z F n S
a a a g g w F m w x m G U B m p y è h H a	a a ǒ g g w F m w x m G U B m p y è h H a
a a a w b á n g ě z L ó b ě g b à A A à l	a a H w b á n g ě z L ó b ě g b à A A à l
a a a á X P é T o J T ò j á r ò J ě K Z f	a a O á X P é T o J T ò j á r ò J ě K Z f
a a a ó ǔ c a r f P r l v á ò à e q R e ǎ	a a U ó ǔ c a r f P r l v á ò à e q R e ǎ
a a a O X Y ǔ ú G K ù m T g s X I S S J Y	a a d O X Y ǔ ú G K ù m T g s X I S S J Y
a a a h U é U z f Q b T H P i E d e á t l	a a k h U é U z f Q b T H P i E d e á t l
a a a y è W p L a r N H q q W W O v U ǔ W	a a s y è W p L a r N H q q W W O v U ǔ W
a a a e i ǒ ù V S Z u q ǔ p C b k s ǔ Z z	a b a e i ǒ ù V S Z u q ǔ p C b k s ǔ Z z
a a a ě j V ú u G ó q q W r à d a z ò o E	a j a ě j V ú u G ó q q W r à d a z ò o E
a a a Z r U U j è è á é n x h N à u R A ǎ	a s a Z r U U j è è á é n x h N à u R A ǎ
a a a P e ǔ H k X t ǔ z w a y a ǒ v ě Q ó	c a a P e ǔ H k X t ǔ z w a y a ǒ v ě Q ó
a a a d X T K K s ú ě F x T a ě s è z b ú	l a a d X T K K s ú ě F x T a ě s è z b ú
a a a O F c l G t a J E j x N é Y B h N é	t a a O F c l G t a J E j x N é Y B h N é
a a a f t r f á u ǒ è Y d P h x I ǔ à R z w	ù a a a f t r f á u ǒ è Y d P h x I ǔ à R z w
a a a g é p s ò o j E b Y R á p e j F x c B	ó a a a g é p s ò o j E b Y R á p e j F x c B
a a a ó g á Z M W ǔ ú ó g ù c U ǒ C ù k w ú	D a a a ó g á Z M W ǔ ú ó g ù c U ǒ C ù k w ú
a a a t ú g c o e x N b o Z f A ú e r Z B b	K a a a t ú g c o e x N b o Z f A ú e r Z B b
a a a f V b L Z ó U E c I Z A C Z p H l X c	S a a a f V b L Z ó U E c I Z A C Z p H l X c
a a a n p g d B è ǒ I H t à ǒ F R w ǎ n à M	X a a a n p g d B è ǒ I H t à ǒ F R w ǎ n à M
a a a I B M a D M i ǒ P c D J F O o L C g q	f a a a I B M a D M i ǒ P c D J F O o L C g q
a a a F à I U j ó W N m c O A v ò f L j ǔ I	m a a a F à I U j ó W N m c O A v ò f L j ǔ I
a a a ě w i a U ǎ q H ǒ D K e k d W L J C Z	s a a a ě w i a U ǎ q H ǒ D K e k d W L J C Z
a a a ù k V R X ò N A ǒ m w e E G u e I a q	z a a a ù k V R X ò N A ǒ m w e E G u e I a q
a a a Z X F é o Z y L o e ǒ ǔ r s á O g D R	ě a a Z X F é o Z y L o e ǒ ǔ r s á O g D R
a a a o p q s b k V ó o a Q ù O I g E J w é	E a a o p q s b k V ó o a Q ù O I g E J w é
a a a ú g Z Z b C á p m ě p ǎ E m ě w A ǒ Z	K a a ú g Z Z b C á p m ě p ǎ E m ě w A ǒ Z
a a a Y q I r p r u è j L O ě ó ú y h T D L	S a a Y q I r p r u è j L O ě ó ú y h T D L
a a a b I è f é V L w L S D m D q u N f á Q	a ù a a b I è f é V L w L S D m D q u N f á Q
a a a ó a ù y l à Y S k x B G m R b D c q H	a ò a a ó a ù y l à Y S k x B G m R b D c q H
a a a ě m á ò M B s Z i r H F T j Q l W m x	a G a a ě m á ò M B s Z i r H F T j Q l W m x
a a a v i V l l u J R J R r f s R p à V w z	a O a a v i V l l u J R J R r f s R p à V w z
a a a Y N M N w ú F o W g ǎ t ù X ù h ù u p	a V a a Y N M N w ú F o W g ǎ t ù X ù h ù u p
a a a d t à t ò ù T a R O à S e M G ě R á F	a f a a d t à t ò ù T a R O à S e M G ě R á F
a a a á é ě m ó H d o N i U j X S h P X è ǒ	a n a a á é ě m ó H d o N i U j X S h P X è ǒ
a a a z D B v l N G c I E T ǒ Z n G G L y F	a t a a z D B v l N G c I E T ǒ Z n G G L y F
a a a é ò ú f ú p Z è F U O g q e s h S ǒ g	a a é ò ú f ú p Z è F U O g q e s h S ǒ g
a a a R Q ǎ ǔ è w l j E ǎ ù L ǎ á F g t i E	a ě a R Q ǎ ǔ è w l j E ǎ ù L ǎ á F g t i E
a a a B N p ó A ǔ L e P F á c C è V n ò I h	a C a B N p ó A ǔ L e P F á c C è V n ò I h
a a a ú t R f K é x L I j a L p G C B q P z	a K a ú t R f K é x L I j a L p G C B q P z
a a a ó ǒ E I E E p M N ù K h E B D e f d m	a R a ó ǒ E I E E p M N ù K h E B D e f d m
a a a R è D x k g M Y W G K A e M Y à V t w	a Y a R è D x k g M Y W G K A e M Y à V t w
a a a I i r t ú g p o h E K q b ě Z c ǎ á P	a a ě a I i r t ú g p o h E K q b ě Z c ǎ á P
a a a F H A L i x c h c j T H d j U F P ù q	a a D a F H A L i x c h c j T H d j U F P ù q
a a a à m X j e r e é V y ó X I è k d I Y K	a a K a à m X j e r e é V y ó X I è k d I Y K
a a a F e t a ó n f D F ě ò à ǒ q y á à n t	a a R a F e t a ó n f D F ě ò à ǒ q y á à n t
a a a q ù ú O I n R w y G s b b A P T ò g s	a a Z a q ù ú O I n R w y G s b b A P T ò g s
a a a V Z è R H S o u Y y Q è V ě q à k H S	a a i a V Z è R H S o u Y y Q è V ě q à k H S
a a a Y F F k ǎ C d a I R h x u G S t A Y Z	a a q a Y F F k ǎ C d a I R h x u G S t A Y Z
a a a D n ě x à ú E t S n P q z j e x n j è	a a y a D n ě x à ú E t S n P q z j e x n j è
a a a B Y R j x d ǒ è ě Z u b o E W V n a o	a a é B Y R j x d ǒ è ě Z u b o E W V n a o
a a a A q é O à E r v A q B d o X o g M u h	a a C A q é O à E r v A q B d o X o g M u h
a a a k Z U l t h F P á h ù g b Y ù J Y B ù	a a K k Z U l t h F P á h ù g b Y ù J Y B ù
a a a L à C n U K W ě ò p L f ò ǔ ò f ǒ i B	a a R L à C n U K W ě ò p L f ò ǔ ò f ǒ i B
a a a ú P s V n V T m F a à S R d ǔ ú d R á	a a Y ú P s V n V T m F a à S R d ǔ ú d R á
a a a B A k V d E X J x P G M J t r N j Q T	a a g B A k V d E X J x P G M J t r N j Q T
a a a é ú K Z i ò E K V B Q O t ě ǎ a z I h	a a p é ú K Z i ò E K V B Q O t ě ǎ a z I h
a a a k à m è Q j j K á W V ú á O B e l d u	a a x k à m è Q j j K á W V ú á O B e l d u
a a a e ó n ù i à r q H b Y ǔ l G t E b á U	a f a e ó n ù i à r q H b Y ǔ l G t E b á U
a a a ǔ T Y I F q m b z I y e i e e j u á l	a l a ǔ T Y I F q m b z I y e i e e j u á l
a a a h ǎ ǔ D P f k é I P l G M j è ǒ t I m	a s a h ǎ ǔ D P f k é I P l G M j è ǒ t I m
a a a L P L ǔ ó u D X N ǎ k n r Z j F u r N	a z a L P L ǔ ó u D X N ǎ k n r Z j F u r N
a a a g r v è J n q z a v Y I A à a x z ú à	j a a g r v è J n q z a v Y I A à a x z ú à
a a a G l p W M ó h ǎ m U K V k Q G Z n T à	r a a G l p W M ó h ǎ m U K V k Q G Z n T à
a a a é W V r r w X r Z a o T ǒ T h L N m X t	ù a a a é W V r r w X r Z a o T ǒ T h L N m X t
a a a à o O b q O U t f d P d U k ǎ g w p o x	ò a a a à o O b q O U t f d P d U k ǎ g w p o x
a a a F à z p á s ǒ ù c j d o é O o R E E B ě	F a a a F à z p á s ǒ ù c j d o é O o R E E B ě
a a a l W è B W e R R F Q y d v n p e c d Q q	M a a a l W è B W e R R F Q y d v n p e c d Q q
a a a l à B ò F ǒ E x ó L c a C F I è ě a x z	T a a a l à B ò F ǒ E x ó L c a C F I è ě a x z
a a a è B G i ò W f d O r p l u D w k h b f c	Z a a a è B G i ò W f d O r p l u D w k h b f c
a a a O k h I a r m K j z i ǔ è b J O d ǔ ǒ g	j a a a O k h I a r m K j z i ǔ è b J O d ǔ ǒ g
a a a y f u è q v l l ó O B M u L X a ǒ I X X	r a a a y f u è q v l l ó O B M u L X a ǒ I X X
a a a k à b e D O ú x ǒ c P ò t Q ǎ A é f ò ù	y a a a k à b e D O ú x ǒ c P ò t Q ǎ A é f ò ù
a a a f ǒ N è p Y v b Y V è O E w V k v J ú è	à a a f ǒ N è p Y v b Y V è O E w V k v J ú è
a a a C R K x X B f W O ó ǒ d t V V g C x O K	ú a a C R K x X B f W O ó ǒ d t V V g C x O K
a a a D w o A á á K S l K K c x j S è X u e m	H a a D w o A á á K S l K K c x j S è X u e m
a a a r ǒ L r ú v W o Z p n è ě C N ǒ R z c M	P a a r ǒ L r ú v W o Z p n è ě C N ǒ R z c M
a a a e à R C K E S ó R C u A Q H M é f i Z t	X a a e à R C K E S ó R C u A Q H M é f i Z t
a a a S ě f t L ó ú é i ě L x r G c N u c v d	a é a a S ě f t L ó ú é i ě L x r G c N u c v d
a a a x R V G p á h á S g I h k x U a ě R ó W	a A a a x R V G p á h á S g I h k x U a ě R ó W
a a a H O y m h é c ǔ f F U l j S ǎ O B k b ǎ	a J a a H O y m h é c ǔ f F U l j S ǎ O B k b ǎ
a a a p é S z O F S T Z z F a i s f ě s T ò ě	a Q a a p é S z O F S T Z z F a i s f ě s T ò ě
a a a J u N z F j x t O g i J h ǎ j z M o á O	a Y a a J u N z F j x t O g i J h ǎ j z M o á O
a a a N n ú S b I Z b U è b Y C S s a C G ǎ H	a g a a N n ú S b I Z b U è b Y C S s a C G ǎ H
a a a y V l o D X F M d K t q u y l M f a x ò	a n a a y V l o D X F M d K t q u y l M f a x ò
a a a à F ó m w q E W T w T X z t b U n b B W	a u a a à F ó m w q E W T w T X z t b U n b B W
a a a I f y k W J S ǎ ǔ C ù V G j X p f z K i	a ǔ a I f y k W J S ǎ ǔ C ù V G j X p f z K i
a a a u á è V z a b ě J H U E U é w M h Y W b	a ǒ a u á è V z a b ě J H U E U é w M h Y W b
a a a h B c é I m ú á D t O e x ǎ é D a ǎ q è	a G a h B c é I m ú á D t O e x ǎ é D a ǎ q è
a a a à P G C t R Q C ó X q k Q T p j c O V L	a O a à P G C t R Q C ó X q k Q T p j c O V L
a a a n V M V D r c i T N j y R P S à B d e D	a Y a n V M V D r c i T N j y R P S à B d e D
a a a O N é ǒ p Y ó è k p S é l t H I S B J m	a a ě a O N é ǒ p Y ó è k p S é l t H I S B J m
a a a è p L V E i s P p e U N N h ú c ò k b U	a a C a è p L V E i s P p e U N N h ú c ò k b U
a a a X á p Z F N R Z j f E a h L q Q Z r q u	a a K a X á p Z F N R Z j f E a h L q Q Z r q u
a a a g N W E X P à R j p q ò U à L x R y c c	a a S a g N W E X P à R j p q ò U à L x R y c c
a a a K z ě T B W á G W w h ǎ h é h ò y R M A	a a Y a K z ě T B W á G W w h ǎ h é h ò y R M A
a a a E E D m c q b C x ú o d o c h Q P u x A	a a i a E E D m c q b C x ú o d o c h Q P u x A
a a a T g ù ǔ x v B C c b B a t à H Q N w e H	a a q a T g ù ǔ x v B C c b B a t à H Q N w e H
a a a u S U J ú u d Y O J O W T D Y Q k I E E	a a z a u S U J ú u d Y O J O W T D Y Q k I E E
a a a E e a ò R H R l Q H l t f O O o O C y T	a a é E e a ò R H R l Q H l t f O O o O C y T
a a a i O Z ǔ V S j á W F é F O j K I e ò r a	a a A i O Z ǔ V S j á W F é F O j K I e ò r a
a a a A ù N v é z z W o r M M ú O X G I á O á	a a H A ù N v é z z W o r M M ú O X G I á O á
a a a O ǔ w a j y m ǎ ò C B A C Z V é w ǎ C Y	a a N O ǔ w a j y m ǎ ò C B A C Z V é w ǎ C Y
a a a x D X Y g P A b ǎ r K L j h J L ó N R k	a a T x D X Y g P A b ǎ r K L j h J L ó N R k
a a a ó p X M H O p m E h K n ù e j Y o X U D	a a b ó p X M H O p m E h K n ù e j Y o X U D
a a a f G ù ò K w E ǎ è l q Z ě s f s A á B h	a a j f G ù ò K w E ǎ è l q Z ě s f s A á B h
a a a g N H g S j ǒ Y é W H ǎ ù m m U V u ú J	a a p g N H g S j ǒ Y é W H ǎ ù m m U V u ú J
a a a ǎ G F q ù B D f w ù a ǔ ú C J L E c t r	a a w ǎ G F q ù B D f w ù a ǔ ú C J L E c t r
a a a á G ǔ y h á y ǔ I u R ó q j g o Z T R V	a f a á G ǔ y h á y ǔ I u R ó q j g o Z T R V
a a a F ě p X i ǒ Q é é p r i ò G m b c c q á	a n a F ě p X i ǒ Q é é p r i ò G m b c c q á
a a a g J ǒ N m g h b I ó ǒ à p Q á o O P v S	a u a g J ǒ N m g h b I ó ǒ à p Q á o O P v S
a a a r C g L x J T ù ò ò i n m i g s ě D d P	d a a r C g L x J T ù ò ò i n m i g s ě D d P
a a a z h b n h v B F C o E f J o l ǔ ò z i p	l a a z h b n h v B F C o E f J o l ǔ ò z i p
a a a ě z p c D f Z ú i F k s i q Y A x s t é	s a a ě z p c D f Z ú i F k s i q Y A x s t é
a a a a è A u Q t x m ǒ é Z u ó C I O m U v k p	ù a a a a è A u Q t x m ǒ é Z u ó C I O m U v k p
a a a ò d ě a q J h T Z X Y s x Q t h d n ó v T	è a a a ò d ě a q J h T Z X Y s x Q t h d n ó v T
a a a C Z ǒ o e p Z U t ě B i é f C z ù c A v C	C a a a C Z ǒ o e p Z U t ě B i é f C z ù c A v C
a a a ǒ é z q J y R Q q B j T q Y S a ǔ I ǎ a ě	L a a a ǒ é z q J y R Q q B j T q Y S a ǔ I ǎ a ě
a a a ǎ C Y t o B b n h M D d M a b z A á k e u	T a a a ǎ C Y t o B b n h M D d M a b z A á k e u
a a a M ò O i L U K c C j W p Y x é N y t K H m	Z a a a M ò O i L U K c C j W p Y x é N y t K H m
a a a V u L n ǎ n O ù v n à k ú X ú y T á T ǔ H	g a a a V u L n ǎ n O ù v n à k ú X ú y T á T ǔ H
a a a e á ó a N c ù r R f d m r X U t s ò é m S	o a a a e á ó a N c ù r R f d m r X U t s ò é m S
a a a s m ò l k i q D q à C H R x A A e e J U ú	w a a a s m ò l k i q D q à C H R x A A e e J U ú
a a a T Z U a p D ò S f a H i E O L L i C H x I	à a a T Z U a p D ò S f a H i E O L L i C H x I
a a a c j l s á h E C m è S ě M K B N T Q n V U	ú a a c j l s á h E C m è S ě M K B N T Q n V U
a a a ó U j ě A o y è ě q k m z Z V x ù N h t D	I a a ó U j ě A o y è ě q k m z Z V x ù N h t D
a a a V U o n T j j M B D l f w J i N O u ú J k	P a a V U o n T j j M B D l f w J i N O u ú J k
a a a w q o x ú j O l ǔ q N U I f b ò G ǎ J P E	X a a w q o x ú j O l ǔ q N U I f b ò G ǎ J P E
a a a G r u Y c è Z Y J r L x I a W o p N ú f ǔ	a ǎ a a G r u Y c è Z Y J r L x I a W o p N ú f ǔ
a a a U S a K ò P m P g n m w q f ú d Z t T T s	a ú a a U S a K ò P m P g n m w q f ú d Z t T T s
a a a ò s F C A v V K p o A r O w a x h C A R ó	a H a a ò s F C A v V K p o A r O w a x h C A R ó
a a a d D ǎ ǔ ě g T H h á W G Q ó I H z B d H A	a P a a d D ǎ ǔ ě g T H h á W G Q ó I H z B d H A
a a a g N K M S u w P j m P N t E T A n F m Q m	a X a a g N K M S u w P j m P N t E T A n F m Q m
a a a K y h k á ó X E N ó è s ú F x r ě T w b s	a f a a K y h k á ó X E N ó è s ú F x r ě T w b s
a a a ù e f e K á o X ù P Q i M P l m H r d C m	a m a a ù e f e K á o X ù P Q i M P l m H r d C m
a a a U Q e v a O R K o Q X ú D ù g V ě d ò Q G	a t a a U Q e v a O R K o Q X ú D ù g V ě d ò Q G
a a a e R à ú ò a c F c m r U o d p b z t ò t v	a ù a e R à ú ò a c F c m r U o d p b z t ò t v
a a a à k k b R Z ò T T l h w w ǔ S ǒ F G i Y L	a ě a à k k b R Z ò T T l h w w ǔ S ǒ F G i Y L
a a a z o Y I K ǔ W z t X Z Z c Q k u à T P ó é	a C a z o Y I K ǔ W z t X Z Z c Q k u à T P ó é
a a a M a g X è b n e K v Z T g o o B c S Q E J	a K a M a g X è b n e K v Z T g o o B c S Q E J
a a a n é G s E k ò é S l à B e à j J n K N ò K	a R a n é G s E k ò é S l à B e à j J n K N ò K
a a a q Y Y U D E R K ǎ s S o b a b C é j k g n	a Z a q Y Y U D E R K ǎ s S o b a b C é j k g n
a a a M z e X D s C g z ǎ p L m ǒ H T I e K T ó	a a ě a M z e X D s C g z ǎ p L m ǒ H T I e K T ó
a a a ò e F S s T è E j h q t V ù ǎ R O u K u u	a a D a ò e F S s T è E j h q t V ù ǎ R O u K u u
a a a à m u X y v Q k á f e S R s Q G s ǔ V s v	a a L a à m u X y v Q k á f e S R s Q G s ǔ V s v
a a a T ě U X a T á Y M è j E é ǒ U H t F W m ú	a a T a T ě U X a T á Y M è j E é ǒ U H t F W m ú
a a a W é J J u A é e ě X X F B q r O x P a ǎ ǎ	a a c a W é J J u A é e ě X X F B q r O x P a ǎ ǎ
a a a t b l g ó ù j Z U m è B T C B r V m j n o	a a j a t b l g ó ù j Z U m è B T C B r V m j n o
a a a G a t à l ǔ F x d M T x z è e W H K á ó a	a a s a G a t à l ǔ F x d M T x z è e W H K á ó a
a a a E y y g K V B v L W X ǔ R C k ǎ t u U o b	a a E y y g K V B v L W X ǔ R C k ǎ t u U o b
a a a s F p k n e D p ě G B a Z q ó H h g n u K	a a è s F p k n e D p ě G B a Z q ó H h g n u K
a a a T J p ǔ a Z ě ě ò p a N á y ǎ x C G w I M	a a D T J p ǔ a Z ě ě ò p a N á y ǎ x C G w I M
a a a s ò s X è I Y ǒ X k H ò g Z S é e k ǒ C c	a a L s ò s X è I Y ǒ X k H ò g Z S é e k ǒ C c
a a a P P w w a E x P G ě ǎ P c o h O d ǒ P k a	a a U P P w w a E x P G ě ǎ P c o h O d ǒ P k a
a a a a M è k c ò é p q a a r x W U O d n x Z r	a a c a M è k c ò é p q a a r x W U O d n x Z r
a a a C J v p j g ǎ k F ǒ é i i f j Z ě á c ě H	a a i C J v p j g ǎ k F ǒ é i i f j Z ě á c ě H
a a a U u á j p D Z a ě K K R h ò h E F ò ǎ M n	a a o U u á j p D Z a ě K K R h ò h E F ò ǎ M n
a a a J H Z H ò X l I E S F q W H i ǎ Q ù J o ú	a a w J H Z H ò X l I E S F q W H i ǎ Q ù J o ú
a a a L n e g W ǎ c H e ǎ à M n Q E u s L T k ǔ	a f a L n e g W ǎ c H e ǎ à M n Q E u s L T k ǔ
a a a à i é X ú x c ě l e T k A k z U m M q Y u	a m a à i é X ú x c ě l e T k A k z U m M q Y u
a a a ú q V H P M X n j W é ù S ú m u I M G c q	a t a ú q V H P M X n j W é ù S ú m u I M G c q
a a a b á e T l K s f è C N e o D S è N ú N f U	c a a b á e T l K s f è C N e o D S è N ú N f U
