grammatical	ungrammatical
a A j W V P t X á Q g u q D Q á f s C M A	q A j W V P t X á Q g u q D Q á f s C M A
a B y u z Z U E D M n H J ǎ ǔ L ǔ n p Q D	X B y u z Z U E D M n H J ǎ ǔ L ǔ n p Q D
a D I R i I k Y F c O h ù x N è Y s e m R	x D I R i I k Y F c O h ù x N è Y s e m R
a E b g s X D h ó I d à o á r c y c p S é	f a E b g s X D h ó I d à o á r c y c p S é
a F o ó I z X X C H U q s è e d e H ǒ G n	é a F o ó I z X X C H U q s è e d e H ǒ G n
a H à ě i U ǔ T ǔ w J ú O é q ǒ e p è H o	s H à ě i U ǔ T ǔ w J ú O é q ǒ e p è H o
a I N w P P ě d M N G e è X O m H L A h x	ǔ I N w P P ě d M N G e è X O m H L A h x
a J d z d c g A ě v é F d ǔ t j B Y T W D	I J d z d c g A ě v é F d ǔ t j B Y T W D
a K z H o e è H è f Q K ù p ú á é u O T M	G a K z H o e è H è f Q K ù p ú á é u O T M
a M D O N ě e Z Q Q ǔ J W ù ò W X S u b p	f M D O N ě e Z Q Q ǔ J W ù ò W X S u b p
a N f q G l X U w u Q i n C q z P o N b k	á a N f q G l X U w u Q i n C q z P o N b k
a O y h a w d m p a z A y T V n ǎ W h V Y	I a O y h a w d m p a z A y T V n ǎ W h V Y
a Q L D A C J h k g c B Z v w R c à D o G	L Q L D A C J h k g c B Z v w R c à D o G
a R O o A r V X r ǒ i u N ù e u ó p ǔ e p	S a R O o A r V X r ǒ i u N ù e u ó p ǔ e p
a S h m u j L g O t k M b g R ù t ǎ M ǒ L	Q S h m u j L g O t k M b g R ù t ǎ M ǒ L
a T o k w D a F ě P ò T u g O I D l ù g H	a a T o k w D a F ě P ò T u g O I D l ù g H
a V ǔ G O E Z è ò D L P ò è o F l ó Y ù w	ù a V ǔ G O E Z è ò D L P ò è o F l ó Y ù w
a W R W ó V h v ú e á x L á ò ǔ à D j h t	d a W R W ó V h v ú e á x L á ò ǔ à D j h t
a X Z C ó w m Y H L m H x o D U K Z R a E	C X Z C ó w m Y H L m H x o D U K Z R a E
a Y p Q t é ú i X a ǒ H r m ǒ d à l n J l	Z Y p Q t é ú i X a ǒ H r m ǒ d à l n J l
a b M e w W i m V D z Y M j v v E R b V ǔ	M a b M e w W i m V D z Y M j v v E R b V ǔ
a c X v è W s y c c I N j ò é E I P h o Y	Y a c X v è W s y c c I N j ò é E I P h o Y
a d h H ǎ è X ú á p ǎ P F W Q M i u ě P P	U d h H ǎ è X ú á p ǎ P F W Q M i u ě P P
a e t G X n C h ù t ǒ D d è D b ǔ w E Y è	è e t G X n C h ù t ǒ D d è D b ǔ w E Y è
a f z I U W M o t q c K H Y i O n n ó I C	t a f z I U W M o t q c K H Y i O n n ó I C
a h G T ó Q f á S J u w R q M o G c a u ě	B h G T ó Q f á S J u w R q M o G c a u ě
a i Q à l X ú o Z h ě F J r n ù b è V E T	z i Q à l X ú o Z h ě F J r n ù b è V E T
a j k J l G Z o h T s q U f y ù p z l X m	n a j k J l G Z o h T s q U f y ù p z l X m
a l á G h u c ǒ l V t U U P O d L f E o F	a a l á G h u c ǒ l V t U U P O d L f E o F
a m F i d a H N F c t i J á k I Z ě Y z S	V a m F i d a H N F c t i J á k I Z ě Y z S
a n N F l N s l b H y v Y è t à S N ò j n	N a n N F l N s l b H y v Y è t à S N ò j n
a o j I M ù t g é y f K f T V b b ó ǎ n á	ù o j I M ù t g é y f K f T V b b ó ǎ n á
a q é T L w ù ǎ n ǔ è S G m i d J à i w h	H q é T L w ù ǎ n ǔ è S G m i d J à i w h
a r E X g k n W q ò ǒ ǎ i R a x w P y g K	s a r E X g k n W q ò ǒ ǎ i R a x w P y g K
a s N ó n T m j o z ǎ m ǎ ě ú m U y N V T	d a s N ó n T m j o z ǎ m ǎ ě ú m U y N V T
a t P Z L B Q o ò n r V b Y z g e Z n y B	D a t P Z L B Q o ò n r V b Y z g e Z n y B
a u q ě p ǔ T U à M r ǒ h T e G e h s X E	x a u q ě p ǔ T U à M r ǒ h T e G e h s X E
a w ò l R b q C d é A r N k H o p á v à Z	L a w ò l R b q C d é A r N k H o p á v à Z
a x L C N z t b q Y h C A à V Y j v C O ǎ	ǎ x L C N z t b q Y h C A à V Y j v C O ǎ
a y h M E c z L r ě t q q t V D o y M a j	z a y h M E c z L r ě t q q t V D o y M a j
a ù ù C é Y ò ú L i y w W t f S V z a é H i	g a ù ù C é Y ò ú L i y w W t f S V z a é H i
a ǔ H y j ǎ ú à b N I V Q s á p z H á w s ò	o a ǔ H y j ǎ ú à b N I V Q s á p z H á w s ò
a á M x F Y S a c R é n N u d B ě Z R o o z	j a á M x F Y S a c R é n N u d B ě Z R o o z
a à K à A o d ò i n N M à r K ó y Y O m y W	o à K à A o d ò i n N M à r K ó y Y O m y W
a ǎ T I o à Y C H K F J s ǎ K N i q Q z q ù	e ǎ T I o à Y C H K F J s ǎ K N i q Q z q ù
a é n X G g R X d r u l à G D N k Z v Z U X	P é n X G g R X d r u l à G D N k Z v Z U X
a ě ǎ ǔ D i è p Q é p g q à y X E x T u U t	D a ě ǎ ǔ D i è p Q é p g q à y X E x T u U t
a ó K r v h f c L M w g g B u Y Q u t a H S	x ó K r v h f c L M w g g B u Y Q u t a H S
a ò c k P C é ó k J W O o ǔ w á p é G W s p	é a ò c k P C é ó k J W O o ǔ w á p é G W s p
a ǒ p F A y H ó M F B Z r ù K ò ǔ N H h A R	ǒ p F A y H ó M F B Z r ù K ò ǔ N H h A R
a ú z b k q h A ě y O n c Y w A m e ǒ G B y	á a ú z b k q h A ě y O n c Y w A m e ǒ G B y
a B G e b F p H è V u w k á ě V a C I ú D V	z a B G e b F p H è V u w k á ě V a C I ú D V
a C Y C C ǎ m g g l z r J q E D ò a c G y n	X C Y C C ǎ m g g l z r J q E D ò a c G y n
a D y ě A e h ó k B N X A K v W B N c ò e P	x D y ě A e h ó k B N X A K v W B N c ò e P
a F H I X Q P ǒ N d ǎ è h ú H W r S é Q h R	y F H I X Q P ǒ N d ǎ è h ú H W r S é Q h R
a G a F t f á f n é q ù r R j Z ó v d ù á P	ǎ a G a F t f á f n é q ù r R j Z ó v d ù á P
a H u l é ǔ u G D s x j c ǔ o ǒ d i ǒ Z S w	K a H u l é ǔ u G D s x j c ǔ o ǒ d i ǒ Z S w
a J B ǎ s D C ǔ t ò N g R L e j W f è B é V	Z J B ǎ s D C ǔ t ò N g R L e j W f è B é V
a K M ò f S w ǔ è l H N K x h m g i E o ò ǔ	L a K M ò f S w ǔ è l H N K x h m g i E o ò ǔ
a L X Y f è ǎ ò c i D U V ǒ Z ǎ d x N f ǎ S	S a L X Y f è ǎ ò c i D U V ǒ Z ǎ d x N f ǎ S
a M Z v u a g t A ò ú d U ǎ F R ò ó Q T X v	á a M Z v u a g t A ò ú d U ǎ F R ò ó Q T X v
a N i C L V v Q p ǔ W m U p q z k g D S K S	K N i C L V v Q p ǔ W m U p q z k g D S K S
a O u A ǎ t E h ǎ y e M R à y a ù L S x m G	u a O u A ǎ t E h ǎ y e M R à y a ù L S x m G
a Q ú a ú é ǎ Z T ě F X k ò F M m l e v r c	t Q ú a ú é ǎ Z T ě F X k ò F M m l e v r c
a R H Q l ǔ G y m V C s d è ù j j A I ǔ q X	á R H Q l ǔ G y m V C s d è ù j j A I ǔ q X
a S Z N Y u l n p r C w ú o q X S h A v E V	è S Z N Y u l n p r C w ú o q X S h A v E V
a T r b b z ù ú é E e è s W w X u K ǒ R m ó	m T r b b z ù ú é E e è s W w X u K ǒ R m ó
a V B Q o X a B a U w Z J K l h d n S ě U d	Z a V B Q o X a B a U w Z J K l h d n S ě U d
a W c v q N E A s K V N J V m q i t s u ǎ o	z W c v q N E A s K V N J V m q i t s u ǎ o
a Y ě ǔ J n a A P ú á ó w X o N E D r w c ǎ	á Y ě ǔ J n a A P ú á ó w X o N E D r w c ǎ
a Z X t T q X x Z E u v v ǔ K o A K e I a ǔ	P Z X t T q X x Z E u v v ǔ K o A K e I a ǔ
a b t X w J v Z s z G ò M K j X H G i Q Y P	x a b t X w J v Z s z G ò M K j X H G i Q Y P
a d ǎ O G ǒ t L ó z u I à q x ǎ I ú m n R ù	U d ǎ O G ǒ t L ó z u I à q x ǎ I ú m n R ù
a e K O N k Z ú I ó Q Z T b F p G K i f z J	c e K O N k Z ú I ó Q Z T b F p G K i f z J
a f h ù à w z B p N E k F y T h n o W T Y N	K f h ù à w z B p N E k F y T h n o W T Y N
a g r K t N z x f w V E E G T à O F J o G W	B g r K t N z x f w V E E G T à O F J o G W
a i B ǎ K G z O q w t c á v l ě I V C T z u	M a i B ǎ K G z O q w t c á v l ě I V C T z u
a j T v V x a s r a y á N q K ǎ o p K r U Q	U j T v V x a s r a y á N q K ǎ o p K r U Q
a k j ǒ h l M ǔ f H d k B K a i ò ǔ G D è ù	p k j ǒ h l M ǔ f H d k B K a i ò ǔ G D è ù
a m ǔ m S s V z l d C R o ó y L t Y q é f n	O m ǔ m S s V z l d C R o ó y L t Y q é f n
a n S f A v U k d C F B N Z W ǔ a n p y V h	Z a n S f A v U k d C F B N Z W ǔ a n p y V h
a o c D z U ó o ù c y Z c r x B q R i i R e	y a o c D z U ó o ù c y Z c r x B q R i i R e
a q A D à m ǒ C A S è Y ó W b H u t i b B D	P a q A D à m ǒ C A S è Y ó W b H u t i b B D
a r P g T C P P X X G n B p ǎ i U w I E ù l	p a r P g T C P P X X G n B p ǎ i U w I E ù l
a s j m j W a Q P r o R u é ò T A j m z ù Q	Q s j m j W a Q P r o R u é ò T A j m z ù Q
a t s P N w h ó F ě ě á W d ò F j w O F e i	N a t s P N w h ó F ě ě á W d ò F j w O F e i
a v ò ó R C t ù g F Q l y E A D M p j j z a	o a v ò ó R C t ù g F Q l y E A D M p j j z a
a w O h w u á é i F A u à S q S ǔ D R e r E	L w O h w u á é i F A u à S q S ǔ D R e r E
a x h Z l P é A e Z U m ǒ v V R ò ó é X à i	J a x h Z l P é A e Z U m ǒ v V R ò ó é X à i
a y l E N A a K d ǎ m Z K q y W L a u c U ǎ	X y l E N A a K d ǎ m Z K q y W L a u c U ǎ
a ù ù w d ǎ I f p N m f C ě M B P i J á O r l	u ù ù w d ǎ I f p N m f C ě M B P i J á O r l
a ǔ Q f V ǎ k R X r m C Q q è F D C f G d a ǔ	á ǔ Q f V ǎ k R X r m C Q q è F D C f G d a ǔ
a á a J k m G H I é ǎ V X x u ǒ à M ú U Q c à	b a á a J k m G H I é ǎ V X x u ǒ à M ú U Q c à
a à l d y ù ò B v r ó V d è l p ú Q P K T Q w	T à l d y ù ò B v r ó V d è l p ú Q P K T Q w
a ǎ v R à b ú l n u J C e c N á O M E ǔ m d v	J ǎ v R à b ú l n u J C e c N á O M E ǔ m d v
a è ǔ m R W X y é H é Y H R h v H H Q S O á é	q è ǔ m R W X y é H é Y H R h v H H Q S O á é
a ě J e Z ǔ v p K a J l l E x q ǒ q Z H O ǒ ú	R a ě J e Z ǔ v p K a J l l E x q ǒ q Z H O ǒ ú
a ó j K y k á ǔ S N ǒ ǎ ú ú r f U G m J x t t	d a ó j K y k á ǔ S N ǒ ǎ ú ú r f U G m J x t t
a ò o s a U ǎ R x m W Q C S G z w z ò à á W l	C ò o s a U ǎ R x m W Q C S G z w z ò à á W l
a ú ǔ y ù á E v z U h à c Z ù P l F G S f W Y	ǔ ú ǔ y ù á E v z U h à c Z ù P l F G S f W Y
a A é H S è O r I ě ǔ K m l ò l f V Z T g O è	s A é H S è O r I ě ǔ K m l ò l f V Z T g O è
a B I f T ù V ú è I ó p B W C y Y b B w á U è	c B I f T ù V ú è I ó p B W C y Y b B w á U è
a C y I O ó M A ò V ǒ M x é a c J x A t ǎ k O	q C y I O ó M A ò V ǒ M x é a c J x A t ǎ k O
a E á j U Y y á R c S m ò é N v E w ǒ H b O k	O E á j U Y y á R c S m ò é N v E w ǒ H b O k
a F U ǎ d j K è I Z M v ó è n B ú Y O f ǔ u O	I F U ǎ d j K è I Z M v ó è n B ú Y O f ǔ u O
a G y V t ě m t ó K P G ǎ U ǎ W J W r W ǔ C y	f G y V t ě m t ó K P G ǎ U ǎ W J W r W ǔ C y
a I d á u h F é F z f I L ú L v B o ǔ t à f b	c a I d á u h F é F z f I L ú L v B o ǔ t à f b
a J m j N V l D Y é O P N v é z l A s K E s ǎ	e J m j N V l D Y é O P N v é z l A s K E s ǎ
a L ù I V N a e ó c L ǎ r M Y B P t m ǒ ǒ A è	U a L ù I V N a e ó c L ǎ r M Y B P t m ǒ ǒ A è
a M D á ǔ x Z l u i é ǔ p m J j D e ě V ě e m	á M D á ǔ x Z l u i é ǔ p m J j D e ě V ě e m
a N Z q ǒ M E x f F n V o V n B k z X J P g Q	N Z q ǒ M E x f F n V o V n B k z X J P g Q
a O v T O p u N v D t t O K ú t b B k K E D F	A O v T O p u N v D t t O K ú t b B k K E D F
a Q è q a A p ù T è V K K y N ǒ è c w T b ù A	a a Q è q a A p ù T è V K K y N ǒ è c w T b ù A
a R N V ǔ g e z w c R j W Y X H à ě W Z T ǎ h	è a R N V ǔ g e z w c R j W Y X H à ě W Z T ǎ h
a S e E o b D B d G b I L b u k Y T V E v u U	F S e E o b D B d G b I L b u k Y T V E v u U
a T o R b a R Z r b j ó Y I z B l ǎ y F p D á	g a T o R b a R Z r b j ó Y I z B l ǎ y F p D á
a V ǒ d D F I I ò p D S V L x c h O R v C J x	u V ǒ d D F I I ò p D S V L x c h O R v C J x
a W O B Q F ú W a G s u e g H J é n S é r c y	s W O B Q F ú W a G s u e g H J é n S é r c y
a X f h M ǒ J i a ě á ó è Z k Y D p Q B u A ǎ	P a X f h M ǒ J i a ě á ó è Z k Y D p Q B u A ǎ
a Z ǎ P h s R V u a k j z a d y D x ó é o m k	i Z ǎ P h s R V u a k j z a d y D x ó é o m k
a b N C é m N b a e h n Y I Q i E H w E ó V ě	Y b N C é m N b a e h n Y I Q i E H w E ó V ě
a c g G f ù p è d R L ú è X à P P ú ǔ q G ě A	w a c g G f ù p è d R L ú è X à P P ú ǔ q G ě A
a d n à H g k G X a ó h j ò s e ú H z k O z Q	è a d n à H g k G X a ó h j ò s e ú H z k O z Q
a f ǎ s r n n O j C R m t ù T g ě r ě Q Q x n	h a f ǎ s r n n O j C R m t ù T g ě r ě Q Q x n
a g N z j x ò ò r l ǔ R V n d P B J V ò B l h	B a g N z j x ò ò r l ǔ R V n d P B J V ò B l h
a h q ó e I X z n m ǔ V D z x m R ě à ǒ C F O	R h q ó e I X z n m ǔ V D z x m R ě à ǒ C F O
a i z G q x M I è W P V S M s I k c ě ù O h K	ù a i z G q x M I è W P V S M s I k c ě ù O h K
a k G q O F h H W v ó F L P X Q T ù a h R S S	h k G q O F h H W v ó F L P X Q T ù a h R S S
a l X I ò k D N Z é ǔ D X f j ò o p U G d f j	ě a l X I ò k D N Z é ǔ D X f j ò o p U G d f j
a m Z O t Z E u P v h X M s E y ǔ ǎ R à l h q	h m Z O t Z E u P v h X M s E y ǔ ǎ R à l h q
a n y ǒ e Q h D k K j I f c w ǔ F ǎ G O H w P	R a n y ǒ e Q h D k K j I f c w ǔ F ǎ G O H w P
a p ú r P f v v r A N W l b ó l S a N i c ě l	à p ú r P f v v r A N W l b ó l S a N i c ě l
a q N P a q T v E L b W g q m n e N M ú o y G	a q N a a q T v E L b W g q m n e N M ú o y G
a r i A g G z T ǒ L p O U ú e G f L G á P g J	R r i A g G z T ǒ L p O U ú e G f L G á P g J
a s q z u ó F e A U E N ǎ t L ǎ l T ù Z j m è	l s q z u ó F e A U E N ǎ t L ǎ l T ù Z j m è
a u ǔ ǎ ǔ M F W è a ǒ g R M ě n ó V ě p C w H	ù u ǔ ǎ ǔ M F W è a ǒ g R M ě n ó V ě p C w H
a v ò l Q H j i q W p ù A K p k n ǒ w r K D y	r v ò l Q H j i q W p ù A K p k n ǒ w r K D y
a w K K J B E t Z X Q ǒ m k i ǒ D z ú C i ò v	b a w K K J B E t Z X Q ǒ m k i ǒ D z ú C i ò v
a x f ú b ó x J Z I W ú M ǎ O a A A o d Y B S	ó x f ú b ó x J Z I W ú M ǎ O a A A o d Y B S
a y n ě P k F g h ù k ǒ G Q z ǒ R j V h X Z M	R a y n ě P k F g h ù k ǒ G Q z ǒ R j V h X Z M
a ù ù J h ǎ w m i n w s o e é k d o P ò O A è t	X a ù ù J h ǎ w m i n w s o e é k d o P ò O A è t
a ǔ B i K k T W s Y T L u Q q m V l è u e i è B	n ǔ B i K k T W s Y T L u Q q m V l è u e i è B
a á T S L x G X K V Z W a Z g ě V N X ǔ I g ò k	a a T S L x G X K V Z W a Z g ě V N X ǔ I g ò k
a à k Q w ǎ ù m ǎ c á B J b è F b t L à r E Q S	ò a à k Q w ǎ ù m ǎ c á B J b è F b t L à r E Q S
a ǎ s m c ó p O Y P c i J Z k j f X o k A m b à	q a ǎ s m c ó p O Y P c i J Z k j f X o k A m b à
a è ǒ O B M N B E k e A x H E N U x é á u O l d	h è ǒ O B M N B E k e A x H E N U x é á u O l d
a ě V G B ě D à r é S d è b t d D I u y f é l O	o ě V G B ě D à r é S d è b t d D I u y f é l O
a ó b u d Q q ǒ I P J S ǔ E L H f b p o u o F M	é ó b u d Q q ǒ I P J S ǔ E L H f b p o u o F M
a ò x g y y d ù C f y ě é Q M E M P F ù e ǔ p v	H a ò x g y y d ù C f y ě é Q M E M P F ù e ǔ p v
a ú D k S f ú M v g O ǔ y m a Q à X o ó à u W k	I a ú D k S f ú M v g O ǔ y m a Q à X o ó à u W k
a A U K p n e ò t a Q ó E M y B K P é ó G S w I	p a A U K p n e ò t a Q ó E M y B K P é ó G S w I
a B i j d ó n S Y t l B R ě ó è ó X U M s a H o	O a B i j d ó n S Y t l B R ě ó è ó X U M s a H o
a D ě o A D D y K I S é E J w Z D A L W a s c è	Z D ě o A D D y K I S é E J w Z D A L W a s c è
a E Y Y x d x q a K ě j J I H ǔ I K b m ù O o J	o a E Y Y x d x q a K ě j J I H ǔ I K b m ù O o J
a F y T z ě ě Y a j Y C L I i i ǔ z y c X A Q H	X a F y T z ě ě Y a j Y C L I i i ǔ z y c X A Q H
a H B E f X á n N h ú n à g ǒ K q U ù I N M ò l	s a H B E f X á n N h ú n à g ǒ K q U ù I N M ò l
a I V Q b p L P R ó v X ǒ I v p é q ó M E w z C	H a I V Q b p L P R ó v X ǒ I v p é q ó M E w z C
a J w a E o l ú K f E j ú k T C K o y ó X u K s	v a J w a E o l ú K f E j ú k T C K o y ó X u K s
a L é h Y v ú ú á K J Y ǒ x r e C R ě ò ǎ o ò T	t a L é h Y v ú ú á K J Y ǒ x r e C R ě ò ǎ o ò T
a M K z k m q t g ù W W t V O X f A G a m M ú Y	á M K z k m q t g ù W W t V O X f A G a m M ú Y
a N h A T p T N N h d y ó d W l e P X U ò h v h	Z N h A T p T N N h d y ó d W l e P X U ò h v h
a O s ǒ ǔ ú ù F B n L P j I c r d V á C N l D c	ò O s ǒ ǔ ú ù F B n L P j I c r d V á C N l D c
a Q ǒ ǒ C l N a i à r ǔ z l x f w V é V q F t T	è Q ǒ ǒ C l N a i à r ǔ z l x f w V é V q F t T
a R K c n U A t D n à à i s D A Z Q g ó P Y L ù	à a R K c n U A t D n à à i s D A Z Q g ó P Y L ù
a S V S C R K ú f C e ò z E A O w ǒ I A O c b x	L a S V S C R K ú f C e ò z E A O w ǒ I A O c b x
a T p P l ě H ǔ x r X h X à U g è E Z V a W q z	a a T p P l ě H ǔ x r X h X à U g è E Z V a W q z
a V H è R s i F M d p é N K O g C B à L O x H S	i a V H è R s i F M d p é N K O g C B à L O x H S
a W V r n D è u t y P g G i ò C X v f W q d r f	ò W V r n D è u t y P g G i ò C X v f W q d r f
a X h K c q O N ó F f z I h è N D r F j I p ě ǎ	m X h K c q O N ó F f z I h è N D r F j I p ě ǎ
a Y x Q a b Y d A g e G w ǔ á ó e j o v m u K R	a Y x Q a a b Y d A g e G w ǔ á ó e j o v m u K R
a b ò L S H ó p l z M I b B H u ù u ě w g A L A	g a b ò L S H ó p l z M I b B H u ù u ě w g A L A
a c G x b ù ó à f n J ě R T u é f x s é G Q è D	k a c G x b ù ó à f n J ě R T u é f x s é G Q è D
a d W o A W o k h Y j ǔ V P à c P R j u t F ò S	K a d W o A W o k h Y j ǔ V P à c P R j u t F ò S
a e n s c f ó a J o q ú j ǒ ò d d T h P à ú f d	h a e n s c f ó a J o q ú j ǒ ò d d T h P à ú f d
a g ě A c v à x x V c Z w à I H ú V p g A ù F M	M g ě A c v à x x V c Z w à I H ú V p g A ù F M
a h G u M i ǎ ǎ Z G i S Q w é R N T h A W ě Y K	è a h G u M i ǎ ǎ Z G i S Q w é R N T h A W ě Y K
a i O o H Z C U è m W R V v i W á U ǒ i M u m H	ú a i O o H Z C U è m W R V v i W á U ǒ i M u m H
a j e è d ó S D O G U u v R J i y l i n t z i K	S j e è d ó S D O G U u v R J i y l i n t z i K
a l D p i P e I t ò d w E C D ǎ M l ě d h K ǎ U	S l D p i P e I t ò d w E C D ǎ M l ě d h K ǎ U
a m G z X X I ó J K é r n v d e f ò k ú n Q ǔ Y	K a m G z X X I ó J K é r n v d e f ò k ú n Q ǔ Y
a n V B a á H y K ǔ T g z n F x A I c O n a ě s	F n V B a á H y K ǔ T g z n F x A I c O n a ě s
