grammatical	ungrammatical
a T v w a H G S ù D l a a V p z B w w K	a T f v w a H G S ù D l a a V p z B w w K
a a G Z A o ǔ ò a q G a ó F à x n I G S	e a G Z A o ǔ ò a q G a ó F à x n I G S
a a v D o ò f z a à z H X a a T J r K ó	a a v D o ò f z a à z H X d a T J r K ó
a r N a V ò ó y a a k g V P F ú H i ě r	a r f a V ò ó y a a k g V P F ú H i ě r
a z á u o a ǎ ǔ s a é t T w u a J à c U	a z á u o a ǎ ǔ s ò é t T w u a J à c U
c H K D a é m ó r M á a a a b S y d ǒ N	c H K D a é m ó r M á a M a b S y d ǒ N
d c a ò a D Q a z E x A D Z a i Z E a ǎ	d c a ò a i D Q a z E x A D Z a i Z E a ǎ
f ǒ y L n a R S é a H v w n ě a G K a s	f ǒ y L n a R S é a H v w n ě a G K ò s
g r f r a a a ǒ ǒ v E G S F á a e H n e	g r f r a a j ǒ ǒ v E G S F á a e H n e
i T a p ò w D è A l Z J u V a x Z a C a	i T a p ò w D è A k l Z J u V a x Z a C a
k ù D j V n á V r ǔ a y q w a a P a m b	k ù D j V n á V r ǔ u y q w a a P a m b
l a L p T a a ǒ T á F a T R ù x m d á Q	l a L p T S a ǒ T á F a T R ù x m d á Q
m u u n r é ǔ a U t a a I b a W é S a I	m u u n r é ǔ L U t a a I b a W é S a I
o R ǒ a ě m ó a o L A I à a a u ò h j q	o R ǒ a ě m e ó a o L A I à a a u ò h j q
p r N j Z p W a a t é x F a l a D X k d	p r N j Z p W e a t é x F a l a D X k d
r ú v m g ú l W n ǎ X a n E a a ó ǒ a Y	r ú v m g ú l W n ǎ X a n E O a ó ǒ a Y
s X w F a ó ǎ s ǔ O z a ò a a r A e ǎ y	s X w F a ó ǎ s ǔ O z a ò a ǒ r A e ǎ y
t n a e q a a a C é o V é Q à C a D j r	t n a e q a a a C é i o V é Q à C a D j r
v a E V o Z a t a V a y c c u E C G i G	v a E V o Z a t a V J y c c u E C G i G
w w s á H ú a s L O K u a q a o D a j O	w w s á H ú a s g L O K u a q a o D a j O
y U X x E T ò a v ǎ m a ú a r G a p I T	y U X x E T ò a v ǎ m o ú a r G a p I T
ù ǔ ě G b o ù V ó F J f r a a r a q L a h	ù ǔ ě G b o ù V ó F J f r a a r a q L C h
ǔ a E u a ò a g é a K ù Y S F l l t a f ú	ǔ a E u a ò o g é a K ù Y S F l l t a f ú
à è I ǒ ù A r R b a N m a U a Z a ò w u Q	à è I ǒ ù A r R b a N m a U a Z U ò w u Q
ǎ a S y x a V F ó P a s V Z ě m ě x y a y	ǎ a S y x m V F ó P a s V Z ě m ě x y a y
è é C p é X x a R X á ó a X a o W r s N a	è é C p é X x a R h á ó a X a o W r s N a
ě U L h C i a ǒ a a C a x e M d N ò V X q	ě U L h C i a ǒ a a C à x e M d N ò V X q
ó m S ǎ S G z a s Q a P t Q a ǒ ú R ó a C	ó m S ǎ S G z a s Q a P t Q a ǒ ú R ó p C
ǒ W à l b ù g a E ǒ Z a a S v a m ǎ A U v	ǒ W à l b ù g a E ǒ Z Q a S v a m ǎ A U v
A A n ǒ ó h l ó a u a F W t a t á ě a L ú	A A n ǒ ó h l ó V u a F W t a t á ě a L ú
B a O Y H ǎ m V I a á v L è a r a F p r y	B a O Y H ǎ m V I a á e L è a r a F p r y
C s a B a a A E x á a z W p s ǔ L P l D è	C s a B a z A E x á a z W p s ǔ L P l D è
E Z è ǒ C b A M à J a G W v X Z L a a a i	E Z è ǒ C b A M à J a G f W v X Z L a a a i
F r T p ò d ú t w R a a v a z l a z j l l	F r T p ò d ú t w R h a v a z l a z j l l
H a m á r M H S a A x l G p z ù L a a J B	H a m á r M H S a A x l G p z ù L G a J B
J ǎ a u E E ǎ a G w Q Q B u a Q O P H a Z	J ǎ a u E E ǎ á G w Q Q B u a Q O P H a Z
K S u f f V Y G C t T B ó a C a J ó a a J	K S u f f V Y G C t T B ó a C c a J ó a a J
L l x y u Z a Y J t ò ò a a l q a M M ù k	L l x y u Z a h J t ò ò a a l q a M M ù k
N P q a a O T P s u T a a k V s h l c a U	N P q a a O T P s u k a a k V s h l c a U
O d M c w y I g C a a a a ó p V Q s v ǒ ǔ	O d M c w y I g C a a a w ó p V Q s v ǒ ǔ
Q O P E f a G s E ǎ R á a J D a Q s a i g	Q O P E f T G s E ǎ R á a J D a Q s a i g
R a a è J R ě y è Z a I n a t ǔ á è d i n	R a a è J R ě y è Z ě I n a t ǔ á è d i n
T è à g l a D n a U a V y P z a W v ǎ S ǒ	T è à g l a D n U a V y P z a W v ǎ S ǒ
U a q W a y N ǔ N é a V ǎ q n l a U ó t v	U a q W a y N ǔ N é a V ǎ q n l w U ó t v
V p ǒ e r a l l a b ě a a a ó ò q k m O ó	V p ǒ e r d l l a b ě a a a ó ò q k m O ó
X D w x S v w a a L a a N u ǔ c Z ǔ Q b ǒ	X D w x S v w a a g L a a N u ǔ c Z ǔ Q b ǒ
Y a a é r D x a P G q u a X q u V C E q t	Y a h é r D x a P G q u a X q u V C E q t
a ǔ H l u P à é a a T a ǒ k z U m m à ě b	a ǔ H l u P à é ǎ a T a ǒ k z U m m à ě b
a ǒ w a N B E Z a u a à p c X è w T é u h	a ǒ w V N B E Z a u a à p c X è w T é u h
a H L è a a D ǎ à U s V N q y K è é a c B	a H L è a a D ǎ à U s V N q y K è é X c B
a S O ú p F a q N x D l H ǒ è a q t w C a	a S O ú p F a q N x D l H ǒ è O q t w C a
a a ǒ L I J V O C Q I J z á x é m o a a h	ǒ a ǒ L I J V O C Q I J z á x é m o a a h
a a t ò G p a N a W ù ě B g ó p G C z J s	a a t ò G p L N a W ù ě B g ó p G C z J s
a s D ò J à y a C I V K é o v ò a è t a u	a s D ò J à y p C I V K é o v ò a è t a u
b ù ǔ a ǔ w q y a E v C Z ǒ n a y a p Z T	b ù ǔ a g w q y a E v C Z ǒ n a y a p Z T
c V W ó M k c e o N W a l S a a F a Q R C	c V W ó M k c e o N W a l S a a F ǎ Q R C
e ǒ a ò P a a B C p F z B t o C ù a ó X U	e ǒ a ò P a a B C p F z B t g o C ù a ó X U
f Q Y G h q è ù a ù a y a G K t K F ǔ o a	f Q Y G h q è ù a ù a y u G K t K F ǔ o a
h ǔ C t a J è L ù M ù a F X N P Z U G a a	h ǔ C t a J è L ù M ù a F X N P Z U G C a
i D á ò O a a W v w G è S B á è a r a b h	i D á ò O a a W v w G è S B á è a r h b h
j m ú a Z ù z z I r a B x ú ò r L a K a M	j m ú a Z ù z z I r P B x ú ò r L a K a M
l G Q k S S é a m J N H a è j a ò v a l a	l G Q k S S é a m J b N H a è j a ò v a l a
m d a a H è H à a D w w Q D H a x s ù V è	m d a a H è H à ò D w w Q D H a x s ù V è
o O a H a n I a U X a K à n q y R ú t é B	o O a H a n I p U X a K à n q y R ú t é B
p t a s ě W a r v é u è P o à D Y ó v a a	p t a s ě W a r v é u è P o à D Y ó v a V
r B à T L d U à q P Y a à ò a S a W ò ě a	r B à T L d U à q P Y a à ò a S a W d ě a
s a P E A G F ù a m L s a D z C u v q a ǎ	s ǔ P E A G F ù a m L s a D z C u v q a ǎ
u ě d V a n D a a L S K U z x S U ǎ a v p	u ě d V a n D a a L S K U c x S U ǎ a v p
v g c v a ě a u a J x ú G a J ò U y A w ú	v g c v a ě a u ě J x ú G a J ò U y A w ú
x á r M a Y K a X a X x H P a U E ǎ D x r	x á r M m Y K a X a X x H P a U E ǎ D x r
y V b F a a a H U a l I K B h Q q ù t Y ǔ	y V b F a a U H U a l I K B h Q q ù t Y ǔ
ù ù P o è a z W a y n H M a T X L K ù à l a	ù ù P o è H z W a y n H M a T X L K ù à l a
ǔ Z W W ǎ N B ǒ e c a a o m á t ó a a K F P	ǔ Z W W ǎ N B ǒ e c a M o m á t ó a a K F P
á x o f ǔ a Z P n J I Y é ǎ O a G a a A J P	á x o f ǔ b Z P n J I Y é ǎ O a G a a A J P
ǎ E b a z ò R y S ǔ t a a c a v a S h ǎ e q	ǎ E b a z ò R y S ǔ t a b a c a v a S h ǎ e q
é l é m m p W ǒ C q G H O u S a a o a s Q a	é l é m m p W ǒ C q G H O u S a a o b s Q a
ě R s N L a ǒ y B à o a a v A B m R a X D i	ě R s N L á ǒ y B à o a a v A B m R a X D i
ó y E h a J a z Z ǔ è v G m g v a U a A H a	ó y E h a J a z Z ǔ è v G m g v a U ú A H a
ǒ P A ú W g ù J é D x R a v á x a y a u a F	ǒ P A ú W g ù J é D x R t v á x a y a u a F
ú k l R g l ú a z a a F G ǒ a è è n ě w J Y	ú k l R g l ú f z a a F G ǒ a è è n ě w J Y
B B L a è z G a C P D a a ǔ I M h v d e O W	B B L a è z G a C P D a J ǔ I M h v d e O W
C X d ǔ v r S C è N C k Z a a a Y ó a t B á	C X d ǔ v r S C è N C k Z N a a Y ó a t B á
D n a à F ě ú q ù a P à a J q C a N c z w k	D n a à F ě ú q ù a P à a J d C a N c z w k
F E f w z a Z I ò ó x O a o U C S a a Y c f	F E f w z a Z I ò ó x O ó o U C S a a Y c f
G b a ǎ m i f E Y a S n a ǔ a a X i g i N n	G b a ǎ m i f E Y a S n ǎ ǔ a a X i g i N n
I ù x V j w a a a A p t P o B S a Q f D j X	I ù x V j w a a a A p t P o B g a Q f D j X
J a N o s a Z m H ò a D a S L u P à X ú q I	J ù N o s a Z m H ò a D a S L u P à X ú q I
K n F b K á è a D v u a E a Y a ǔ n F b ú E	K n F b K á è a D v u g a E a Y a ǔ n F b ú E
M B M X X a à M y a w ò Z a x T s ǔ w m a ě	M B M X X a à M y a w ò Z a x T s ǔ w i m a ě
N c ě i A C O v è ǔ E d I u a K a a è a r E	N c ě i A C O v è ǔ E d I u a K a e è a r E
P I á ě Y z N g L k y è Y b a a a q R a r p	P I á ě Y z N g L k y è Y b a a a q R è r p
Q n C ǎ a u q à X a b a ǎ a á I a ò g a ǔ ò	Q n C ǎ a u q à X a b a ǎ a á I u ò g a ǔ ò
S Z h w i U Y X y ò e m Q M ù a X X a a S a	S Z h w i U Y X y ò e m Q M ù a X d a a S a
U ǒ M n a x X a Q a x D ǎ a j v M m q p u P	U ǒ M n a x X G Q a x D ǎ a j v M m q p u P
V X r á w i a z q á s a E m à C ǎ a u Q a c	V X r á w i a z q á s a E m à C ǎ a u Q g a c
X F T p a R X N à T a a ǔ S W C ò ǒ R a c N	X F T p a i X N à T a a ǔ S W C ò ǒ R a c N
Y n N k A J ě Q L Q G a p a a ó A V p è a n	Y n N k A J ě Q L Q G a p a Y ó A V p è a n
a ǔ w D M y è a w à H x B a P Y D a f v k l	a ǔ w D M y è a w à H x B a P Y g D a f v k l
a ǒ a K M a t D J O a e F r à H Q p E p u k	a ǒ a K M a t k D J O a e F r à H Q p E p u k
a H a M a I ò l a I V è Z l j é x B H ú m B	p H a M a I ò l a I V è Z l j é x B H ú m B
a S I T a A R x w a n X á a w p Y r O C M b	M S I T a A R x w a n X á a w p Y r O C M b
a a à ǒ l y y à a p a y s Q c O a i j b C ǒ	a L à ǒ l y y à a p a y s Q c O a i j b C ǒ
a a a a Y b R T j s ě ě Z c W z q u q ó á z	a a a A Y b R T j s ě ě Z c W z q u q ó á z
a q a E D n a ǒ u W n o K ó a p Q Q A A h L	a q a E D n Z ǒ u W n o K ó a p Q Q A A h L
a z N H é a ǎ x ǔ a n a ò ǒ ǔ G P ǎ m ó è H	a z N H é h a ǎ x ǔ a n a ò ǒ ǔ G P ǎ m ó è H
c a D n a o b O L g m a à P U W x R M u a a	c a D n a o b O L g m f à P U W x R M u a a
d t u m n c B V d g ǒ z ǒ a F Q s a a ǔ u a	d t u m n c B V d g ǒ z ǒ a F Q h a a ǔ u a
f X x c á q A R a W ó I y P ú a a p B a l U	f X x c á q A R g W ó I y P ú a a p B a l U
g l ǒ g E a E H E a a z u p z O Y a V X f T	g l ǒ g E a E H E a a i z u p z O Y a V X f T
i A Z a p v é ǒ I L a a n E a M g O ǔ à á F	i A Z a p v é f ǒ I L a a n E a M g O ǔ à á F
j a Q P a á T D a Q a b L R t ě V j T r v h	j a Q P a á T D Q a b L R t ě V j T r v h
k t E Q a a A ě E Q a N m C L a m E e ǎ i t	k t E Q a a A ě E Q e a N m C L a m E e ǎ i t
m X d J v s f r J w ǎ a I a K a a V c ǔ T T	m X d J v s f r J w ǎ I I a K a a V c ǔ T T
o è W f ǒ a a L L v H a M s a k V o j v M ó	o è W f ǒ a a L L v H p M s a k V o j v M ó
p h V a Q o H a U a C à K ǎ U s y a v s O f	p h V a c o H a U a C à K ǎ U s y a v s O f
q z a l Y Q q Y M á x a U D A Q s a C p F a	q z a l Y Q q Y M á x a U D A Q e a C p F a
s J H f ò a a I W a A B t o v a Q w á è C d	s J H f ò a a I W z A B t o v a Q w á è C d
t l a y N R U A a ǔ a L s s ù a z A B U Y i	t l G y N R U A a ǔ a L s s ù a z A B U Y i
v I f K g z a a E C z v a G a K ú p ǎ F ú p	v I f K g z a a E d C z v a G a K ú p ǎ F ú p
w h h o v a D Q m O D G N ò x I á a l ǔ a a	w h h o v a D Q m O D G N k x I á a l ǔ a a
y F é ǒ a ú a q U a é a à Y v M f w j b N i	y F é ǒ a ú a q U á é a à Y v M f w j b N i
ù ù a Z a w w I K a S á a l Z A t m V N c á t	ù ù a Z a w w I K a S á p l Z A t m V N c á t
ǔ U ǎ i N M g j w R è ó G z a l A a n Z v a a	ǔ U ǎ i N M g j w R è ó G z ǒ l A a n Z v a a
á w a a X Z H a X q J m N V y a U R C Z é ù é	á w a G X Z H a X q J m N V y a U R C Z é ù é
ǎ Y W O G p ù O g a T a á D a S à K D a ǎ h à	ǎ Y W O G p ù O g a T a á D a S à K h D a ǎ h à
é q f U d b D C D a a a u à C a g p è B x w M	é q f U d b D C D y a a u à C a g p è B x w M
ě a a ǔ V F ě z a C n L R ǔ F u ò a C u ó á R	ě a a ǔ V F ě z l C n L R ǔ F u ò a C u ó á R
ò I S ě J z p L M a I ǔ a p Y P ǒ H Y X A a a	ò I S ě J z p L M a I ǔ z p Y P ǒ H Y X A a a
ǒ a ǔ F X m a K I a a F à e m Q ǔ Q D D H R c	ǒ a ǔ F X m a K I c a a F à e m Q ǔ Q D D H R c
ú x O h a a x X u e f a ò G ó Z ǒ ù T T o a a	ú x O h a a x X u e f a ò G ó Z d ù T T o a a
B R E a B V z S y ǔ q S C Z ú S D x a a u a N	B R E a B V z S y ǔ q S C b ú S D x a a u a N
C n v l q g ě l ù k L a Z n a à a r é t p r a	C n v l q g ě l ù k L E Z n a à a r é t p r a
E S á n s a E a ǎ a ò p H D z M q Y w s u ǎ a	E S á n s a E a ǎ a ò p H D z M q Y w s h ǎ a
F m i R L k Y C L g a u J a ó ó p a a m s V H	F m i R L k Y C L g a u J a f ó ó p a a m s V H
H M i F S Z C T k i u a U a a a O f B A K s f	H M i F S Z C T k i u a U a i a O f B A K s f
I l ú I a a O Z a ǒ n F á A l ò é ǎ y a ù Q ǒ	I l ú I a a O Z a ǒ n F á A l ò é ǎ y E ù Q ǒ
K O á j G w t ù c a z v q C a P ú a x R a D Z	K O á j G w t ù c a z v q C E P ú a x R a D Z
L a F p T a a r ǎ p U W a E U M g ù p z w O H	L ò F p T a a r ǎ p U W a E U M g ù p z w O H
M t X é ú v a e r J Q P e a a C ǎ a V H ù E a	M t X é ú v a e r J Q P e a a C ǎ a V H c E a
O W g ě ě Q T J B á s m a H z a ǒ è a a l W y	O W g ě ě Q T J B á s m H H z a ǒ è a a l W y
P k ǒ A x Z R o a a J S a I J è é N p E a ǔ B	P k ǒ A x Z R o a a J S a I g è é N p E a ǔ B
R ù j k K ù t e ǒ z A C ó Q a l a E Z a a g t	R ù j k K ù t e ǒ z A C ó Q a l a E Z a ǔ g t
S a ǔ T ě J t D ǎ a I D X J z r v a T a ó M ó	S a ǔ T ě J t D ǎ a I D X J z r v a T H ó M ó
U á A h U b a F a é M a a A e D h u v ǔ x h U	U á A h U b a F a é M ù a A e D h u v ǔ x h U
V a w ǔ è L v X x ù p M C C a S u a Y ě K a k	V a w ǔ è L v X x ù p g C C a S u a Y ě K a k
W z Q è U ǔ b v P y X à W a W a ǒ a J O o a U	W z Q è U ǔ b v P y X à W y W a ǒ a J O o a U
Y T a q s U a K ě r u v O a s G ǎ ó W ú y a N	Y T a q s U i K ě r u v O a s G ǎ ó W ú y a N
Z t á q ò a G a D a é K L à G O v á U X H a ò	Z t á q ò a G a D a é K L à G O v á U X f a ò
a ò M W ě a v o w è a a z Y ǒ o J ù l t z R K	a ò M W ě a v o w è a è z Y ǒ o J ù l t z R K
a H a T a ú Y t V W á r Z G ó O G V a ǎ R X x	a H J T a ú Y t V W á r Z G ó O G V a ǎ R X x
a S è a a h I B d ù V S p A o g x p h a a i M	a S è a a h I B d ù V S p A o g x p h a c a i M
a a C O a a g l t ǎ l é I q N O v T g y d h s	a a C O l a g l t ǎ l é I q N O v T g y d h s
a g T j g l a ò L a x a G N a t V w D C T z q	a g T j g l k ò L a x a G N a t V w D C T z q
a t D r U a A á A è x ù a N a d ù l C h p à T	a t D r U a A á h A è x ù a N a d ù l C h p à T
b a a F U t a A W K F a A t W ǎ v F r T Y N n	b a g a F U t a A W K F a A t W ǎ v F r T Y N n
c r z d P L q v é M a L ò Y á a á y Q a ǎ a X	c r z d P L q v é M u L ò Y á a á y Q a ǎ a X
e V N è ò é V x B a ú J ǒ a ǒ Y ě a H a N p o	e V N è ò é V x B a ú J ǒ ǒ Y ě a H a N p o
f y x F A D G ó a J q ú ǔ J Y a C s B T a a K	f y x F A D G ó l J q ú ǔ J Y a C s B T a a K
h W g V ě J t F u è é è a w R s C H p a a a r	h W g V ě J t F u è é è a w i R s C H p a a a r
j ǎ R s a Y I B X a ò s V p á Z M M q ě a a à	j ǎ R s a Y I B X a ò s V p á Z M M q ě e a à
k U ú S a ó s a f a a è K B ù I C X L z N a B	k U ú S a ó s a f a a è K B ù I C X L d z N a B
l q a ǒ G ǒ p ú a V l a ǒ S a m G p t H ě D ǎ	l q a ǒ G ǒ p ú a V l a ǒ S q m G p t H ě D ǎ
n A J e ǔ w a l a è à ò B l a a Y o D b X p H	n A J e ǔ w a l g a è à ò B l a a Y o D b X p H
o T X m m z O G z m L à è a a a x a C y o K z	o T X m m z O G z m L à è a a a c x a C y o K z
p q è r S t j a l U r R O p ǎ a R X a M o ǎ a	p q è r S t j a l U r R O p ǎ a R X d a M o ǎ a
r I D l v a p a V M E T è F H a a f ó l I W w	r I D l v a p á V M E T è F H a a f ó l I W w
s s Q a Q Y a a U Y l C U M D W a y R ě b Q H	s s Q a Q Y a a U Y l C U M D W k y R ě b Q H
u W p a U ǒ é a L x a é a A u x U d u V C o v	u W p ú U ǒ é a L x a é a A u x U d u V C o v
v l ě á v d W Q p o N a é X q a a Y G a N ě è	v l ě á v d W Q p o N a é X q a a Y G G N ě è
x D ǎ C A g é r D a a X E a é S v B J Q N y a	x D ǎ C A g é r D a h X E a é S v B J Q N y a
y a à H t X a C l ě ě I l G n a a e ǎ s J J s	y a à H t X a C l ě ě I l G n u a e ǎ s J J s
ù ù d l ú J a è J a A a ú a J z K à Y y C j T v	ù ù d l ú J a è J N A a ú a J z K à Y y C j T v
ǔ k Q L X ò ǎ ù z a a à Y a T m P a u V n O ù ù	ǔ k Q L X ò ǎ ù z a a à Y a T h m P a u V n O ù ù
à L o S b R a Q O B H y v q X P t X a B a w K a	à L o S b R a Q O B H y v q X P t X a B a w k K a
ǎ j a ó l M W X I p a á u y o ù H a ǎ L à ě a R	ǎ j a d ó l M W X I p a á u y o ù H a ǎ L à ě a R
è V N c h ò a é ù A R U ǔ s z ù a s o a a ǎ I B	è V N c h ò a é ù A R U ǔ h s z ù a s o a a ǎ I B
ě k j v ǔ c a E a n I u A á ù G M a o D ó a ě M	ě k j v ǔ c a E a n I u A á ù G M a o D e ó a ě M
ò J H L V c V E w A a ǎ Q n L D é ù F à a a a b	ò J H L V c V E w A a ǎ Q n L D é ù F à N a a b
ǒ p B ǎ K q D a a u à ù N a Z g ù a X a L G J S	ǒ p B ǎ K q D a y u à ù N a Z g ù a X a L G J S
A T E F U N I D b r ǎ a a T x é a Z F O a à b e	A T E F U N I D b r ǎ a a T x é ǎ Z F O a à b e
B i ù Z p j t W Y ò a Z u á a C B l ò ǒ a y a F	B i ù Z p j t W Y ò a Z u á a C B l ò ǒ ò y a F
D ú M p H ǔ f H C N ě a a r o u V P Z n a a s X	D ú M p H ǔ f H C N ě a a r o u V P Z n G a s X
E a E G l w Y a A G a S á X ò E a O e F á v V M	E a E G l w Y a f A G a S á X ò E a O e F á v V M
G ó x g é j E ǔ C Y M a O E a a ǒ a ò i g n ó W	G ó x g é j E ǔ C Y M a O E a ó ǒ a ò i g n ó W
H S U c C x a a u a r a C i r S C U u B r á é B	H S U c C x a ě u a r a C i r S C U u B r á é B
I q m a Z ǎ a ó L o a A o ǔ s ò ú V Q p X M q a	I q m a Z ǎ a ó L o a A o j s ò ú V Q p X M q a
K F ǔ ù F k t a U C a p a a ú y é r A m y J G e	K F ǔ ù F k t a U C A p a a ú y é r A m y J G e
L g a L a r F a U a ǎ E ǎ i A a v X L W n S R u	L g a L v r F a U a ǎ E ǎ i A a v X L W n S R u
N è ǒ a ó R T V v y a D a I I ù v t ò B S N a X	N è ǒ a ó R T V v b a D a I I ù v t ò B S N a X
O T W y B H ù C ù b F s a N w a E a U A V a H G	O T W y B H ù C ù b F s a N w a E a U j V a H G
P u g r a t N a a y H a S L P V P h S p h o t E	P u g r a t N a a k H a S L P V P h S p h o t E
R L I K y X i u K J a G v G ó V Y ǎ a p v a R a	R L I K y X i u K J a G v G ó b V Y ǎ a p v a R a
S i á a a o Q w l T u w G Z ǒ ǒ a u a j ò x f p	S i á a a o Q w l T g w G Z ǒ ǒ a u a j ò x f p
T t a ó a ò ǔ a Y K ǎ a à t L c B f O B z ǒ I S	T t a ó O ò ǔ a Y K ǎ a à t L c B f O B z ǒ I S
V Q i a F R ú a ó E è m T x A E N M ǔ x K a B a	V Q i a F R ú a ó E è m T x A E N M ǔ x K a B c a
W a a h ò o M B Z a M D E a t a f L t f T v j k	W a a h ò o M B Z a M D f a t a f L t f T v j k
Y ù M o a W a R J a è a ǔ L M c U i U t w ú M F	Y ù M o a W K R J a è a ǔ L M c U i U t w ú M F
Z M c C m a u d a s a A Q a o B M s ú I A a I g	Z M c C m a u d a s ó A Q a o B M s ú I A a I g
a è u a s w Q N ò t U R C y F r n J a a U a ě Q	a è u j s w Q N ò t U R C y F r n J a a U a ě Q
a F a à w n I v U R a K T é v H Q O s N Q w a T	a F a à w n I v U R a K T é f H Q O s N Q w a T
a O ě a ú a a u g V C Z Q ě K b ě t s Z T P w R	a O ě a ú h a a u g V C Z Q ě K b ě t s Z T P w R
a X ù á v M O D z a V ǒ a a y q r ù K m à y K Y	a X ù á v M k D z a V ǒ a a y q r ù K m à y K Y
a a a T a X Z A s N l D s P V ě j W ǒ c U h F ǎ	ò a a T a X Z A s N l D s P V ě j W ǒ c U h F ǎ
a s a ú a I K v N p R r à è u ě à z Q R a E J k	a s a ú l I K v N p R r à è u ě à z Q R a E J k
b b l ó a I a z M a Y A n C á a u I ǒ S R E H O	b b l ó a I f a z M a Y A n C á a u I ǒ S R E H O
c s M V v X z a Y a u à a á à j U a à T J O a p	c s M V v X z a Y a e à a á à j U a à T J O a p
e W x v q Q m E P I a a ǎ s O A a L s a t i V b	e W x v q Q m E P I F a ǎ s O A a L s a t i V b
g ǔ J g L W y g y ǒ B y R a a B o H è t K a Q a	g ǔ J g L W y g y ǒ B y R a s B o H è t K a Q a
h U H l ǔ u L a o ǒ t a a A x a Q z t E I L q T	h U H l ǔ u L a o ǒ t f a a A x a Q z t E I L q T
i r a s a Y Z ò a A H M O E H à C D T a P o s u	i r ǒ s a Y Z ò a A H M O E H à C D T a P o s u
k G J S Z J o K a T S n á r ě C a B x a Q á O a	k G J S Z J o K a T S n á r ě C a B x a c Q á O a
l c G ě X a a a l H A R I a q ò C R r d c F X d	l c G ě X W a a l H A R I a q ò C R r d c F X d
n K c o è x X z m a T a p ǒ a a à m ǔ P G r G D	n K c o è x X z m a T a p ǒ a K à m ǔ P G r G D
o g Z a ó l n T m a é Y A n á s a s a n d e K o	o g Z a ó l n T m f a é Y A n á s a s a n d e K o
q E C I w f T t e i y D a q ǔ o é a a l F é x a	q E C I w f T t e i y D a i q ǔ o é a a l F é x a
r a u a a p J a Q I g k é i p à L v b f r g u H	r a u a r p J a Q I g k é i p à L v b f r g u H
t D q N Z d e L Y ǎ o U y T O P b a ǎ a a x a r	t D q N Z d e L Y ǎ o U y T O P b H ǎ a a x a r
