grammatical	ungrammatical
x D ě G c a à ù a a T ǎ L á a V M Q U z	x D ě G c a à ù a T ǎ L á a V M Q U z
y c w Q J S a A X H a R Y a ú a á b m é	y c w Q J S a A X c a R Y a ú a á b m é
ù ù c a p w a ǔ D è n v à a p m u a U G ǒ	ù ù c f p w a ǔ D è n v à a p m u a U G ǒ
ǔ i g c ú t a T w ù u é U a ò a n U x Y a	ǔ i g c ú t a T w ù u é U a ò r n U x Y a
à b r g c ǔ a n a a M K L y J t a H O U o	à b r g n ǔ a n a a M K L y J t a H O U o
é A M V o è s i c H L A á a B a P a a G F	é A M V o è s i c H L A á a g B a P a a G F
è c r I ě a ǒ x B a E a I a b s r o ě n u	è c r I ě a ǒ x B a E a I m b s r o ě n u
ó B Z I c a F é a a ó O a w v P j D f S i	ó B Z I c a F é n a ó O a w v P j D f S i
ò h V L g é a ò d F c Q e Q è a a a a H ǔ	ò h V L g é a ò d F c Q e Q è a a à a H ǔ
ú K a ǒ j c v Z R M a p a j j j a p a x y	ú K a ǒ j c v Z R M a p k a j j j a p a x y
A m U x i S c x w v ǎ E y b a X a Z V a a	A m U x i S c x w v ǎ E y b A X a Z V a a
C c F R a q ó X J ò m A y Y H a h a s D a	C c F R a q ó X J ò m e y Y H a h a s D a
E B r c a A U D T o Q a b a ó J N N p a B	E B r c a A U D T o Q a b a ó J N N p D B
F u ǎ j V c a a x B E a a y d y D à z z w	F u ǎ j V c a a x B E a t y d y D à z z w
H O g m Y c S ě C a O ú T o H x a a a è z	H O g m Y c S ě C a O ú T o H x Y a a è z
J L E a j u ù x R k c ú a L a n E a E S a	J L E a j u ù x R k c ú V L a n E a E S a
K u Q V ǎ v c a n A Z a ě x t a z U a N p	K u Q V ǎ v á a n A Z a ě x t a z U a N p
M c c d x d z T ǔ a V a D a a á Q v y v ě	M c c d x d z T ǔ a V a D a h á Q v y v ě
O ě D ú h F c ǔ a r ù F z Z a O a C a ǒ l	O ě D ú h F c ǔ a r h F z Z a O a C a ǒ l
P f c x è é e a t u a W k l B r f a a ě h	P f c x è é e a t g a W k l B r f a a ě h
R c ě a Z n X L Q a F P j H a a q u I ě V	R c ě a Z n X L Q z F P j H a a q u I ě V
S t Z L à s Q c L F a q S H ó T B a V a a	S t Z L à s Q c L F ǒ q S H ó T B a V a a
U c é ǔ è i g ǔ L e à ú N a F a a V a F c	U c é ǔ è i g ǔ L e à ú N l F a a V a F c
W ǎ c r ǎ S a t z a m j ǔ F ǒ F k ǒ a a y	W ǎ c r ǎ S a t z a m j ǔ F ǒ F k ǒ à a y
X i Q c f ě d a a n n a z J a ǔ d x l K I	X i Q c f ě d a a n n a z J n ǔ d x l K I
Z P Y ó c á m E ǔ a C a H m U q a T R ù a	Z P Y ó c á m E ǔ L C a H m U q a T R ù a
a v c a W è L X U Q H J a a U E L m a q t	a v c a W è L X U Q H J a Q U E L m a q t
c ǔ w h r ò a A ò ě X è a X ó K ǔ a a L y	S ǔ w h r ò a A ò ě X è a X ó K ǔ a a L y
c ǒ D M E f z l ǒ O a é t N ò G ù a C a a	c ǒ D M E f z l ǒ O a é t N ò f ù a C a a
c E h f M a a r ù z h g ú ǒ h r S a a H p	o E h f M a a r ù z h g ú ǒ h r S a a H p
c M a à i G a U O D w à a ǒ x q i a a X A	c M a à i G a f O D w à a ǒ x q i a a X A
c V é a a a x L G u a A P L k ó Q R M M ǔ	c V é ǒ a a x L G u a A P L k ó Q R M M ǔ
c a ǒ Q T a D F S j E l R a a ú W l k k ò	c a ǒ Q T a D F S j E l R A a ú W l k k ò
c a a e m ě a P à a ú t Q x ù I p i z Y V	c a a e m ě N P à a ú t Q x ù I p i z Y V
c e i B Z Z p a ǒ ǎ S a q a r o X a ò z r	c e i B Z Z p a ǒ ǎ S n q a r o X a ò z r
c l a ó é a v ǎ ú j j K P T B a X à è a Z	I l a ó é a v ǎ ú j j K P T B a X à è a Z
c t ù ǒ D a Z á p T a O W a a á Z R o T R	x t ù ǒ D a Z á p T a O W a a á Z R o T R
d è H B ú a n c W A o ó E a h s A a a a a	d è H B ú a n c W A o ó E a h s A a a X a
e c N J ò O ǒ á a P w n ó a à I ù a ú a X	e c N J ò O ǒ á a P w n ó A à I ù a ú a X
g ò ú L I c U á ò F K a ò E a a l a i x c	g ò ú L I c U á ò F K a ò E a V l a i x c
h c c H j D U ǔ o M a a C K q u a a R é ǒ	h c c H j D U ǔ o M k a C K q u a a R é ǒ
j H è v G K Z B i ě c a Y z a a F a è W ě	j H è v G K Z B i ě c h Y z a a F a è W ě
k j k V k ǎ z h H c a a a O u P ǎ a ǒ i x	k j k V k ǎ z h H c a a a g O u P ǎ a ǒ i x
m Y J j T e á c D á r a a a ú u a l m P é	m Y J j T e á m D á r a a a ú u a l m P é
n t T c g é j Z D a u a Q Y a z a ó á b l	n t T R g é j Z D a u a Q Y a z a ó á b l
p P N F ě U c a ǎ s V D a T b a é J a j A	p P N F ě U c a ǎ f s V D a T b a é J a j A
r ǔ O b t à é á ò b y b Y b N è r b r b è	r ǔ O b t à é á ò b y b Y b N è r b r v è
s b b X ó o b ǔ ǒ r W n b L n b b ǎ p I ó	s b b X ó o b ǔ ǒ r W n b L n N b ǎ p I ó
t w k c w S ǔ K a ǔ T H M v a P a a f l p	t w k c w S ǔ K a ǔ T H M v g P a a f l p
v c L s U W w f J a a a ǒ a G r V T ǔ n y	v c L s U W w f J a a D ǒ a G r V T ǔ n y
x A c c l ù k a ǒ a a q s a k N ǎ g a H e	x A c c l ù k a ǒ a a q s l k N ǎ g a H e
y c a ó W a P k I A U w a I X a M z ǔ X p	y c a ó W a P k I A U w a I X ǔ M z ǔ X p
ù ǔ á c ó ǒ a H i I c á b a B a á a I a á A	ù ǔ á c ó ǒ a H i I c á b a B a á a I E á A
ǔ X y E c Y a A a R ú U Z ó a L A á a d n I	ǔ X y E c Y a A a R ú U Z ó a L A b á a d n I
à ú ě c H v F s R h a a é i a ǒ W a q m A ù	à ú ě c H v F s R h a e é i a ǒ W a q m A ù
ǎ c K ù J R a M n o w t a l a B a o D i l é	ǎ c K ù J R a M n o w t d a l a B a o D i l é
è A z U q c N a t x v a ú p ù a U a E O y V	è A z U q M N a t x v a ú p ù a U a E O y V
ě c d Z w ǎ d U g V b á x a r M é a w a ò a	ě c d Z w ǎ d U g V b á x a r M é a w a ò p
ò R è p g ù T W y F c a a x G ù t G a u a r	ò R è p g ù T W y F c a a x G ù t G n u a r
ǒ m c C T g ú ù á a D G C a a Z y T Z t ǎ a	ǒ m S C T g ú ù á a D G C a a Z y T Z t ǎ a
A Y g T c a B V X K a t M a X T a O N r z F	A Y g T c a B V X K g t M a X T a O N r z F
C á é j c i S a C a ě s E ù E a X a A f w S	C á é j c i S a C a ě s E ù E a X W A f w S
D j h c L K I ú a D à á E E a b á f a l a K	D j h c L K I ú o D à á E E a b á f a l a K
F V O k z c a a ù a l Y T x m E J C u ò ǎ a	F V O k z c w a ù a l Y T x m E J C u ò ǎ a
G c w ù s V P a m O ò W E a k a s a I M ó ǒ	G c w ù s V P a m O ò W E a k a j s a I M ó ǒ
I ó J ó p c a a V v ù b ě a ó a ú w g s S d	I ó J ó p W a a V v ù b ě a ó a ú w g s S d
J g r Z f T m v c a y a b e M s ú a ò G a á	J g r Z f T m v à a y a b e M s ú a ò G a á
L a s p w c R S a s a A ǔ E a q a w m k U à	L a s p w c R S a s a A ǔ E a q u w m k U à
N ǎ c a J s o a g y k a n ě r y S L a e à X	N ǎ c a J s o a g y k a n ě r y S L C e à X
O P c x ǔ w d ó a G a a G q a O K y D ǎ Q j	O P c x ǔ w d ó q G a a G q a O K y D ǎ Q j
P m j t J c s l L n a x é é G è a a t n a Z	P m j t J é s l L n a x é é G è a a t n a Z
R I C D c Q ò V a I U T s F a s è a a M Y X	R I C D c Q ò V a I U i s F a s è a a M Y X
S y c Q Z D p a ù a o a a j q ǎ X à ó J á ú	S y c Q Z D p N ù a o a a j q ǎ X à ó J á ú
U c t F L a T ú A o y s a O ǎ s V a ǔ ǒ m a	U c t F L a T ú A d y s a O ǎ s V a ǔ ǒ m a
W é e J S c w ǒ a a á g a G ǔ ù á ò a n Y ò	W é e J S c w ǒ a a á g a g ǔ ù á ò a n Y ò
X c a ǔ ǔ s q ú a T v á h i L h ǎ a K B ú a	X c a ǔ ǔ s q ú F T v á h i L h ǎ a K B ú a
Z c ě a a g j c é v D à a P t a e p S à b ú	Z c ě a a g j c é v D à a c t a e p S à b ú
b ò j h c c U T Z c R E X a a ù a W w a Y D	b ò j h c c U T Z c R E X a a ù e W w a Y D
c ǔ G D h b v f ú a n a X a ò a o O v K D é	c ǔ G D h b v f ú L n a X a ò a o O v K D é
c ě s L D S a a d z a ó q A N D H a ó q e F	c ě s L D S é a d z a ó q A N D H a ó q e F
c C V X V ě v è ě T ǔ a a a G G o é a w ù ě	c C V X V ě v è ě T ǔ a a a G G o é R w ù ě
c K S C q d a a Z ù T a ě ǔ l ú t Y z t a t	c K S C q d a a Z ù T a ě ǔ l e t Y z t a t
c T à t ò F G a à M A a m A a y A l Q a r ǔ	c T à t ò F G a à M A a m A ó y A l Q a r ǔ
c a ǎ V Y n á Y a a l a N r K k B J i f ó ǎ	c y ǎ V Y n á Y a a l a N r K k B J i f ó ǎ
c a a t A A H l j F a ǔ n y l C E a M d G g	c a a t A A H l j F a ǔ n d y l C E a M d G g
c f é U l K ě á a ǎ y S a a a J u H y O ó á	c f é U l K ě á a ǎ y S a a E J u H y O ó á
c m I K t r A V m f b Y b ǔ w n b x b b m b	c m I K t r A V m f b Y K ǔ w n b x b b m b
c t n E ǎ a ò ó a S O ù V ó a z ó ǔ A Q ò a	c t n E ǎ y ò ó a S O ù V ó a z ó ǔ A Q ò a
c z j Z l i w b w a z p Q a a a r n m Z B R	c z j Z l i w b w ù z p Q a a a r n m Z B R
e c P s e d a à x ǔ Z u F t O a Z T M a a Y	e c P s e d a à x ǔ Z u F t O a Z T M y a Y
g c ù F a J R s a Y v J n x a U R á T ù a è	g c ù F a J R s a Y v J n x a U R á T ù ǒ è
h x X c q ǒ p ò f a l n M á x a a a á U b j	h x X c q ǒ p ò f a l n M á c a a a á U b j
j c V ǒ h u ě z G é a q a J Y f a ù V ù a ó	j c V ǒ h u ě z G é a q T J Y f a ù V ù a ó
l H c ǎ r Y a E y a j j a D M a K F c á x ó	l H c ǎ r Y a E y a j j a D M v K F c á x ó
m k L M X J i c a I K M è W a a W a b l ú ǎ	m k L M X J i c s I K M è W a a W a b l ú ǎ
o K F v h l c v ó à ǒ i a a a Z K a o O A ò	o K F v h l c v ó à ǒ i a u a Z K a o O A ò
p w J q Z p c a q n R T ǒ a I c a t s a n w	p w J q Z p c a q n R T ǒ o I c a t s a n w
r b I ú z c B a X ě p a a J H ò o R a ǎ h b	r b I ú z c B a i ě p a a J H ò o R a ǎ h b
t á B Y O l y n c o N à m a a t a Q P D a d	t á B Y O l y n c o N à m a a t N Q P D a d
u t c m g Z ǒ E T ù A t t o a R a a a J b s	u t c m g Z ǒ E T ù A t t o a R r a a J b s
w V x t ó c ó à E ù c ú a l a ǒ a r A a S S	w V x t ó c ó à E ù c ú a l a ǒ a r A S S
y ò f c ě a o A V a u á R r g Y ě a G ǔ a G	y ò f e ě a o A V a u á R r g Y ě a G ǔ a G
ù ù x x q b S A ǔ L ó ě E b H F b b t Y b b P	ù ù x x q b S A ǔ L ó ě E b H F b b t Y b i P
ǔ c T Q ó O H e r x x M O ǎ w a ó W a Q a ǎ a	ǔ c T Q ó O H e r x x M O ǎ w q ó W a Q a ǎ a
à G c E m O W U I ò f E a a I Y z W Q a a j S	à G c E m O W U I ò f E f a I Y z W Q a a j S
é C M c a ó T a j a ò M ǎ F Z a q á A l N ǔ R	é C M M a ó T a j a ò M ǎ F Z a q á A l N ǔ R
è r ǔ ò b b b E b b b K Z e n T w u H P t Q a	è r ǔ ò b b b E R b b K Z e n T w u H P t Q a
ó P ò d c a O a O j I L x c a y a B H P C i w	ó P ò d c a O a O j I L x c L y a B H P C i w
ò u c w ú G a R v q x s p ò O à a p A a ú a U	ò u c w ú G a R v q x s d p ò O à a p A a ú a U
ú c a a U ǒ à g L p b r ù ò a I C N U ò a V k	ú c a U ǒ à g L p b r ù ò a I C N U ò a V k
B J V y G ǒ n O ù c u a a w A s W A b k a G a	B J V y G ǒ n O ù G u a a w A s W A b k a G a
C c r J S p L k v b Y a S J è W a a a b é Y ǒ	C c r J S p L k v b Y a S J è W o a a b é Y ǒ
E ě ú é H i c a P w X a G R g Y a o I a q D u	E ě ú é H i c a P i w X a G R g Y a o I a q D u
F n T c a a d é ò ú e a ù R a N c l A ǔ E K y	F n T c a W d é ò ú e a ù R a N c l A ǔ E K y
H R c Z t d l E ǔ f o I X a I a H l n y a u a	H R c Z t d l E ǔ f o I X A I a H l n y a u a
J á I F ó u f L c ě j a r a a P ù a Q Q A ǎ o	J á I F ó u f L c ě j a r Q a P ù a Q Q A ǎ o
K c Q E n ó d j X m a ǒ á a x x ò n a P o a P	K á Q E n ó d j X m a ǒ á a x x ò n a P o a P
M A r ò h k o H a ě U c z ó w A a a g p a T a	M A r ò h k o H a ě U c z ó w A a a g p a T é
N c g é h a à P ǎ M V a Z p a ù ú J D s Q a R	N c g é h a à P ǎ M V a Z p a ù h J D s Q a R
P á á ǎ i p c a ě S w J K a à a D J a y b n ǒ	P á á ǎ i p c a ě S w J K H à a D J a y b n ǒ
Q c a a l i B ù a a M b k d O x D k r f ǔ J j	Q ǎ a a l i B ù a a M b k d O x D k r f ǔ J j
S B Z E u ú U c I B K O ǎ X d a a I a a G C Z	S B Z E u ú U c I B K O ǎ X d a m I a a G C Z
T c x a a á a a p C K t á s T w A i á z à Y é	T C x a a á a a p C K t á s T w A i á z à Y é
V à j ě c U Z m F ě a a á a n l G q w Y a x n	V à j ě c U Z m F ě T a á a n l G q w Y a x n
W a n c G R Q ò ǒ n O E B H a a j H a P s S a	W a n c G R Q ò ǒ n O E B H a a j H a P s S b
X w O T h é l G c h H a l é V r a v a l ě a U	X w O T h é l G c h H a l é k V r a v a l ě a U
Z c H Z Y a a ó b w U w e a D O S a ǔ q C x r	Z c H Z Y a a ó b w U w e P D O S a ǔ q C x r
b ǎ J c M X ù a u o A ú D S U a h ǒ a ǔ H y a	b ǎ J c M X ù a u o A ú D S U e a h ǒ a ǔ H y a
c ǔ a P w è L F l z T a R K o é a q a x E b G	c ǔ a b w è L F l z T a R K o é a q a x E b G
c ó G k ù h a a s d b I ú a S S r W x q m a O	c ó G k ù h ò a s d b I ú a S S r W x q m a O
c D n R ě r a K a q w ù T D s á a r a u O D D	c D n R ě r a K a q w ù T D s á a r X u O D D
c L D X N q M C T H s o a K a t K L q H a è a	c L D X N q M C T H s o a K a t K L q H a è T
c T è ò E Q ǎ ǔ U k ó c q s a ò a c a P y a n	c T è ò E Q ǎ ǔ U k ó c q s a ò a c o P y a n
c a é x P I J a V N c b Y F Q f w e C v a l a	c a é x P I J b V N c b Y F Q f w e C v a l a
c a a u G N a w I V è X T r C S n S T M ǒ A a	c a a u G N a w I V è X T r C S n S T M ǒ A w
c f a a ú r ú T V k z L N T v a y A a A s C C	c f a a ú r ú T V k z L N T v x y A a A s C C
c n W T T i J a ǒ ú a w V K a Y ó V J ò a ǔ u	c n W T T i J a ǒ ú x w V K a Y ó V J ò a ǔ u
c u t l ò k F K a R ě w L a K K a z a B C V ó	c u t l ò k F K a k ě w L a K K a z a B C V ó
d c O y a a ǎ a ǎ Z ù m q ó R Y x o V a Q N P	d c O y a a ǎ a ǎ Z ù m q ó R Y x o k a Q N P
f C c U A a a P ù ě l a è ǒ w u E Q G a I Z è	f C c U A L a P ù ě l a è ǒ w u E Q G a I Z è
g x d ó T J m R m ú R c e N Q a J s a Z Q a a	g x d ó T J m R m ú R c e N Q a J s j a Z Q a a
i X c z a U B F ǎ P a a ò a V D ú g ù R X h g	i X c z a U B F ǎ P a V ò a V D ú g ù R X h g
j z Y e A c U a a d i k a o M ú x x B a j è è	j z Y e A c U a a d i k a o M ú x g x B a j è è
l c a é á C Q ě a ǎ G ǔ è b n F a è D a M b j	l c a é á C Q ě a ǎ G ǔ è b n F a è D ǒ M b j
m z F j n Q à G j ǒ x c a a D c a u T C a ú b	m z F j n Q à G j ǒ x c a a D c a u T C c a ú b
o k S g w ò c K p a H z a T y m o C X a q ě a	o k S g w ò c K p a H z ó T y m o C X a q ě a
q D x i c ǒ G L é r a a u q c a a j ó ǎ F z B	q D x i c ǒ G L é r a a u q c a á j ó ǎ F z B
s ó c f ǎ c N a ǎ o ǔ ó D a x a Y q M é a Q H	s ó c f ǎ c N a ǎ o ǔ ó D a x a Y q M é ó Q H
t f B P c a y T q a s A w y b a H a é z G Z C	t f B P S a y T q a s A w y b a H a é z G Z C
v U P c á C A V E W a a I e ó ú N S V P ó a a	v U P c á C A V E W a a I e ó ú N S V P ó a à
w p P j q V á ú c U á J u é a x a a á a Y i c	w p P j q V á ú c U á J u é a x ú a á a Y i c
y c á p o a L s a ó ú a S K E G A r ǔ S o r a	y c á p o a L s a ó ú a S K E f A r ǔ S o r a
ù ù c A a D Z a A u z F Q r a S C ě V F E a ǒ F	ù ù c A a D Z a A u z F Q r a S C ě V F E d ǒ F
ǔ X x g q j c o a X n a z H ó Z M a ò a W T ǔ O	ǔ X x g q j Q o a X n a z H ó Z M a ò a W T ǔ O
á s b f P c a ǎ a a t a u u d a P I C s S c T z	á s b f P D a ǎ a a t a u u d a P I C s S c T z
ǎ ú g K X e D ě c c T ú a A a t X s t d I a a i	ǎ ú g K X e D ě c c T ú a A h a t X s t d I a a i
é c Q l é é R N ǎ ú k t v K w a A v ǔ a m a G a	é l Q l é é R N ǎ ú k t v K w a A v ǔ a m a G a
ě ú c g k P S ò a s a H l a J N m X ò á s W a r	ě ú c g k P S ò a s a H l a J N m X ò á c s W a r
ó a ě N H c ě a L O v Z o s V W a a u a n w T d	ó a ě N H c ě a b L O v Z o s V W a a u a n w T d
ǒ à c V d f a n a y a s Z Z a R w q c n e t x L	ǒ à c V d f a n a y a s Z Z S R w q c n e t x L
ú i c ě v a ǒ A G ě ó O S a f a T l p w a B M E	ú i c ě v a ǒ A G ě ó O S a f B T l p w a B M E
B I ǒ t a è d M c j a ǒ G F a é a z a ù t j n A	B I ǒ t a è d M à j a ǒ G F a é a z a ù t j n A
C c a X ú a é B ò a é ù a E W B i g A L ě j ě q	C c a X ú A é B ò a é ù a E W B i g A L ě j ě q
E N j Y y c a E t a l h E D m b D á s l a a o k	E N j Y y c a E f t a l h E D m b D á s l a a o k
F p h g Q o c i è I a A a ǒ U s a E à a C y Y D	F p h g Q o c i è I a e a ǒ U s a E à a C y Y D
H W è c ě i h i à é D a C l a a F o D u a D e l	H W è ě ě i h i à é D a C l a a F o D u a D e l
J c ú y è W è s H a ě a B ú Y G a L A a ú é O è	J c ú y è W è s H ě ě a B ú Y G a L A a ú é O è
K m R D x X c i a L K Z a G j U à S U y h a a V	K m R D x X c i r L K Z a G j U à S U y h a a V
M c ó a p a G h N H M é ǎ H u a n ě a ó ǒ M ò U	M ǎ ó a p a G h N H M é ǎ H u a n ě a ó ǒ M ò U
N l s c q l a E V a j r ú n M u R a a o I ǎ s O	N l s c q l a E e V a j r ú n M u R a a o I ǎ s O
P f c a V X ǒ S m a B r g è V E Z ó a v E a N t	P f c a j V X ǒ S m a B r g è V E Z ó a v E a N t
R C h U X p y N S y z d c a a U l l i a R z ú a	R C h U X p y N S y z d c a U l l i a R z ú a
S c S ó N a Z y P a ǎ ǔ u K F ó ǒ k a J a T M C	S c S ó N a Z y P a ǎ ǔ u K F ó ǒ k a J X T M C
U H X ò c a a a W P M ù T ǎ Q ǔ D a t q m m C ǔ	U H X ò c a a a W P f ù T ǎ Q ǔ D a t q m m C ǔ
V c i a é L C v D R a ě ò l r u W ǒ p a a X w L	V A i a é L C v D R a ě ò l r u W ǒ p a a X w L
W s t c z S k h K T ú ǎ a c M a x F A a k a a u	W s t c z S k h K T ú ǎ a c M a x F A a k a o u
Y b I f v c Z i a B Q B S a a a F ǒ K ò S q H r	Y b I f v c Z i F B Q B S a a a F ǒ K ò S q H r
Z z à o c f o u a U a è f P ě i Y B P q a a v o	Z z à o ú f o u a U a è f P ě i Y B P q a a v o
b C c a I y K M V X t ù a ó ě a I a V ǔ V Y u J	b C c a I y K M V X t ù a ó ě a I b a V ǔ V Y u J
c ǎ G a W ù W V K I a ú é o B a E s t z m A a p	c ǎ G a W ù W V K I ǒ ú é o B a E s t z m A a p
c A t a l P a T X a s a O Q A C i F D N à H M r	c A t a l P a T X t s a O Q A C i F D N à H M r
c I r z a Z J v a l E m V v b S z O a w Q a C ò	c I r z a Z J v a l E m V v b S z O t w Q a C ò
c Q a ǔ M a h à f ǒ x a ú é v à T r M t à ò a C	c Q a ǔ M a h à f ǒ x a ú é v à T r b M t à ò a C
c Z p á I a A ú è a Z à X g b a s a W D b y S Q	c Z p á I a A i ú è a Z à X g b a s a W D b y S Q
c a a p W ò L R ǒ a à q V Q é á ǔ M a D A H t U	c a a p W ò L R ǒ a à q V Q é á ǔ M h D A H t U
c g x J ǔ u S p e á é j g a ù u a p I è è a a B	c g x J ǔ u S p e á é j g M ù u a p I è è a a B
c p R ǒ i n m a L H s g O a v m a F x d a a ǔ y	c p R ǒ i n m a L H s g O a v m a F x d W a ǔ y
c x Q g I u m a a R D y Z Q a w G n n E M W a Z	c x Q g I u m a a R D y Z Q a w G n n d E M W a Z
e ó h c a B ǎ w a ú Q L i o B p A a O a a e A f	e ó h c B ǎ w a ú Q L i o B p A a O a a e A f
f c a M p S ù á a c t N w i C a a ù a f m y U ǎ	f c a i M p S ù á a c t N w i C a a ù a f m y U ǎ
h ú C a c D a U a à a F à U ǎ B ù A ù r F Z a m	h ú C a i D a U a à a F à U ǎ B ù A ù r F Z a m
i c L H s C O i j P a u v j H a a f a ǔ a ǎ r ǎ	i c L H s C O i j P a u v j H a a f w ǔ a ǎ r ǎ
k P A y ě ú á B ǒ m c ú a L W y a a D a ù H v à	k P A y ě ú á B ǒ m c ú á L W y a a D a ù H v à
l n R O c B r R O s a N y a a a b p d R L q I E	l n R O c B r R O s j N y a a a b p d R L q I E
n c L k P k H a c ú v d a u a X a á a o O A M h	n c L k P k H a c ú v d a u W X a á a o O A M h
p I j l é J m x c a V a Z q X p D I s E ě N a a	p I j l é J m x c A V a Z q X p D I s E ě N a a
q f c X I c á d u h k j a ǎ R I J a à a a ú P é	q f c X I c á d u h k j a ǎ R I J a à u a ú P é
s H E l H c r a T é l á E è v a a F ó L u ǔ a ǔ	s H E l H c r a T é l á E è v a a F ó L u ǔ H ǔ
u ǔ c a a u ó p a V ǔ ù R s a F Y I j w p L ě ó	u ǔ c a a u ó p a V ǔ ù d R s a F Y I j w p L ě ó
