grammatical	ungrammatical
a a a o ǔ i à ò è G u F p V S J ě t á k ǒ k	U a a a o ǔ i à ò è G u F p V S J ě t á k ǒ k
a a a R j ǒ O C D w p á i ǔ a ó j x Z ú h W	c a a a R j ǒ O C D w p á i ǔ a ó j x Z ú h W
a a a y j G G f ǒ W Y E ú ò X Q m U C F F x	l a a a y j G G f ǒ W Y E ú ò X Q m U C F F x
a a a v ǎ F T c g f J K ǎ s D y J J l A G h	t a a a v ǎ F T c g f J K ǎ s D y J J l A G h
a a a N B w T ě O x o t m Y V é ě c è K r è	ù a a N B w T ě O x o t m Y V é ě c è K r è
a a a E C t A B j V O ǔ d Z x O H h f h S M	ó a a E C t A B j V O ǔ d Z x O H h f h S M
a a a U F F G E j B p X R g Y ǒ x x w I Z Z	D a a U F F G E j B p X R g Y ǒ x x w I Z Z
a a a L u é O R ó N ě t u X r g Y b è P ǎ f	K a a L u é O R ó N ě t u X r g Y b è P ǎ f
a a a J W r j o b q N t U H M x Y e h h N E	R a a J W r j o b q N t U H M x Y e h h N E
a a a é p Z è N Z o N Q E H A Y j m A H C s	Y a a é p Z è N Z o N Q E H A Y j m A H C s
a a a ǔ ǔ c j w v l v x t w H ù H K S u à n	a è a a ǔ ǔ c j w v l v x t w H ù H K S u à n
a a a V U K K c A l f K D Q W ǎ F j ǎ a f w	a C a a V U K K c A l f K D Q W ǎ F j ǎ a f w
a a a e Y M ù K n E è é á Z F u k g K T J G	a J a a e Y M ù K n E è é á Z F u k g K T J G
a a a r j d T g F ǒ K C Q m ě a F f á ǎ a à	a S a a r j d T g F ǒ K C Q m ě a F f á ǎ a à
a a a h ǔ W è B M m N G v ě R t I j H I y L	a Y a a h ǔ W è B M m N G v ě R t I j H I y L
a a a V ǎ I á C è f ǒ R o ě v a b E c U e Y	a i a a V ǎ I á C è f ǒ R o ě v a b E c U e Y
a a a q v Z I m y ǔ p Z o I E X S l B Y D N	a q a a q v Z I m y ǔ p Z o I E X S l B Y D N
a a a ǔ á e J N Q J F l y ò à f q t U c F j	a y a a ǔ á e J N Q J F l y ò à f q t U c F j
a a a à e p ǎ x c T f à ǔ o Y F m k é t ǔ t	a é a à e p ǎ x c T f à ǔ o Y F m k é t ǔ t
a a a k z U x z o b K t o R R N L è M ò A x	a A a k z U x z o b K t o R R N L è M ò A x
a a a C Z b V r ó z z f d e ú C f à K f ó R	a J a C Z b V r ó z z f d e ú C f à K f ó R
a a a o ù S x Y Y M R r P á x à à S á é U z	a Q a o ù S x Y Y M R r P á x à à S á é U z
a a a á R k ǎ G C m Q P L y ò t U j Y X M ò	a Z a á R k ǎ G C m Q P L y ò t U j Y X M ò
a a a è D à è T à ú w Y p M à p W p d w p ú	a a è a è D à è T à ú w Y p M à p W p d w p ú
a a a è ó o ǒ Y k T e q O T g x c Z d l T J	a a B a è ó o ǒ Y k T e q O T g x c Z d l T J
a a a J á ó d T H t I ù ù g p T ó ó M N i P	a a H a J á ó d T H t I ù ù g p T ó ó M N i P
a a a e H s q y v Q i d i ǔ g Y V i e ò C T	a a Q a e H s q y v Q i d i ǔ g Y V i e ò C T
a a a ǔ U y H p k T a i a é b U j ò a y d è	a a X a ǔ U y H p k T a i a é b U j ò a y d è
a a a G ě g à Z p J L T l Y x W R U l è b j	a a e a G ě g à Z p J L T l Y x W R U l è b j
a a a O A I w ǔ X ò W g ǒ D c ò Y i p Y k á	a a l a O A I w ǔ X ò W g ǒ D c ò Y i p Y k á
a a a ó Z á o ǔ G L I r u P à H H G n x m é	a a s a ó Z á o ǔ G L I r u P à H H G n x m é
a a a e ù H w k ù K o l ǒ g U è p W ǔ b F J	a a e ù H w k ù K o l ǒ g U è p W ǔ b F J
a a a O u F o g T l Y á k c ǒ h j k t b n b	a a è O u F o g T l Y á k c ǒ h j k t b n b
a a a ǒ I h H ǒ d ǔ B L J m ú Y h é ò Y Z k	a a B ǒ I h H ǒ d ǔ B L J m ú Y h é ò Y Z k
a a a S D ǎ s T ù B c b b t c ó H D b C h z	a a K S D ǎ s T ù B c b b t c ó H D b C h z
a a a y ě h T R f L l O b B Z ú á m m ò g e	a a Q y ě h T R f L l O b B Z ú á m m ò g e
a a a H z f O r z C o f W ǒ j r C D f Y ǔ Q	a a Y H z f O r z C o f W ǒ j r C D f Y ǔ Q
a a a Y T E h j W w L G s g A ǔ Q z J ó v ó	a a h Y T E h j W w L G s g A ǔ Q z J ó v ó
a a a Y U ǒ G K ǎ ò k D y g E Z W J k V i T	a a q Y U ǒ G K ǎ ò k D y g E Z W J k V i T
a a a I g X j O e r H l á P J b K t f á j P	a a x I g X j O e r H l á P J b K t f á j P
a a a a ě b z H V D è ǒ ǒ T E Z n j T S X x	a f a a ě b z H V D è ǒ ǒ T E Z n j T S X x
a a a n Q y I ò m a E I t j c ě b S M Z à q	a m a n Q y I ò m a E I t j c ě b S M Z à q
a a a ú b h Z ě i ó L y Z i m E ò l z D p ù	a u a ú b h Z ě i ó L y Z i m E ò l z D p ù
a a a C m ò ǒ a ú E ù q u u T P G T ǔ d f t	d a a C m ò ǒ a ú E ù q u u T P G T ǔ d f t
a a a C F ù R g a ó è w G t O o m a T à g I	l a a C F ù R g a ó è w G t O o m a T à g I
a a a k W ǒ H Z g Q á v q j ù d D u J W R j	t a a k W ǒ H Z g Q á v q j ù d D u J W R j
a a a m J d o r p u o F G Q H ó F D e L x ù w	ù a a a m J d o r p u o F G Q H ó F D e L x ù w
a a a E x v J J O o ǎ c T e ó A G ú o S ǒ q è	ó a a a E x v J J O o ǎ c T e ó A G ú o S ǒ q è
a a a J m s ǔ M Z T u è u Y à u K b y ǔ f z d	D a a a J m s ǔ M Z T u è u Y à u K b y ǔ f z d
a a a T u O s ò S é S k C X é G X ě c ù N B ǔ	K a a a T u O s ò S é S k C X é G X ě c ù N B ǔ
a a a M p C O H u W ù g c m u ó o V g x á Q ú	R a a a M p C O H u W ù g c m u ó o V g x á Q ú
a a a f W n h t V O ǔ N c ǒ D y ú M é K L U X	Y a a a f W n h t V O ǔ N c ǒ D y ú M é K L U X
a a a I T g I f l x g i a i W è ǒ j z ě á S ù	g a a a I T g I f l x g i a i W è ǒ j z ě á S ù
a a a e K ǔ L A f j k ě I H m ú X C l k x k E	o a a a e K ǔ L A f j k ě I H m ú X C l k x k E
a a a x ú G c k M l E o s M i ǔ f e c c ǎ N X	u a a a x ú G c k M l E o s M i ǔ f e c c ǎ N X
a a a p t z E é K r z ǒ ù k P ò ě P w I à R w	à a a p t z E é K r z ǒ ù k P ò ě P w I à R w
a a a A v i x o B a u á z à I U W a O ó ǔ t u	ú a a A v i x o B a u á z à I U W a O ó ǔ t u
a a a Y e ě A ò V f e w H ó n i a ǔ S Z f k i	H a a Y e ě A ò V f e w H ó n i a ǔ S Z f k i
a a a r t h D U ě H a l M N á B U L N s ù s N	N a a r t h D U ě H a l M N á B U L N s ù s N
a a a b a N k H l Y Z g ò c k k P á D C y f N	W a a b a N k H l Y Z g ò c k k P á D C y f N
a a a g S M F ǎ Q y C q b I i ǔ ú Q A c N f E	a á a a g S M F ǎ Q y C q b I i ǔ ú Q A c N f E
a a a b k R y d f D R n l à e ù V t S b x ǔ q	a ò a a b k R y d f D R n l à e ù V t S b x ǔ q
a a a x Z e l n H Y V W f ò B O e U U á R ě ǎ	a E a a x Z e l n H Y V W f ò B O e U U á R ě ǎ
a a a I P ú I O è H é q V r u u A à G m L L K	a M a a I P ú I O è H é q V r u u A à G m L L K
a a a e Z T e c A O n z S ú D ó x K I o x ǔ ó	a U a a e Z T e c A O n z S ú D ó x K I o x ǔ ó
a a a c v w Z L O O c m f ó X o G ó i X C M O	a d a a c v w Z L O O c m f ó X o G ó i X C M O
a a a V b a a E t ó y o B f ǔ B G B A i e á ǎ	a k a a V b a a E t ó y o B f ǔ B G B A i e á ǎ
a a a e á N F p ǔ f U ó k Q k Y H j x d X w l	a s a a e á N F p ǔ f U ó k Q k Y H j x d X w l
a a a X è i o N O x P ě j x r à à s H G ù E s	a a X è i o N O x P ě j x r à à s H G ù E s
a a a W a S U ǎ B C N ǎ D s c O Q R s ě é H V	a ě a W a S U ǎ B C N ǎ D s c O Q R s ě é H V
a a a U o W n L e ò x w o ú g h k y i H ě P C	a E a U o W n L e ò x w o ú g h k y i H ě P C
a a a T j I u o k ě Y a C R K e R B ǎ ú C L á	a L a T j I u o k ě Y a C R K e R B ǎ ú C L á
a a a R à w b B G P h G S Q l k m N K n i A u	a T a R à w b B G P h G S Q l k m N K n i A u
a a a w ǔ z a f O i E J A g ú Q l w V S y V è	a a ù a w ǔ z a f O i E J A g ú Q l w V S y V è
a a a u x p l r Q s ò R k R é A y h q W k W Z	a a ǒ a u x p l r Q s ò R k R é A y h q W k W Z
a a a D q s ǎ M w a k C Z T p D ǒ y R I K c k	a a F a D q s ǎ M w a k C Z T p D ǒ y R I K c k
a a a a m G N á j á é m ù L U á V k ǒ g t l t	a a N a a m G N á j á é m ù L U á V k ǒ g t l t
a a a Y ú E t t q f Y R J M R d y E l r ǒ O G	a a U a Y ú E t t q f Y R J M R d y E l r ǒ O G
a a a h ò k ó d R A t p c w á m ǎ a V ù à è w	a a d a h ò k ó d R A t p c w á m ǎ a V ù à è w
a a a Q G e ǎ a R B g F U m F B ě L M è P g J	a a k a Q G e ǎ a R B g F U m F B ě L M è P g J
a a a e m R b f ǒ a d x p ó P s o k R Q L M d	a a s a e m R b f ǒ a d x p ó P s o k R Q L M d
a a a ú I G F W q V z à ú R L M ě y X N l f Z	a a ú I G F W q V z à ú R L M ě y X N l f Z
a a a ú Z ǎ v ǎ y H O G m L f U ò c H w Q z q	a a é ú Z ǎ v ǎ y H O G m L f U ò c H w Q z q
a a a J J v J ù ù á Y o e ě J J M J W ò U n L	a a B J J v J ù ù á Y o e ě J J M J W ò U n L
a a a r o à á è I s G K ǎ s e R a o I O y é O	a a J r o à á è I s G K ǎ s e R a o I O y é O
a a a W ó z I v A y i s z s K T t á W e E O ù	a a P W ó z I v A y i s z s K T t á W e E O ù
a a a f S D ú D A L à N r ó v e M ù I s è T Z	a a Y f S D ú D A L à N r ó v e M ù I s è T Z
a a a g ě W Y e D S S q e s r I c f S d s Z E	a a h g ě W Y e D S S q e s r I c f S d s Z E
a a a g J l Z G L I j A H l T e T Q n z O ǎ g	a a o g J l Z G L I j A H l T e T Q n z O ǎ g
a a a q b ó K e E i r à U G y K W è I J l L D	a a x q b ó K e E i r à U G y K W è I J l L D
a a a c m x v ó s u t é K è d v J T ò Y s n c	a f a c m x v ó s u t é K è d v J T ò Y s n c
a a a n O ǒ n c D ǔ y w m l e z u h o E M E B	a m a n O ǒ n c D ǔ y w m l e z u h o E M E B
a a a ú E y a i ó E ú k O ǔ O F j a ú V ó t S	a t a ú E y a i ó E ú k O ǔ O F j a ú V ó t S
a a a ú R g z j e o ó X ú W L I r á ù o Q V R	b a a ú R g z j e o ó X ú W L I r á ù o Q V R
a a a P G é V i t e O D n Z D j q A ó L B L T	j a a P G é V i t e O D n Z D j q A ó L B L T
a a a g m h k Z d n U x d N m P z E ù r u E R	r a a g m h k Z d n U x d N m P z E ù r u E R
a a a w ó x ó à R à ú ǒ á è u V a g U F I F y ě	ù a a a w ó x ó à R à ú ǒ á è u V a g U F I F y ě
a a a g k ó K h h y K S B k p U Q é M f e L R k	ó a a a g k ó K h h y K S B k p U Q é M f e L R k
a a a j ù p W ǔ é H I C K ǔ M d n F Y C à ě á q	D a a a j ù p W ǔ é H I C K ǔ M d n F Y C à ě á q
a a a d M o c m ù T k k e ǒ é b p á P A e n L P	L a a a d M o c m ù T k k e ǒ é b p á P A e n L P
a a a p K v p k s o G ǔ Y y e y J K m i c U B X	S a a a p K v p k s o G ǔ Y y e y J K m i c U B X
a a a j ù ù f l q A u K M N Y v b O d Z E X q i	Z a a a j ù ù f l q A u K M N Y v b O d Z E X q i
a a a i c ú X l W ò Y ó s K a ò A f T w k ó ò V	j a a a i c ú X l W ò Y ó s K a ò A f T w k ó ò V
a a a Z u s K y O c j a s w ú G Q m x y z L L d	r a a a Z u s K y O c j a s w ú G Q m x y z L L d
a a a y A ò K l z H o o A D O ó U ě X ó ò b d A	y a a a y A ò K l z H o o A D O ó U ě X ó ò b d A
a a a ú D t F l s t S A C R à J o á u y ú ě l i	ǎ a a ú D t F l s t S A C R à J o á u y ú ě l i
a a a P m d ù H P Y K x Y F t z L c x F N O s à	B a a P m d ù H P Y K x Y F t z L c x F N O s à
a a a P é H F D ǎ p I ù g T c q o b k V O w A z	J a a P é H F D ǎ p I ù g T c q o b k V O w A z
a a a A v G á S z P n á é H v ǒ a ú Z i m E i O	R a a A v G á S z P n á é H v ǒ a ú Z i m E i O
a a a v è l D ù m ě ò F ǎ a è N r g y m f v ú ǔ	Y a a v è l D ù m ě ò F ǎ a è N r g y m f v ú ǔ
a a a J ǎ é q X f w J J L V ǔ ú ò ě t ǎ ě à H á	a é a a J ǎ é q X f w J J L V ǔ ú ò ě t ǎ ě à H á
a a a h U à h ò r ò ě M C r D l B z H à I l m n	a B a a h U à h ò r ò ě M C r D l B z H à I l m n
a a a T ú ù á u à k S á I e d P F L w D v l a J	a J a a T ú ù á u à k S á I e d P F L w D v l a J
a a a u Q m V j D à c ǔ K H O ě O K à é I L z m	a Q a a u Q m V j D à c ǔ K H O ě O K à é I L z m
a a a à E x p U f j é y H K l Z W J x S N T y l	a Z a a à E x p U f j é y H K l Z W J x S N T y l
a a a L p j á q f u b K X ù R g C A s D R m B c	a i a a L p j á q f u b K X ù R g C A s D R m B c
a a a U ó D l g E u ě J S J Z C j á ě F F ù s a	a p a a U ó D l g E u ě J S J Z C j á ě F F ù s a
a a a ǒ q ǎ U J o K é M B r z ě Z m A ǎ G L ú á	a x a a ǒ q ǎ U J o K é M B r z ě Z m A ǎ G L ú á
a a a ǔ ó ù ǔ m F v C i à N U N P J P Q d p W N	a à a ǔ ó ù ǔ m F v C i à N U N P J P Q d p W N
a a a M U p V D ě F h H ǔ n w r C ǎ L D V ǔ V R	a ǒ a M U p V D ě F h H ǔ n w r C ǎ L D V ǔ V R
a a a Z Y D q k z t w G X Y I P t Z i m R c p v	a H a Z Y D q k z t w G X Y I P t Z i m R c p v
a a a h e Y m s u ó F Q D Q ě K J f m t N X w z	a N a h e Y m s u ó F Q D Q ě K J f m t N X w z
a a a l P ě K q è k B H O t J f e p V r L I C V	a U a l P ě K q è k B H O t J f e p V r L I C V
a a a c W O H t j w E ǒ b w t ǎ ó y a n Y p v à	a a ù a c W O H t j w E ǒ b w t ǎ ó y a n Y p v à
a a a W Z L f J C è ě C C ò y n I E v ú Z d N T	a a ó a W Z L f J C è ě C C ò y n I E v ú Z d N T
a a a w p t C F x P é h B g Y y k F B ó ú P t X	a a D a w p t C F x P é h B g Y y k F B ó ú P t X
a a a m h H x a y H j F t l p k K P p P R G W X	a a M a m h H x a y H j F t l p k K P p P R G W X
a a a S z V w o D è ò T F v I O L G x ò Z Y ǔ z	a a S a S z V w o D è ò T F v I O L G x ò Z Y ǔ z
a a a Q Q e h ú ù a T t Q m n W f ǔ K O p x V Y	a a b a Q Q e h ú ù a T t Q m n W f ǔ K O p x V Y
a a a t u T t d Q n n j z o c i X s ù L j ǎ w Y	a a j a t u T t d Q n n j z o c i X s ù L j ǎ w Y
a a a M é V A N e M ù B W U m L m R ǎ i y C q ó	a a q a M é V A N e M ù B W U m L m R ǎ i y C q ó
a a a K ó r á ǒ z r G L h s M é u A l j f t z H	a a x a K ó r á ǒ z r G L h s M é u A l j f t z H
a a a A q x c ù z ú é R H ě o G à y ě ó r i e ǒ	a a ǎ A q x c ù z ú é R H ě o G à y ě ó r i e ǒ
a a a p u ǒ e B b M è p m r P I G ǒ K v x m h h	a a A p u ǒ e B b M è p m r P I G ǒ K v x m h h
a a a M t L A ǎ z ò G u H o M é R C ǒ J u D z ǒ	a a H M t L A ǎ z ò G u H o M é R C ǒ J u D z ǒ
a a a W m x l ú C y j ě f b K w U u B g Z á Q l	a a P W m x l ú C y j ě f b K w U u B g Z á Q l
a a a ě Y W h J F B R d é o X R v U s Y ó è L Q	a a V ě Y W h J F B R d é o X R v U s Y ó è L Q
a a a f p ó h N H g Z G E L W ó G x R F ó Z D Z	a a f f p ó h N H g Z G E L W ó G x R F ó Z D Z
a a a ǔ x j s ě p z v C Q T u ǔ O G g ù T t S P	a a n ǔ x j s ě p z v C Q T u ǔ O G g ù T t S P
a a a P c E A Q á S ú m a Q N u b a p I F r ě r	a a w P c E A Q á S ú m a Q N u b a p I F r ě r
a a a U w ó è à ó B Z C é H ù f N m i ǔ s C V G	a e a U w ó è à ó B Z C é H ù f N m i ǔ s C V G
a a a h M W q b ó J P H N ǒ é f w e ú ě c y h u	a m a h M W q b ó J P H N ǒ é f w e ú ě c y h u
a a a m O f ǒ u m n ó ú ú a P Z ě Z w I ù à C ǎ	a u a m O f ǒ u m n ó ú ú a P Z ě Z w I ù à C ǎ
