grammatical	ungrammatical
V G á ò D c c c c á é x c m w ǎ ǒ F b ù	V G b ò D c c c c á é x c m w ǎ ǒ F b ù
W b z D I á u c c c j k ú è P i è r ò Y	W b z D I á u c c c c j k ú è P i è r ò Y
X p z b G Q X ú f m I ù F n Y ú c c c U	X p z b G Q X ú f m I ù F n Y ú c c c c U
Z ò H y ò á W l d I ě b j Z X p q c c c	Z ò H y ò á W l d I ě b j Z X p c c c c
a X h u s X c c f U X h c c c c N p n e	a b X h u s X c c f U X h c c c c N p n e
b ó m ú k ǔ a P x x Q S W á c c g c l i	b ó m ú k ǔ a P x x Q S W á c c c c l i
b K r i c c c K x A g à s ǎ m w Q T à T	b K r c c c c K x A g à s ǎ m w Q T à T
b Y b ú ò ú ǔ à A m ǒ C D h d l c c c x	b Y b ú ò ú ǔ à A m ǒ C D h d l c c c c x
b h F á ù L ǒ b ǒ F M t ǔ m Q N v c c c	b h F á ù L ǒ b ǒ F M t ǔ m Q N v c c c c
b s c c c ě k o G E y B d S r J j I K T	b s c c c c ě k o G E y B d S r J j I K T
c o X L D g y é f c c c c I N j h ǎ ǒ i	c o X b L D g y é f c c c c I N j h ǎ ǒ i
e D h ù j ǎ b ó c L c c V l ǔ E D W b G	e D h ù j ǎ b ó c c c c V l ǔ E D W b G
f j x ú K i U Y K y é c D V c c c c N ě	f j x ú K i U Y K y é c D b c c c c N ě
h ò u V è B r J s w q m g w c c c c K e	h ò u V è B r J b s w q m g w c c c c K e
i d v b è U l I ù N C o J A o c c c r l	i d v b è U l I ù N C o J A o c c c c r l
k C à t R é k ó o F W g g f c c c c T E	k C à t R é k ó b o F W g g f c c c c T E
l S z S ǎ k ó b p x q k c c c C á J Z X	l S z S ǎ k ó b p x q k c c c c C á J Z X
n à C z B A b m V c c c T H ú B c o F S	n à C z B A b m c c c c T H ú B c o F S
o N ò y F o è à b h B F c c K c B r b X	o N ò y F o è à b h B F c c c c B r b X
p Y p D ò ǒ b H W M o m T b q á c c c m	p Y p D ò ǒ b H W M o m T b q á c c c c m
r ǔ b f e v P u o N ǒ N w J i c c c S ú	r ǔ b f e v P u o N ǒ N w J i c c c c S ú
s f b v f Y P ò c c c p e q A Q ǎ A é K	s f b v f Y P c c c c p e q A Q ǎ A é K
u ě C ó Z ǒ g ǒ E m I ě T c ò c c c c T	u ě C ó Z ǒ g b ǒ E m I ě T c ò c c c c T
v b A D w c f c c F y é t a e e g f Y v	v b A D w c c c c F y é t a e e g f Y v
w u H O b U I F v R p ú ù l M y c c c T	w u H O b U I F v R p ú ù l M y c c c c
y V n b w g v v è A c c c n L w C Y A I	y V n b w g v v è A c c c c n L w C Y A I
ù ù C B b J V ù s U ù h Z c c c G J Z S f	ù ù C B b J V ù s U ù h Z c c c c G J Z S f
ǔ O P é f l ò ó ù S é o y I x r Y c c c c	ǔ b O P é f l ò ó ù S é o y I x r Y c c c c
á h g c z é O r P b d h E è n c c c ǔ ù h	á h g c z é O r P b d h E è n c c c c ǔ ù h
à s q á I b v ù a è W h c c c b c C r B P	à s q á I b v ù a è W h c c c c b c C r B P
é ě b N F N y c c X c e w ú Y ǒ e è o s f	é ě b N F N y c c c c e w ú Y ǒ e è o s f
è K ù O z R S W f b W d K x b ó l c c c à	è K ù O z R S W f b W d K x b ó l c c c c
ě d E A b f y c t c c ù I v K M ú a h k u	ě d E A b f y c c c c ù I v K M ú a h k u
ó z p z y J c N R z I r à c V F r c c c c	ó z p z y J c N R z I b à c V F r c c c c
ǒ Y R e X è K O b c U c c r A W e G Y q t	ǒ Y R e X è K O b c c c c r A W e G Y q t
ú p ó y b E a D c c c N s A ò ó z H u e ě	ú p ó y b E a D c c c c N s A ò ó z H u e ě
B O X u i ó V ě b U A c c c ò ó ò è x T é	B O X u i ó V ě b U c c c c ò ó ò è x T é
C k H è t à Q O r g D t G c D b w c c c v	C k H è t à Q O r g D t G c D b w c c c c v
E D M W I N u x y ú H a b c c c N I M s u	E D M W I N u x y ú H a b c c c c I M s u
F g ǒ C b r O O Z G Y c G c c Z C o á v h	F g ǒ C b r O O Z G Y c c c c Z C o á v h
H ǒ R j U O J d b c c c á T s n J O V s B	H ǒ R j U O J d b c c c c á T s n J O V s B
I W b j ó ě f W N ú e é N q g B l c c c ě	I W b j ó ě f W N ú e é N q g B l c c c c ě
J b t C z l d q K r A c c W c S v K è W L	J b t C z l d q K r A c c c c S v K è W L
L J q Z n C d ù c l p R m q c c c c W J C	L J q Z n C d ù c b p R m q c c c c W J C
M d P C i d b w c c c j B J X Y Y ě x E m	M d P C i d b w c c c c j B J X Y Y ě x E m
O A ǎ U à B m b B A C e c c c R B ù b l y	O A ǎ U à B m b B A C e c c c c B ù b l y
P Z H d J c c c c K j i o Z h q H á h P ǔ	P b H d J c c c c K j i o Z h q H á h P ǔ
Q v k g K d ě J o ǒ g T c c c c L f t P i	Q v k b g K d ě J o ǒ g T c c c c L f t P i
S Q J q M E F J V c c c c g y k q B F M V	S Q J q M E F b V c c c c g y k q B F M V
T g V H I Y ǔ v è B R O b c e c c Z F à ě	T g V H I Y ǔ v è B R O b c c c c Z F à ě
V N Z à ǎ v X H ú b c w c c v A v L k r V	V N Z à ǎ v X H ú b c c c c v A v L k r V
W f G g B ò ǒ w x K E v i c c c c u a r ó	W f b G g B ò ǒ w x K E v i c c c c u a r ó
Y M ǔ ě b R F ó á F ò c c c ě á B é i h ǎ	Y M ǔ ě b R F ó á F ò c c c c ě á B é i h ǎ
Z b a R ǔ e z c s c c h D T Y f Y z Z K U	Z b a R ǔ e z c c c c h D T Y f Y z Z K U
b ù D è ù F é y G V ù L B t c c c ù B T Z	b ù D è ù F é y G V ù L B c c c c ù B T Z
b D o à s Q ǒ X m f u B c c H c b M y a L	b D o à s Q ǒ X m f u B c c c c b M y a L
b R ě l a ǒ u ǎ ǎ h c c c z ǒ g ǒ G ó d l	b R ě l a ǒ u ǎ ǎ h c c c c z ǒ g ǒ G ó d l
b c c c A l p P P Y H H B D Y U L ó e b F	b c c c c A l p P P Y H H B D Y U L ó e b F
b p M i ò Y t l E K K c c c H ǒ N Y à T S	b p M i ò Y t l E K c c c c H ǒ N Y à T S
c F J G ǒ T b Q d h f ú k c c c é p K w X	c F J G ǒ T b Q d h f ú k c c c c é p K w X
d f Q ú X ù ǎ H C b E c O c c p t n o ò m	d f Q ú X ù ǎ H C b E c c c c p t n o ò m
f ě k m y s c f ǔ i n V C à c c c c S p i	f ě k m b s c f ǔ i n V C à c c c c S p i
g b y r ǔ c c è c V E G Q f K i K R k f X	g b y r ǔ c c c c V E G Q f K i K R k f X
h w S u c c c c R ù é P g ǔ B t x j s i d	b h w S u c c c c R ù é P g ǔ B t x j s i d
j ú b I g z t T c c c ú é T i k ě z á à t	j ú b I g z t T c c c c ú é T i k ě z á à t
k b c c c ù U ò U v X ó ǔ O z ǔ b ù N L E	k b c c c c ù U ò U v X ó ǔ O z ǔ b ù N L E
m é b m à ǎ R ò c l ǒ B c c p c Q r f á D	m é b m à ǎ R ò c l ǒ B c c c c Q r f á D
n e X M j w é ě á r X M h c c c c ù W ò d	n e X M j w é ě á r X M b h c c c c ù W ò d
o z j g U g r e c c c c Z u e i W ó g ò m	o z j g b U g r e c c c c Z u e i W ó g ò m
q C d é q b I g P z Y à J c c c X N ǎ o C	q C d é q b I g P z Y à c c c c X N ǎ o C
r X b c c c X è Q Y o i N s ú ě ò T f m c	r X b c c c c X è Q Y o i N s ú ě ò T f m c
s t b c c N c ě n d K M u i u F ǔ d m V ó	s t b c c c c ě n d K M u i u F ǔ d m V ó
u H b x k B k ǔ ó A c d c c a L E M ǎ H C	u H b x k B k ǔ ó A c c c c a L E M ǎ H C
v S x C y V b c T c c n u A ù a W r y F A	v S x C y V b c c c c n u A ù a W r y F A
x ě I b c c c A ú M c ó S k k ě v t V H f	x ě I b c c c c A ú M c ó S k k ě v t V H f
y Y X b M F U q R U B è B é F c c c h O ú	y Y X b M F U q R U B è B é c c c c h O ú
ù ù N g q é c c c c x w h d o g c S c é Q I	ù ù N g q b c c c c x w h d o g c S c é Q I
ǔ L A v b r k ú A S k e t V c c J c Q j b b	ǔ L A v b r k ú A S k e t V c c c c Q j b b
á c k M t n I n t N c c c c è g O z J ú ù A	á c k M t n I n t b c c c c è g O z J ú ù A
à u U Z b ě c ò c c k L á A B M p ě u T Z ě	à u U Z b ě c c c c k L á A B M p ě u T Z ě
é J N m X d W Z p Y q K N K N é z E c c c c	é J N m X d W Z p Y q K N b N é z E c c c c
è m à W x a P b V d ò o f ǎ N c c c M r F P	è m à W x a P b V d ò o f ǎ c c c c M r F P
ó P H h m ǔ Z J F c c c c B ǎ ǔ O z l v i j	ó P H h m b Z J F c c c c B ǎ ǔ O z l v i j
ò o b m c c c A B D I T ǒ T ù r ò f r B M á	ò o b m c c c c A B D I T ǒ T ù r ò f r B M á
ú R M u G ó è w ǔ S p R q ú G j c c c c v a	ú R M b G ó è w ǔ S p R q ú G j c c c c v a
A e y G i a B c c c c U Z t Y N Y ǔ D x B Y	b A e y G i a B c c c c U Z t Y N Y ǔ D x B Y
C ó y ù ǔ i s v è s p b H D ò c c c ó a p f	C ó y ù ǔ i s v è s p b H D ò c c c c ó a p f
D J b a p V g O à ǎ è é Y m b c c c q m Z r	D J b a p V g O à ǎ è é Y m b c c c c m Z r
E b a Y ò O c c G c B M k W y ò à v ó è o I	E b a Y ò O c c c c B M k W y ò à v ó è o I
F p O o T L I W à X ě e ù b è S è D c c c g	F p O o T L I W à X ě e ù b è S è D c c c c g
H a S U P á I ǒ O a P W i h G b U B ě c c c	H a S U P á I ǒ O a P W i h G b U B ě c c c c
J à w k x b ǒ r S J p y W c c c d U e t ù S	J à w k x b ǒ r S J p y W c c c c d U e t ù S
K U j K j ǎ Q ǒ D b u T j n J á q h c c c l	K U j K j ǎ Q ǒ D b u T j n J á q h c c c c l
L o q J B ò z c h u X j ǎ Y C ǎ q c c c c á	L o q J b ò z c h u X j ǎ Y C ǎ q c c c c á
N E Q W F F W á H b H ò p c c c ě S c O n Z	N E Q W F F W á H b H ò p c c c c ě S c O n Z
O c e a j f á b e F U x ú c c c Z ǒ ǔ ǎ o w	O c e a j f á b e F U x ú c c c c ǒ ǔ ǎ o w
P y D n z b e n X p i m ò á P Y c à c c à á	P y D n z b e n X p i m ò á P Y c c c c à á
R R a h x H l k á è c c c c W è Y Z h l I E	R b a h x H l k á è c c c c W è Y Z h l I E
S r M H A o ǔ M E V Q b C x q c c c R z A u	S r M H A o ǔ M E V Q b C x q c c c c R z A u
U F ó ù c o C H ǎ b V d Q q d I ǔ c c c q ù	U F ó ù c o C H ǎ b V d Q q d I ǔ c c c c q ù
V h ù X b N r E è p r à J v c c c h O S a M	V h ù X b N r E è p r à J v c c c c h O S a M
X B n J T U R i I A W m ǔ D b c è c c O ǔ a	X B n J T U R i I A W m ǔ D b c c c c O ǔ a
Y X b ó c c c t l ǒ K y A ò A P à B C ǎ d ò	Y X b ó c c c c t l ǒ K y A ò A P à B C ǎ d ò
Z o G T é R b Z s f O a l m ǔ ò T c c V c U	Z o G T é R b Z s f O a l m ǔ ò T c c c c U
b à é g ǒ B M ú j f q U p c F w c c c ò é S	b à é g ǒ B M ú j f q U p c F w c c c c ò é S
b F i ě B F h X A s c c c D W j H p b x H ǒ	b F i ě B F h X A s c c c c D W j H p b x H ǒ
b Y X M f ù i g à K d G à Q c c c e W U x e	b Y X M f ù i g à K d G à c c c c e W U x e
b i X ǒ c c c S X v i v M L l u q U a P j H	b i X ǒ c c c c S X v i v M L l u q U a P j H
b w E r c c c C O ǒ T I T ù y r R ò d B j r	b w E r c c c c C O ǒ T I T ù y r R ò d B j r
c z t t b c c c T L t a Q B ó a J N t k Y T	c z t t b c c c c L t a Q B ó a J N t k Y T
e B h c c c c à c ó o ǒ á è f r J b o y g é	b e B h c c c c à c ó o ǒ á è f r J b o y g é
f l p P C a J z T n M á B ě a c c c c f z E	b f l p P C a J z T n M á B ě a c c c c f z E
g z c P ǔ Q u y ǔ v C U R V B c c c c E L G	g z c P ǔ Q u y ǔ v C U R V b c c c c E L G
i Y b ú d X A v N c c c a V b s r n y V a é	i Y b ú d X A v N c c c c V b s r n y V a é
j s h ǎ g E g m b ǔ O ǎ W k è c q c c B M h	j s h ǎ g E g m b ǔ O ǎ W k è c c c c B M h
l I r ó J r Q ò c c c c e A T c m A Y y g ǒ	b I r ó J r Q ò c c c c e A T c m A Y y g ǒ
m b i q c c c a O à q Z y E r N X X J o b v	m b i q c c c c a O à q Z y E r N X X J o b v
o à Y ǎ ǎ d h b c c c l C R B R ǒ X H H C b	o à Y ǎ ǎ d h b c c c c l C R B R ǒ X H H C b
p K e V v Q K o á X B U á C ú b U c c c U C	p K e V v Q K o á X B U á C ú b U c c c c U C
q e U ù è a O C L y P E b c c c B p H ò J ǎ	q e U ù è a O C L y P E b c c c c B p H ò J ǎ
r t p H s a Q T b Q c c c S M á x I l B d Y	r t p H s a Q T b Q c c c c S M á x I l B d Y
t L z g s à O w b d H c A ǔ ù P c c c ó S Z	t L z g s à O w b d H c A ǔ ù P c c c c ó S Z
u L p x K G a k o R M i E z z c c c c M t é	u L p x K G a k o R M i E z z b c c c c M t é
v p o G s b H H é C n r F c c c U z Q O K ǎ	v p o G s b H H é C n r F c c c c U z Q O K ǎ
x è p z P v ú w m y ǔ D k R W ǔ q b F c c c	x è p z P v ú w m y ǔ D k R W ǔ q b F c c c c
y Z K z V N b p ě ú ǒ ǒ à c O c c F w F K u	y Z K z V N b p ě ú ǒ ǒ à c c c c F w F K u
ù ù G B w b c c H c l F E A t ó U B m ǎ R B u	ù ù G B w b c c c c l F E A t ó U B m ǎ R B u
ǔ b p ǔ y t p ó c i ú P E N c ǔ c c Z ú è U v	ǔ b p ǔ y t p ó c i ú P E N c c c c Z ú è U v
à à r L o b ǔ K c c c ù Q ě B n k G D Q é Z à	à à r L o b ǔ K c c c c Q ě B n k G D Q é Z à
ǎ Q K z b i S w G J Q è ǒ J X è c c s c R V D	ǎ Q K z b i S w G J Q è ǒ J X è c c c c R V D
é n Z ú è W T f p t O w o u f ó y k z c c c c	é n Z ú è W T f p t O w o u f ó y k z b c c c c
ě ú w r y e á b d q c T c c f Q U Y o w ò c L	ě ú w r y e á b d q c c c c f Q U Y o w ò c L
ó f Z Z L d ǎ r g A b ù D ó ě t Z B c c c a E	ó f Z Z L d ǎ r g A b ù D ó ě t Z B c c c c a E
ǒ K u J T x E w O j P b A I O c c c D g x J d	ǒ K u J T x E w O j P b A I O c c c c g x J d
ú p b B Y A ǔ M A Y w M y P é I Y R c c c L E	ú p b B Y A ǔ M A Y w M y P é I Y R c c c c L E
B K c c c c A h p C x x D O D K á h y ù J à ò	B K b c c c c A h p C x x D O D K á h y ù J à ò
C v è S L I A C ǔ r c c c c I t M z k à á h c	C v è S L b A C ǔ r c c c c I t M z k à á h c
E B ù U r b ǎ K C S X é Y X c c c d I s z e B	E B ù U r b ǎ K C S X é Y X c c c c d I s z e B
F b U á h c c c r b Z r c q R X N ě r ù t b Z	F b U á c c c c r b Z r c q R X N ě r ù t b Z
G k U n E S ě y ó E b p c c n c E t Z E V B M	G k U n E S ě y ó E b p c c c c E t Z E V B M
I ò R ó X X x D b q j o r j R F ú r ǔ P c c c	I ò R ó X X x D b q j o r j R F ú r ǔ P c c c c
J F L ǒ j J N ó E H ú c c c c P C ǎ E P k v W	J F L ǒ j J b N ó E H ú c c c c P C ǎ E P k v W
K b O W c W p ó S w ě ú E c c r c A P B m y F	K b O W c W p ó S w ě ú E c c c c A P B m y F
M ě Z j e ù ǎ t Y I v F a ě K ò v ó c c c c j	b ě Z j e ù ǎ t Y I v F a ě K ò v ó c c c c j
N b é Z ǔ M v T f q f v é z ú H n z c c c u K	N b é Z ǔ M v T f q f v é z ú H n z c c c c u K
O s ǎ b D Y c c B c T g E H v g V e Q p X Z ò	O s ǎ b D Y c c c c T g E H v g V e Q p X Z ò
Q X G M ě ǒ Y H ò C e S ò H V c c c c ě K y v	Q b X G M ě ǒ Y H ò C e S ò H V c c c c ě K y v
R o O K Q ě ǎ V N w á X p ǒ y I ǔ F d c c c c	R o O K Q ě ǎ b V N w á X p ǒ y I ǔ F d c c c c
S x d k y s s x b J E I k t v a d H c c c C U	S x d k y s s x b J E I k t v a d H c c c c C U
U è v t e P i i O á s b à f c c c y R e u ó P	U è v t e P i i O á s b à f c c c c y R e u ó P
V J p V h R h ǔ c c c c T Z S G Y d g F ù j C	V J p V h R h ǔ b c c c c T Z S G Y d g F ù j C
W W O b T g ǒ s s à X q h c c c v ǔ u R ò j è	W W O b T g ǒ s s à X q h c c c c v ǔ u R ò j è
X f o z é i m Y r o à C J I B u w J c c c c y	X f o b é i m Y r o à C J I B u w J c c c c y
Z ú e d n r F é y q I S T d N b è x N O c c c	Z ú e d n r F é y q I S T d N b è x N O c c c c
a Z p ǒ k D y è b y Q W r Y J e f B c c c J y	a Z p ǒ k D y è b y Q W r Y J e f B c c c c J y
b ò e r ǒ i J ù ǎ é J I O Q v c c c G u d m v	b ò e r ǒ i J ù ǎ é J I O Q v c c c c G u d m v
b O W Z c ě F c c c U ě D L R L ǔ á I g J ó q	b O W Z c ě F c c c c U ě D L R L ǔ á I g J ó q
b c ǔ b ú h I q V O s W c c c ú Q U S l l J j	b c ǔ b ú h I q V O s c c c c ú Q U S l l J j
b p H k c c c I D S t D ú S X d b ó F J B E ú	b p H k c c c c I D S t D ú S X d b ó F J B E ú
c N P l W U p n K n ó ú è F u à Z z c c c c è	c N P l W U p b n K n ó ú è F u à Z z c c c c è
d e j f e ě a T l F s S q b i b i B g c c D c	d e j f e ě a T l F s S q b i b i B g c c c c
f ó ǔ v q á y H J b B H K c L d c c c x P T m	f ó ǔ v q á y H J b B H K c L d c c c c P T m
g n G b B X u J A ǔ h l I g c B c c s K d T è	g n G b B X u J A ǔ h l I g c c c c s K d T è
i A w z a q ù b A y p B Y V D c c c w f ó U H	i A w z a q ù b A y p B Y V c c c c w f ó U H
j S z a G à A b ǒ g e é ò x é é E t c c c h m	j S z a G à A b ǒ g e é ò x é é E t c c c c h m
k q a ú ó ú ò k R è o T b R v c c ù c K w ǔ d	k q a ú ó ú ò k R è o T b R v c c c c K w ǔ d
m ú ǎ f l t ě a U t U B s z c j O E c c c c W	m ú ǎ f l t ě a U t U B s z c j O E b c c c c W
n U x K Q ù D G j T U s c c c c l G ǒ ò n A ǎ	n U x K b Q ù D G j T U s c c c c l G ǒ ò n A ǎ
o o b à f à V m c U w r O m ú c c V c à ě ǎ ǔ	o o b à f à V m c U w r O m ú c c c c à ě ǎ ǔ
q L S b R D e k ù c c c á è f ǔ ò ú R G A x W	q L S b R D e k c c c c á è f ǔ ò ú R G A x W
r e è J F o L r b R s M G c c c k ù g X ù z M	r e è J F o L r b R s M G c c c c k ù g X ù z M
t ù O C ù m M y m s W c c c c E Z o d w r L Q	t ù O C b ù m M y m s W c c c c E Z o d w r L Q
u Z f Y G b a é L c t c c V O Y z I R d ù ù O	u Z f Y G b a é L c c c c V O Y z I R d ù ù O
w C ǎ è P á R ú é a ǎ f ò Q é W ú d c c c c N	w C ǎ è P á R ú é a ǎ f ò Q b é W ú d c c c c N
x S D b Y c c w c V B ǔ k ú p c l A è o l f j	x S D b Y c c c c V B ǔ k ú p c l A è o l f j
y f p n j G x b V d O á n V j L c J c c ě K S	y f p n j G x b V d O á n V j L c c c c ě K S
ù á s S u j b c u c c x A P W ǒ ò è R V ǒ ǎ ǔ ǎ	ù á s S u j b c c c c x A P W ǒ ò è R V ǒ ǎ ǔ ǎ
ǔ X R ǎ f b q q v J l Z u m N u B j c c c P à u	ǔ X R ǎ f b q q v J l Z u m N u B j c c c c P à u
à ǔ K Y V A n b J R S T K z è I è h Y Y c c c S	à ǔ K Y V A n b J R S T K z è I è h Y Y c c c c
ǎ L à s é S O w A è Y Q ú ú G a D Z c c c c Z ǒ	ǎ L à s é S O w A è Y b ú ú G a D Z c c c c Z ǒ
é j W N b I c c c n x o g C T ě h z C a J w k u	é j W N b I c c c c n x o g C T ě h z C a J w k u
ě é L ǒ s K t g F y ǎ H H b ò p t h c G c c h W	ě é L ǒ s K t g F y ǎ H H b ò p t h c c c c h W
ó P R w á o J c c c c G L a j F l L p E q é L u	ó P b R w á o J c c c c G L a j F l L p E q é L u
ò b V à b F W s ǔ c T p m b e j y W I ǒ ǎ c c c	ò b V à b F W s ǔ c T p m b e j y W I ǒ c c c c
ú D Z Y b Y i T j U d e q A d g ù o c c c I P ǎ	ú D Z Y b Y i T j U d e q A d g ù o c c c c P ǎ
A V z Q r g ǔ S U m b A c c c M G t H m T m F v	A V z Q r g ǔ S U m b A c c c c M G t H m T m F v
B o x u x B y c N b r è k ǔ c c Z c c b R l E D	B o x u x B y c N b r è k ǔ c c c c c b R l E D
D I K ě t ú y o e P L M ǔ ó C b ǔ i t ó U c c c	D I K ě t ú y o e P L M ǔ ó C b ǔ i t ó U c c c c
E b p p C T b i ě c c c s e B q n N i m à ú s à	E b p p C T b i ě c c c c s e B q n N i m à ú s à
G ǎ X W B ǒ e p a ú é W E m I v c c c c V N O r	b G ǎ X W B ǒ e p a ú é W E m I v c c c c V N O r
H R h ǒ I Z k e x c c c c ú ǎ o a O h r O X Q I	H R h ǒ I Z k e b x c c c c ú ǎ o a O h r O X Q I
I j j è T é e x é h J Z C l H ǔ t c c c c ǎ m à	I j j è T é b x é h J Z C l H ǔ t c c c c ǎ m à
K K a s u B é S y b è P p c c c è X L B f h s r	K K a s u B é S y b è P p c c c c è X L B f h s r
L j X ò ǒ V P h F y Q à Y ù s b c c c ǎ g ǔ s b	L j X ò ǒ V P h F y Q à Y ù s b c c c c g ǔ s b
N I t q R m b f c c q c B P ǎ ù G G é Q t x Z ě	N I t q R m b f c c c c B P ǎ ù G G é Q t x Z ě
O Y ǒ z b i c c c g D ě M E F ǔ s v F U i J r v	O Y ǒ z b i c c c c g D ě M E F ǔ s v F U i J r v
P g y c ǎ b ù ǒ p v Q c Q c c Y s q z S M X M g	P g y c ǎ b ù ǒ p v Q c c c c Y s q z S M X M g
Q x B o M u ù s a u z b o ǎ c c c R b S V ǔ P g	Q x B o M u ù s a u z b o c c c c R b S V ǔ P g
S ú e u b ě j k c y c c c ǔ c T h q é N h ú c è	S ú e u b ě j k c y c c c c ǔ c T h q é N h ú c è
T X k M ǎ q o ě q S ú I v e e b s H c f c j c c	T X k M ǎ q o ě q S ú I v e e b s H c f c c c c
U k v M b é L C I r c c c U ò é X l b w o ě ó V	U k v M b é L C I r c c c c U ò é X l b w o ě ó V
W ó a O h b Z c X c c m A ù v I d B u q c S è Z	W ó a O h b Z c c c c m A ù v I d B u q c S è Z
X b c C r I n L L u ǒ w Q ú ǒ ǔ r X r M c c c B	X b c C r I n L L u ǒ w Q ú ǒ ǔ r X r M c c c c B
Y o U p ó E c H c p T N J ó a N b J à Z I c c c	Y o U p ó E c H c p T N J ó a N b J à Z I c c c c
a ó i O n Y p b ó a G S p c c c ú N N O n T k M	a ó i O n Y p b ó a G S p c c c c N N O n T k M
b é J q m ù O c c c q T f d i ù a d n i L b ǔ F	b é J q m ù O c c c c T f d i ù a d n i L b ǔ F
b K ù q Y C I e P c c c l ò f ù f ù ù M h r L d	b K ù q Y C I e P c c c c ò f ù f ù ù M h r L d
b b E B ǒ c c c a W B f t N C h F G D R s ǔ y O	b b E B ǒ c c c c a W B f t N C h F G D R s ǔ y O
b p W a f K J c c c p G k O E ǔ w P d g s ǒ V ě	b p W a f K J c c c c G k O E ǔ w P d g s ǒ V ě
c J k u B v b X z ò I I r x V ǒ á G r c j c c d	c J k u B v b X z ò I I r x V ǒ á G r c c c c d
d o w I W u L z d o é Z c c c c q m l I r j s w	d o w I W u L z b d o é Z c c c c q m l I r j s w
f C N C b C c c F c P ǔ F ǒ P X O Q q é è ò V à	f C N C b C c c c c P ǔ F ǒ P X O Q q é è ò V à
g k o o m b ó G m w G G P m á U c E c c Z Q X l	g k o o m b ó G m w G G P m á U c c c c Z Q X l
i é L I f b x b x M ó S r b c c R c ò Y ě P à ò	i é L I f b x b x M ó S r b c c c c ò Y ě P à ò
j Z B ù Y U e f j á G m D q n R l b c c c k k k	j Z B ù Y U e f j á G m D q n R l b c c c c k k
k y y n b T e c c c á è S U o ó c ǎ r à E e D w	k y y n b T c c c c á è S U o ó c ǎ r à E e D w
m V v ù ǒ G è E m x g b U s é o J B c c c K h é	m V v ù ǒ G è E m x g b U s é o J B c c c c K h é
n b b p w ú h o N O a R ǒ ú b c c c l Y o ǎ F d	n b b p w ú h o N O a R ǒ ú b c c c c l Y o ǎ F d
p E u e L à ó c c c c K t á t W X J p l R v s F	p E u e b à ó c c c c K t á t W X J p l R v s F
q b G I ó ó x F H c ó G á k L j q s c c c J H J	q b G I ó ó x F H c ó G á k L j q s c c c c J H J
r v j t E J r E x f c ǒ g P N z S b F c c c u D	r v j t E J r E x f c ǒ g P N z S b F c c c c u D
t D b n N f Q ǔ u é é r y I c c c R ù n U Y z x	t D b n N f Q ǔ u é é r y I c c c c R ù n U Y z x
u b ó c c c h ò ó m o j è X S a ǔ ǔ x z ò o ě v	u b ó c c c c h ò ó m o j è X S a ǔ ǔ x z ò o ě v
